carrier_phase_1,carrier_phase_2,carrier_phase_3,carrier_phase_4,carrier_phase_5,carrier_phase_6,carrier_phase_7,carrier_phase_8
112528121.91232607,122917912.21413895,126334585.54850762,122246359.99919422,109196893.62007846,99591854.89002569,98524893.78757021,103733429.25335984
112528277.99357831,122917916.50090195,126334649.62490942,122246348.0754272,109196845.90311673,99591862.8653116,98524983.71831496,103733494.08600564
112528237.80605426,122917848.96518646,126334571.35058905,122246328.6336722,109196830.40900645,99591848.0395288,98524960.31580894,103733361.9630287
112528203.1659931,122917966.50901844,126334701.66792798,122246394.88054283,109196875.13599272,99591903.34845728,98524804.333652,103733387.24960566
112528232.21972187,122918005.45020533,126334654.77413581,122246261.13020809,109196792.88658509,99591855.05320516,98524898.44143072,103733417.56072548
112528138.65459499,122917852.91313674,126334535.6431451,122246357.82404375,109196890.62760314,99591818.15389605,98524949.82337461,103733430.71198428
112528304.90510276,122918006.25834708,126334658.48496617,122246429.48757622,109196806.71043418,99591875.6017947,98524851.99921824,103733352.49610887
112528271.45534757,122918018.15655294,126334653.77527282,122246238.03516836,109196781.51929456,99591858.54166083,98525036.9545786,103733381.59315296
112528269.27827227,122918017.2023762,126334618.22710778,122246383.07586047,109196886.21038218,99591855.68791635,98524841.6030853,103733439.80979152
112528187.79730341,122917916.75535282,126334610.38925691,122246383.55990468,109196817.82733028,99591824.52756397,98524854.11810793,103733425.01846692
112528185.86693625,122918001.16332607,126334647.43554434,122246408.39466645,109196788.74428762,99591755.58964093,98524855.97423029,103733443.21974511
112528266.52463919,122917879.89467652,126334762.33222489,122246385.56326868,109196894.63652201,99591797.29711895,98524890.17397408,103733558.62040861
112528153.06803425,122917931.8812225,126334628.18778555,122246413.44519489,109196876.4110458,99591726.9765554,98524945.16622026,103733530.10041907
112528211.24718753,122917943.93542042,126334662.61471157,122246349.5731338,109196935.29813592,99591820.1993824,98524868.71816137,103733340.99222805
112528245.5582866,122917930.65655197,126334638.00468157,122246287.56420662,109196878.74684939,99591821.30980332,98524917.87659317,103733428.20287426
112528183.57185449,122917982.84896317,126334633.73137923,122246322.49343349,109196786.55516544,99591845.32326512,98524892.71700442,103733445.00046913
112528142.80817997,122918023.81271423,126334590.73410039,122246282.71835166,109196904.80516084,99591898.99468654,98524907.45135683,103733387.4518777
112528229.94966605,122917957.00511234,126334579.83593155,122246364.72853614,109196835.54025698,99591823.59891249,98524907.00168252,103733460.40448104
112528258.20039383,122917986.23606746,126334636.15490563,122246391.65330064,109196865.7476878,99591893.67057753,98524978.808536,103733411.38332208
112528207.3036179,122918013.02692538,126334618.51632081,122246291.54643756,109196842.41393363,99591796.94004375,98524886.41419101,103733477.09662023
112528114.51462127,122917877.36892223,126334671.20801447,122246378.55104381,109196789.07896787,99591896.00277492,98524851.19188614,103733488.96762747
112528124.8397594,122917814.26545033,126334611.13217665,122246304.33118048,109196898.966721,99591843.77824765,98524896.4880188,103733449.16835465
112528275.53057739,122918001.41635469,126334614.96217723,122246353.4099487,109196906.6878029,99591811.91108033,98524907.10333233,103733396.4288497
112528240.38150004,122917945.51293437,126334623.25120664,122246315.74280241,109196935.1860645,99591833.19714984,98524934.98509905,103733381.88972083
112528074.4087203,122917922.97135821,126334673.1616906,122246352.69789658,109196856.31543879,99591774.24170533,98524926.93524909,103733392.65594605
112528184.15415438,122918012.8450548,126334650.73026326,122246375.89770116,109196927.15366744,99591753.9729538,98524818.15790588,103733399.31760581
112528184.75220355,122917943.98899937,126334763.34901494,122246340.59039941,109196809.88366541,99591856.35670131,98524902.51843427,103733431.55147089
112528179.50392593,122917988.96912432,126334676.6528255,122246365.28069279,109196806.63022973,99591927.11315054,98524917.39822671,103733445.66218165
112528171.24290673,122917963.61964881,126334531.18795852,122246348.56145608,109196873.04897429,99591932.81522243,98525009.44935718,103733411.47656511
112528107.9416204,122917940.82273586,126334550.14004888,122246299.77231678,109196949.62503697,99591846.73558672,98524893.09296517,103733393.07319616
112528261.78811751,122917919.82693215,126334663.15619466,122246341.47331892,109196884.96007815,99591788.52194026,98524873.42978421,103733445.46762829
112528168.47631118,122917894.37529898,126334652.32020572,122246394.1751574,109196960.8451099,99591812.77299555,98524980.69672333,103733398.66719937
112528128.0884752,122917846.56170276,126334654.10717875,122246327.23346093,109196861.63128598,99591817.54139076,98524882.55475874,103733404.83232386
112528202.84448726,122917859.67671931,126334600.1363425,122246294.20535924,109196801.9279264,99591930.18617506,98524891.39509071,103733315.6402167
112528269.27721521,122917953.66969775,126334644.63461429,122246309.63608435,109196999.88011047,99591972.64560682,98524849.4897868,103733432.23324893
112528172.41800371,122917939.56629181,126334714.31404671,122246321.8220228,109196937.5486353,99591846.69708686,98524960.10990162,103733433.69643605
112528139.8829477,122917904.7963327,126334558.90404156,122246350.14306714,109196874.36857478,99591892.89645062,98524901.7471978,103733454.23193762
112528165.16991226,122917956.84258558,126334607.38835755,122246309.12826361,109196784.62387352,99591737.08168176,98524924.10095382,103733364.0881845
112528205.76016784,122917973.7862719,126334597.22101831,122246426.12217651,109196890.0617921,99591856.36408454,98524891.08742808,103733410.54778048
112528202.36949037,122917898.38886577,126334509.08431105,122246305.94668783,109196893.84361756,99591851.81812885,98524893.6248992,103733350.1249568
112528137.5443649,122917896.1493864,126334607.07863972,122246394.60946834,109196977.40557095,99591789.82730035,98524924.80134934,103733349.09066051
112528183.85374233,122917917.83077615,126334579.27837914,122246417.00314467,109196856.44754577,99591870.86251637,98524834.8031916,103733382.83310612
112528125.25670096,122917901.92773478,126334603.13131423,122246368.12477396,109196921.45494889,99591820.75233535,98524928.9291168,103733439.34427258
112528264.18728353,122917978.69731513,126334600.54376346,122246404.89900033,109196865.1281009,99591905.83080974,98525045.96765344,103733470.53747295
112528181.77770287,122917954.59505239,126334586.90516114,122246359.9851512,109196952.27870171,99591840.65021472,98524910.80898261,103733533.34181048
112528241.60433634,122917955.99133767,126334663.99789184,122246426.15551594,109196866.55823027,99591807.91561328,98524904.46408476,103733413.10305761
112528216.83284783,122917922.34071657,126334638.13668072,122246415.0774307,109196828.56371903,99591798.0451572,98525014.9661083,103733411.83783492
112528260.97886695,122917951.98425558,126334591.93791172,122246385.75668313,109196851.68933767,99591752.2362159,98524837.18400377,103733392.68447895
112528285.52288058,122917855.08796628,126334619.33661,122246436.22659126,109196805.5489653,99591942.76495668,98524897.67288779,103733398.50598513
112528224.16704391,122917920.35789864,126334569.25129943,122246381.20316683,109196862.90688947,99591858.03068706,98524929.61951704,103733458.85021931
112528203.30490172,122918030.7835497,126334651.90203369,122246370.16823773,109196916.75209984,99591811.92073266,98524793.2289321,103733399.50332901
112528120.93779539,122917875.66618396,126334600.23619121,122246358.56599256,109196899.13619271,99591906.98797877,98524940.87454863,103733389.97765821
112528246.6916019,122917898.32659173,126334737.19407856,122246351.79881999,109196928.34246634,99591830.82192035,98524917.65257184,103733331.18512253
112528155.19520335,122917910.66896354,126334585.1065153,122246389.8523777,109196787.58460656,99591922.74893141,98524912.03986523,103733415.7682881
112528240.33188064,122917917.58406146,126334611.54180919,122246368.66480036,109196863.20841838,99591687.48092863,98524893.9241817,103733432.92551921
112528176.21890461,122917901.90190525,126334601.78125331,122246385.65593281,109196890.43038644,99591838.62399592,98524858.49205053,103733477.33925234
112528172.4252398,122918005.71059641,126334614.81019378,122246390.85786267,109196856.9200926,99591830.16153468,98524843.88229848,103733370.7103166
112528101.99552374,122917969.07717605,126334638.27037469,122246372.1802017,109196760.00163762,99591742.34202015,98524843.53974397,103733332.75445095
112528178.80871743,122917989.85336457,126334644.13167708,122246334.15147902,109196907.9861913,99591802.48520993,98524841.24365516,103733384.46435623
112528102.4259203,122917882.37244435,126334681.78482793,122246377.76881056,109196844.11280215,99591836.23696701,98524891.00288045,103733412.12353832
112528139.32269908,122917896.85216406,126334736.19435774,122246325.01528016,109196851.02635962,99591902.23541808,98524794.11138566,103733502.29027286
112528238.72602066,122918004.7563225,126334608.76001017,122246290.99826051,109196845.41911355,99591848.44224624,98524922.83910097,103733406.07638843
112528115.30118555,122917924.22460802,126334696.66973813,122246386.97034235,109196906.35430558,99591891.6540905,98524977.87850584,103733404.09338543
112528161.12700567,122917996.9882294,126334588.45221505,122246388.53125823,109196959.92226636,99591870.9549517,98524889.94921303,103733438.35548203
112528255.21864088,122917761.85630673,126334576.35445185,122246384.26061107,109196872.64291646,99591829.23265,98524873.59407137,103733422.06469728
112528237.24616128,122917915.86500347,126334624.39770353,122246232.23712613,109196803.6908494,99591821.45918292,98524903.0029486,103733358.25033231
112528209.34499334,122917947.69063278,126334684.62330656,122246311.94932699,109196883.56465378,99591789.69202183,98524872.6053636,103733405.81101355
112528217.24261087,122917975.59164123,126334548.22562408,122246287.83803281,109196957.12351874,99591825.03243504,98524960.20896953,103733410.24198699
112528202.96645197,122918009.37895975,126334527.5413668,122246368.25827545,109196829.80773953,99591757.35282615,98524981.10757269,103733404.80750994
112528215.13448177,122917942.3613716,126334658.87135158,122246398.71313865,109196859.55281347,99591845.09200509,98524947.64707948,103733375.01401909
112528145.61061957,122917969.83968405,126334743.3301323,122246360.36486655,109196919.48459841,99591790.83573806,98524896.01461706,103733470.86593068
112528216.83593601,122917902.89191635,126334600.15084209,122246301.45664467,109196828.7299911,99591860.50589645,98525028.56460255,103733336.83587025
112528226.76663244,122917809.25359382,126334699.97079071,122246400.30834512,109196919.62417266,99591916.28598377,98524820.7457588,103733345.8983887
112528232.53873365,122917835.08905798,126334602.52515005,122246358.6978402,109196879.36165126,99591874.3311791,98524959.81270204,103733412.70067807
112528215.3188851,122917981.70534568,126334709.32446627,122246237.72429067,109196964.61737624,99591899.37738119,98524868.688698,103733445.92038742
112528288.90773915,122917887.76277775,126334612.8724802,122246401.7120463,109196890.48417108,99591891.20769916,98524940.76685199,103733454.46971086
112528225.29265004,122917903.13200064,126334582.87717624,122246315.38279235,109196770.08035477,99591878.42962468,98524884.53049542,103733461.93854964
112528257.51557067,122917867.9273826,126334720.60676546,122246333.50653188,109196887.63384502,99591868.15235896,98524812.47650723,103733404.71354474
112528177.49357848,122918035.03448229,126334570.65961199,122246318.71528745,109196819.93089938,99591693.3061113,98524876.82582097,103733339.39333746
112528110.16007768,122917924.92163193,126334709.7513002,122246291.59081905,109196892.13216507,99591850.17158948,98524920.25262834,103733449.57308097
112528234.68033886,122917939.81341925,126334617.85417934,122246346.34808844,109196804.0401609,99591812.13397233,98524905.66513824,103733388.93267407
112528197.08087714,122917868.13829102,126334678.4916839,122246358.66978993,109196765.97168817,99591841.41597581,98524760.07815588,103733526.7824027
112528139.01110741,122917959.04433887,126334663.74594714,122246332.7395389,109196867.44264063,99591884.39214233,98524993.85985251,103733514.8364284
112528189.27184324,122917852.23281492,126334642.83843367,122246214.60481517,109196929.04841334,99591794.17751431,98524990.30461033,103733630.42910922
112528280.43594733,122917977.45915546,126334673.5041865,122246291.25020191,109196959.17128335,99591814.55137081,98524828.2154464,103733326.51978348
112528233.33748257,122917947.70519716,126334594.27154407,122246341.51705028,109196856.58039086,99591874.06768617,98524899.93614422,103733433.21618868
112528303.49495432,122917983.70510934,126334755.68157963,122246287.60083215,109196888.82776383,99591807.19028628,98524980.00964622,103733448.60676181
112528158.43683502,122917940.36606991,126334659.93341976,122246357.07180154,109196854.89961779,99591776.98466602,98524896.66389818,103733335.55219974
112528290.52622977,122917871.0025039,126334635.04285853,122246361.76449986,109196798.96592653,99591845.11766325,98524834.5356377,103733434.94547857
112528182.83327657,122917863.70642717,126334520.58753014,122246335.62757182,109196859.03419615,99591898.6466849,98524893.77059767,103733493.47375558
112528242.14402139,122917909.70956194,126334613.21034497,122246356.772941,109196935.04296887,99591797.91966474,98524878.59773965,103733412.19592959
112528155.2370637,122917889.07834761,126334632.58161236,122246308.16237749,109196833.45076053,99591812.52461939,98524953.25802116,103733482.99012421
112528161.75228879,122917932.48803835,126334650.63171509,122246384.27462365,109196939.53344786,99591911.22736362,98524939.48762071,103733435.95613702
112528198.19818573,122918001.62530638,126334686.6560387,122246384.67294776,109196829.38539019,99591772.19567463,98524920.71721673,103733450.50136946
112528149.67647418,122917922.98742805,126334614.90190347,122246341.53593495,109196846.46796297,99591825.40923418,98524926.4408372,103733334.66778411
112528186.42292652,122917937.74489415,126334690.99963598,122246433.7770907,109196870.32787646,99591948.6872786,98524959.39595324,103733334.01278369
112528225.32664093,122917885.45116328,126334744.34276877,122246323.93940015,109196885.51861832,99591838.98702861,98524858.87470832,103733437.28551623
112528216.01512383,122917896.35469481,126334591.39184178,122246353.66066127,109196847.84387276,99591859.9547761,98524826.89351788,103733368.36689569
112528148.49645822,122918006.08816475,126334616.86238484,122246403.55230752,109196879.61112927,99591822.72359706,98524841.61307438,103733380.2828486
112528253.61897741,122917918.08877358,126334674.7374185,122246319.46724123,109196825.10407409,99591859.64237295,98524911.61923447,103733325.99617521
112528256.21799672,122917962.22684412,126334603.20114301,122246340.62772605,109196884.43319423,99591898.5520982,98524940.42275582,103733460.76197533
112528169.88791078,122917950.96773839,126334663.12307301,122246264.55427583,109196869.96825187,99591869.25801338,98524932.88557714,103733442.97747362
112528257.28658412,122917984.02911486,126334674.7923017,122246446.10925624,109196865.56299905,99591866.50468288,98524957.02924426,103733411.56673828
112528187.36477992,122917959.75401478,126334556.9782999,122246355.99752225,109196789.71033435,99591884.15263546,98524960.29586062,103733423.01632875
112528246.83197352,122917922.13948567,126334648.82352227,122246325.55513144,109196823.76934269,99591950.22634673,98524837.66148444,103733435.2006866
112528194.40754393,122918029.85136722,126334594.0286945,122246303.08715267,109196947.569039,99591836.68765287,98524884.16973165,103733448.5999098
112528147.0012376,122917953.46051796,126334711.53100415,122246282.2046774,109196911.81662811,99591824.69021496,98524841.84396774,103733376.74642959
112528140.22478579,122917999.14930604,126334652.80613308,122246332.82929492,109196911.53147891,99591904.64225645,98524917.13585827,103733476.05762477
112528159.21455528,122917936.44556457,126334600.18178271,122246354.87390417,109196878.73159403,99591915.10985082,98524858.88733046,103733480.9021943
112528238.25234532,122917969.61627346,126334720.00157979,122246275.00058939,109196893.31392348,99591873.24593295,98524895.41672593,103733440.87083212
112528236.16809979,122917839.30023934,126334548.00617014,122246415.65682499,109196819.80240579,99591960.15255569,98524853.88560764,103733382.27153689
112528156.41599363,122917925.50649962,126334601.03160256,122246395.88412717,109196849.37140498,99591735.6862507,98524847.92846948,103733483.04750554
112528140.26924425,122918016.39569505,126334602.00785024,122246333.6280187,109196909.0907281,99591839.88842602,98524754.95546713,103733525.8021834
112528175.10844514,122917828.26528294,126334634.15138802,122246265.95724903,109196839.48300941,99591822.16629995,98524979.31651403,103733455.89242005
112528281.13292357,122917924.26029137,126334673.75162892,122246329.56786233,109196841.41404925,99591883.70909096,98524933.12472609,103733405.23837584
112528189.64320545,122917937.51703247,126334673.01259038,122246396.2518483,109196823.90406318,99591883.74210021,98524954.99985872,103733440.89102024
112528216.09515642,122917988.21607852,126334632.46514577,122246364.98287287,109196913.11545071,99591781.70883244,98524950.22722441,103733400.1643226
112528163.49488042,122917904.1988354,126334597.62306833,122246363.5820116,109196909.9642506,99591866.97823095,98524952.03973888,103733370.47411443
112528132.87275778,122918055.13061535,126334637.53009309,122246367.09392296,109196814.9539077,99591782.27211729,98525019.17619249,103733420.71780483
112528149.24655426,122917905.60034476,126334619.4091849,122246391.25875221,109196844.84168065,99591791.48632811,98524743.70696676,103733474.51520102
112528256.43625154,122917859.35660774,126334596.77877821,122246340.4468242,109196852.86079465,99591940.66822289,98524948.96435696,103733440.7864264
112528192.66473605,122917820.0347711,126334651.21753182,122246423.65896161,109196850.61259745,99591751.57238844,98524941.34280585,103733359.0677552
112528185.74269871,122918037.12081894,126334606.47965059,122246338.13855009,109196857.10144879,99591803.48326454,98524949.03174776,103733399.67351134
112528226.6378783,122917804.8080745,126334674.70848651,122246283.92261715,109196906.68963873,99591813.36811365,98524907.61845995,103733449.81575304
112528257.1898287,122917924.29227239,126334708.19340025,122246362.4622743,109196896.44065288,99591825.81847288,98524959.69518818,103733372.62584172
112528258.91388346,122917877.9893942,126334751.36523466,122246291.00764924,109196873.80997337,99591825.34248044,98524892.86460279,103733443.4398344
112528180.3884553,122917885.00478102,126334696.33194746,122246349.06717615,109196878.56623918,99591861.46589626,98524979.70883074,103733426.61681326
112528192.79334888,122917874.07579555,126334578.19600365,122246347.28321576,109196882.85195298,99591847.52798031,98524923.61291972,103733351.3003673
112528151.02247743,122917981.34890915,126334639.61086185,122246326.51683386,109196969.3535453,99591838.60331658,98524826.2154545,103733405.72959454
112528256.21642305,122917969.0334682,126334555.97683282,122246360.0955437,109196853.28215125,99591856.20670079,98524909.68154198,103733448.36072247
112528220.22284329,122917804.36131765,126334565.20084134,122246294.04271321,109196888.5595613,99591722.82485439,98524988.04667763,103733421.19273262
112528136.69010308,122917912.99625443,126334704.59728605,122246300.5470846,109196860.69978471,99591903.01448902,98524867.1491075,103733373.63369486
112528278.67616402,122918006.27919616,126334666.11205237,122246443.12185355,109196869.02181394,99591829.43216796,98524982.3009005,103733434.40684922
112528264.74187292,122917915.28579547,126334659.45991383,122246360.96293582,109196864.22396834,99591834.65562186,98524957.74749957,103733349.8011073
112528206.62691751,122917915.32769431,126334751.08244759,122246433.93460354,109196909.93324392,99591754.04678711,98524902.85403179,103733389.3076327
112528175.52920257,122917916.29810601,126334684.47086465,122246314.65810253,109196778.76217024,99591846.16157979,98524926.48598349,103733432.93430427
112528060.56779785,122917871.79860653,126334639.92429622,122246373.61518516,109196864.55178116,99591911.5661206,98524892.17289048,103733439.83478509
112528175.89335608,122917956.34810992,126334613.06035747,122246355.0623273,109196922.04992598,99591802.96001232,98524917.5189902,103733331.53165856
112528215.38819724,122917889.7051971,126334665.10147017,122246246.01959032,109196833.25655688,99591811.58889253,98524923.73379219,103733416.9193268
112528104.9623024,122917956.66632247,126334696.2723007,122246428.4244909,109196902.08302975,99591752.70221676,98525029.80480942,103733378.02982424
112528067.89703372,122917909.1957975,126334635.64844659,122246320.781729,109196908.58417043,99591800.64645976,98524956.35292985,103733499.18330552
112528218.28397435,122917955.73973551,126334726.125902,122246363.01795271,109196933.30575268,99591923.1789893,98524819.27439684,103733574.13914049
112528103.51665558,122917851.80864476,126334632.73799816,122246271.50091027,109196845.14345923,99591844.19436947,98524857.83637448,103733371.1012486
112528153.35682553,122917964.63666043,126334668.64721957,122246366.64244075,109196862.70157567,99591894.05101573,98524997.28997017,103733421.92591669
112528158.72373943,122917910.03034113,126334650.97184761,122246406.44653307,109196707.23034188,99591727.76451361,98524938.55514555,103733373.57730201
112528298.30326344,122917860.67136207,126334670.52467348,122246374.57350323,109196831.73226781,99591790.8511814,98524926.34650996,103733388.62597327
112528159.23970374,122917909.03856707,126334625.0249157,122246350.16608284,109196917.83293597,99591877.80217962,98524910.22802305,103733572.7569144
112528185.87833428,122917887.46393143,126334642.83966604,122246374.34123144,109196855.06888886,99591851.51176108,98524908.05275322,103733382.0832476
112528176.08870186,122917864.54001766,126334706.45512258,122246287.07443166,109196802.93406144,99591738.06247908,98524899.05942014,103733376.50592473
112528282.54702702,122918004.82539576,126334638.14764915,122246308.15972888,109196856.65718809,99591860.65816283,98524853.78057167,103733405.72223943
112528111.5706536,122917859.97436957,126334621.76775204,122246301.61517708,109196880.41553709,99591834.28889278,98524944.75654349,103733379.22042374
112528229.95908877,122917913.1936702,126334485.7782103,122246365.98465592,109196913.63775851,99591708.94035955,98524917.51583223,103733388.93116605
112528144.11230992,122917975.78183284,126334673.74096565,122246373.64269543,109196887.60406211,99591789.89616042,98524976.01699172,103733401.54536498
112528185.88158873,122917976.04593934,126334551.57379268,122246419.0123514,109197006.7254003,99591818.36763301,98525002.62710981,103733343.76112427
112528203.14812747,122917965.20852661,126334712.99742578,122246363.39029387,109196907.7154319,99591874.39124575,98524897.97583927,103733360.62337859
112528149.18315278,122917915.30484034,126334640.97610724,122246343.66452764,109196840.91595991,99591906.06107685,98524946.27430083,103733418.1739549
112528220.19378135,122917875.08780323,126334643.29653725,122246341.73139298,109196850.40153506,99591796.00650156,98525013.98115443,103733446.07696767
112528251.33025898,122917969.21730416,126334564.63079666,122246356.91132607,109196885.41043419,99591794.56107348,98524848.89605884,103733483.69874941
112528125.58955514,122917959.43592753,126334554.5051153,122246325.98091523,109196868.31778236,99591801.1080914,98524861.92240888,103733407.86676124
112528180.29674402,122917924.7666148,126334703.74302551,122246296.9644414,109196869.8883663,99591924.64905228,98524951.69512013,103733386.10739289
112528292.4194338,122917969.21937542,126334666.21999085,122246317.68887812,109196831.85782613,99591944.37633704,98524818.42997035,103733479.89403532
112528236.75649622,122917969.3558432,126334630.61386795,122246283.05565141,109196920.23897703,99591776.34553295,98524953.52962919,103733474.02797656
112528216.35765322,122918014.03951216,126334644.54284787,122246345.89358902,109196826.97777447,99591806.45835565,98524864.5474796,103733494.38704668
112528272.91376285,122918019.74045534,126334599.0301493,122246334.02036415,109196909.755244,99591772.23994352,98524863.94548054,103733407.77515219
112528092.17999452,122917899.60690749,126334613.9549878,122246326.16206612,109196866.30465527,99591897.78412487,98524854.72674266,103733408.84978093
112528281.01757555,122918035.9276257,126334643.5267299,122246369.20316273,109196867.14805603,99591851.41389751,98524969.52267456,103733373.40783276
112528161.74101163,122917981.39299653,126334714.69116868,122246296.76378943,109196928.51224682,99591969.68797585,98524840.74495058,103733463.83457686
112528192.65824176,122917856.02954851,126334564.43507187,122246374.18848474,109196915.63537967,99591827.89964586,98524921.64073211,103733366.42242654
112528171.28103328,122917879.77095425,126334607.20431007,122246313.94831835,109196872.0729588,99591888.52014442,98524872.64524756,103733388.94276536
112528135.03107227,122917930.5995606,126334607.18339477,122246317.91552389,109196862.28228688,99591861.3954599,98524878.46561046,103733370.42651667
112528191.98036753,122917904.472389,126334635.13621354,122246246.7308512,109196833.23175019,99591818.56197505,98524982.03118905,103733494.86529365
112528246.82138923,122917928.40536085,126334612.0035083,122246320.99018614,109196930.40551192,99591864.15612182,98524995.47132666,103733352.51303779
112528284.30682668,122917991.61605614,126334645.5085162,122246339.38262586,109196902.48610353,99591888.42053679,98524987.08563735,103733424.86285977
112528114.1638379,122917899.78343143,126334689.58716574,122246340.49039462,109196881.34560984,99591902.61347759,98524785.56753269,103733490.13585386
112528235.64166059,122917927.2102051,126334597.39760327,122246245.82237369,109196927.60314275,99591777.6005478,98524887.56873824,103733386.1122578
112528281.24045731,122917873.83212724,126334553.57085045,122246344.7207378,109196876.46078837,99591862.16992389,98524885.49288,103733464.09532514
112528220.05791518,122917979.09558976,126334676.55882555,122246427.46123612,109196930.16063298,99591880.39333093,98524946.37448381,103733394.51373246
112528245.93597868,122917917.84599024,126334661.58934164,122246349.82241222,109196848.21947743,99591796.39229932,98524895.77367646,103733490.50657444
112528232.80620593,122917921.8084914,126334527.69530317,122246243.75270182,109196872.22480704,99591852.83277796,98524837.2161291,103733403.18141098
112528132.14639202,122917970.68657039,126334678.97230335,122246356.74005859,109196923.53986,99591865.04595521,98524864.83608823,103733499.69812171
112528269.71806723,122917888.79165873,126334703.78453559,122246271.19052316,109196904.02757962,99591899.93137409,98524952.11172308,103733419.86759277
112528307.09213492,122917918.61289258,126334670.23074436,122246283.65396193,109196784.13540123,99591894.28334889,98524880.70219126,103733434.43529138
