pseudorange_1,pseudorange_2,pseudorange_3,pseudorange_4,pseudorange_5,pseudorange_6,pseudorange_7,pseudorange_8
20200022.790715836,22321329.275667608,23200010.971438926,22321337.79688418,20199995.01112569,18078682.151509397,17200010.248351954,18078688.759899393
20200011.367013115,22321333.55502264,23200004.5642136,22321327.764668055,20199994.70598028,18078690.215001054,17200007.456247795,18078695.449051898
20200018.61664829,22321363.64700515,23200011.793075953,22321298.670626204,20200018.13032312,18078676.14088124,17200010.815825824,18078680.932107218
20199999.898835562,22321326.843331117,23200001.39612603,22321316.50230917,20199989.968965955,18078685.441301957,17199997.765002336,18078693.02886335
20200003.057365403,22321333.83090497,23199989.97217337,22321317.38387966,20199997.13885146,18078684.27122225,17200019.925116118,18078685.312652294
20200023.984129053,22321317.4191591,23200014.32944156,22321317.705691718,20200005.238600586,18078689.134514734,17200010.996700004,18078679.595134772
20200000.65597941,22321333.24231755,23200025.994308352,22321342.30526278,20199996.191565577,18078676.129630562,17199998.35869485,18078679.57815132
20200011.39146034,22321323.60413899,23199989.218573187,22321334.138353284,20200011.98095299,18078693.707044613,17200022.757306162,18078704.147328816
20200011.986516442,22321317.75728976,23200012.623095173,22321320.56826709,20200007.884199306,18078693.662362013,17200020.80126288,18078689.20334455
20199999.128661104,22321306.09202671,23199998.219860002,22321320.22755761,20200013.391734894,18078682.22004781,17200024.246705472,18078691.93007631
20200015.314500585,22321314.531625796,23199986.066428892,22321335.575830743,20200007.672130685,18078671.56570704,17200011.349254366,18078690.004983712
20199996.73858146,22321327.265467938,23200021.39476121,22321334.5215578,20200003.765554436,18078698.63177138,17200002.68096387,18078705.421413388
20200009.906534035,22321326.465983074,23199992.56269288,22321330.046533573,20200019.868477236,18078697.874598213,17200011.21485061,18078694.38903506
20200017.284101147,22321326.17524898,23200000.763237007,22321332.687740702,20199999.500878498,18078710.61718829,17200004.66381916,18078690.78491174
20200013.825410012,22321330.659646813,23200004.70363333,22321336.692364607,20200006.39369125,18078712.540540937,17199998.264266904,18078692.58729418
20199995.639768496,22321325.536354113,23200003.79813054,22321324.93867252,20200012.117741946,18078672.61440852,17200012.877116393,18078681.43169318
20200002.721210945,22321318.28959491,23200006.211278956,22321322.015100528,20200019.513294462,18078687.427514892,17200008.77583244,18078669.636026334
20200007.31165911,22321332.7175513,23200014.95404818,22321342.17689044,20200010.726970177,18078689.783050727,17200020.475181013,18078687.747770987
20200006.774300706,22321326.47998707,23200012.560750216,22321342.586209703,20200004.684152566,18078661.32501514,17200018.593807586,18078698.788012397
20200004.899752386,22321318.003983166,23200015.043990143,22321336.302355163,20200012.835388124,18078681.55111155,17199996.822335284,18078693.616137803
20200004.54212864,22321328.84929651,23200009.653673824,22321347.735403143,20200019.94810254,18078699.594968453,17200008.239762887,18078687.189074114
20199988.441331457,22321320.673230786,23200014.357180905,22321332.86483494,20200004.227643937,18078709.64878274,17199997.174243163,18078686.702824716
20200007.187394857,22321332.31760317,23199981.996568765,22321311.40087106,20200002.300220903,18078682.69405598,17199999.28914122,18078678.413318567
20199998.356181864,22321325.29725326,23200005.55158689,22321315.94982075,20199981.66175842,18078699.315661695,17199992.203735318,18078693.72783109
20200004.962929636,22321300.566887163,23200002.149245366,22321330.51408078,20200015.5267189,18078690.282163005,17200013.20476572,18078689.3287554
20200008.70322215,22321318.273026668,23199992.678614516,22321325.07774534,20199990.649696033,18078675.236575324,17200006.81305225,18078688.624111786
20200018.878254313,22321298.874750033,23199997.617175654,22321332.499380033,20200004.84763871,18078665.713321052,17200014.66460073,18078688.627730127
20200009.36603047,22321336.380709663,23200001.649414673,22321335.844195556,20200019.881771766,18078699.13095164,17200017.329131722,18078670.577884138
20200011.32457913,22321323.78784736,23200007.28499549,22321324.68610319,20199994.906909876,18078686.85512373,17200009.966427717,18078689.282769587
20200006.484675992,22321322.161920965,23200000.70348891,22321323.360987764,20200010.792420894,18078706.861398127,17200011.962395065,18078673.052505914
20199999.049377207,22321341.288805276,23200001.074121356,22321333.948132332,20200027.405182365,18078672.805609114,17200012.220662992,18078680.51132438
20200004.72141392,22321310.23460984,23200024.531792592,22321320.296680387,20200040.609401558,18078680.89278654,17200010.897604175,18078690.32407021
20200028.22330034,22321329.040311232,23200010.778328072,22321330.15204909,20200005.979126662,18078686.552151956,17200011.928375974,18078690.168986477
20200012.74506496,22321305.327191696,23199989.426435985,22321330.0455163,20200001.490301654,18078692.632645752,17200022.209542,18078697.170501318
20200005.933760066,22321321.31452229,23200006.881576337,22321322.367783338,20200018.672251053,18078688.33130929,17200017.153846998,18078664.205919232
20200016.722902782,22321329.38503466,23200000.59422622,22321324.89077064,20200030.42239593,18078686.344218258,17200003.52798549,18078682.498588677
20200003.270989783,22321335.08341787,23199996.039702974,22321343.341557667,20200008.638306968,18078684.7132374,17200003.731554743,18078695.644430343
20200008.47737525,22321327.90939077,23200026.699008808,22321312.499652304,20199998.510642964,18078669.51698848,17200018.813645277,18078684.366940007
20200017.157410596,22321345.48910831,23200005.48324828,22321331.849953793,20200000.11749253,18078674.120071746,17200016.51395753,18078666.66165632
20200011.409951095,22321328.513966154,23199989.48008324,22321333.936163496,20200021.969764773,18078689.706626747,17200024.80585928,18078690.162030466
20200006.081070643,22321346.051690854,23200004.22862236,22321324.64585286,20200011.751077898,18078677.81963059,17200021.029840335,18078683.351505913
20199997.711718794,22321323.443502262,23199998.61782105,22321324.612311,20200020.459758475,18078689.813823987,17199988.73476485,18078675.984623555
20200015.95434471,22321341.694766577,23200004.5805491,22321306.4150419,20200013.01698481,18078685.262290545,17200007.189037073,18078690.53487748
20200005.66405016,22321322.473056626,23199979.693988603,22321332.075694855,20200021.551689886,18078674.506985474,17200001.014592987,18078688.3014707
20200006.33838688,22321315.97197374,23200001.850266613,22321339.29061736,20200022.993706256,18078702.077307172,17200015.795598753,18078690.983710755
20200022.19969185,22321346.62019185,23200004.08751802,22321320.72830856,20200011.682864197,18078689.56062313,17200002.62834459,18078697.944136437
20200011.685769096,22321316.966449976,23200021.258184854,22321338.899535246,20200001.392869137,18078677.423272222,17200020.86561044,18078700.536748413
20200007.64109038,22321337.799981967,23200012.419384897,22321325.476110738,20200018.024902046,18078702.270107113,17200016.10432708,18078688.504724603
20200004.984611236,22321333.42152408,23200009.642175052,22321323.469028022,20200008.112040572,18078683.744852073,17200019.472931862,18078685.33110041
20199998.972460806,22321323.88985899,23199997.670179877,22321323.627088238,20200008.350630436,18078679.500735775,17200024.937713522,18078686.326381102
20200011.152332835,22321337.636760395,23200024.010299917,22321309.64190907,20199997.79730668,18078703.301966682,17200009.33472513,18078673.420977063
20200002.124768343,22321334.712462448,23199998.904805344,22321314.029346827,20200008.721750535,18078683.415873222,17199989.688316897,18078687.643532448
20200003.581710838,22321312.68482907,23200020.83936462,22321320.642108593,20199998.309209622,18078711.08607477,17200015.338736385,18078683.07177231
20200001.93185024,22321340.024685465,23200001.762468543,22321322.310653903,20199992.18052553,18078678.626430456,17200012.76713831,18078701.093774736
20200017.570380718,22321315.786202885,23200007.26981083,22321336.014888205,20199999.612033762,18078689.609512687,17200005.7116635,18078686.51723242
20199988.41592609,22321325.53697039,23200016.551184222,22321328.528165482,20200016.32323129,18078690.02097711,17200003.031393602,18078703.815623242
20200027.340740476,22321313.619071525,23200022.849640112,22321314.401624896,20200021.60735972,18078708.88753344,17200005.994548585,18078681.733548004
20199999.98686678,22321344.359044418,23199996.113270696,22321317.440796733,20200000.325835355,18078677.534800973,17199994.81605948,18078689.01057721
20199997.89720064,22321319.315088812,23200009.161023237,22321317.889886197,20200005.193204395,18078682.98826541,17200001.797107376,18078690.394855764
20200006.238348726,22321338.205003373,23199996.74872025,22321318.95118314,20200029.133945126,18078684.686988503,17199996.20879315,18078679.26948029
20200008.628591355,22321319.50570488,23200014.09001205,22321325.282202948,20199984.670592733,18078708.03615366,17200020.70741236,18078692.693263017
20199999.400760725,22321323.551252782,23200008.049423344,22321321.477397863,20200008.05126165,18078700.88137682,17200021.5280696,18078658.233523753
20200005.278748713,22321321.50212196,23200005.74844995,22321341.077457614,20199989.632593334,18078691.96911609,17200001.07054205,18078676.591720693
20200006.544092163,22321323.585919194,23200004.76041744,22321326.45556453,20200011.431903053,18078681.98715538,17199997.626523484,18078694.778875723
20200019.025742013,22321333.999814764,23200009.116949797,22321326.374550663,20199997.699934274,18078698.735250253,17200022.985901322,18078684.938816253
20199995.60192193,22321333.383843537,23200003.589586794,22321332.68949476,20200002.43125762,18078683.626069076,17200024.18478722,18078685.603626654
20199997.440575868,22321314.659304395,23200012.69106329,22321327.879463393,20199999.318841223,18078678.638164837,17200021.249863308,18078692.744424697
20199990.21415254,22321333.993220884,23199997.783486262,22321338.2945147,20199996.764648277,18078694.942031994,17200020.52672707,18078687.718853705
20200012.443286605,22321333.51946588,23200008.47390083,22321325.738762043,20200008.59917239,18078692.535180997,17199993.41615098,18078700.86087228
20200012.390076563,22321324.498711046,23200016.838972926,22321329.341805313,20200003.567618087,18078678.984361667,17200008.663102847,18078676.641768366
20200008.980755344,22321310.856106438,23200018.20799525,22321319.971194763,20199999.613336105,18078674.599981487,17200011.75929404,18078685.45208242
20199989.709072147,22321317.782941822,23200013.12382027,22321327.034472656,20199996.153501365,18078677.350047216,17200003.351178907,18078685.92855962
20200001.79413904,22321329.792381365,23200018.979359705,22321346.647472113,20200004.179171283,18078699.458201606,17200011.51195479,18078684.49365466
20200003.09088531,22321317.968393963,23200033.660862412,22321328.906550806,20199994.660583075,18078692.330257095,17200019.804049987,18078668.521408312
20200006.956451524,22321335.7747662,23200005.396073084,22321320.101023562,20200009.32629878,18078690.878924537,17199990.873749696,18078694.4581685
20199993.86793651,22321332.91886176,23200009.009587348,22321319.451939005,20200013.811417017,18078674.085609525,17200030.30357764,18078679.622112688
20200015.668713074,22321320.033904113,23199998.977136705,22321341.085781243,20200002.127517004,18078687.967598908,17199999.28891032,18078683.47590325
20200000.286342215,22321335.186200578,23200017.046664443,22321319.929117534,20200020.177297693,18078694.08230409,17199998.485077195,18078696.471499432
20199993.516434096,22321318.164578356,23200009.4229898,22321344.995969757,20200032.368420888,18078676.207562182,17200007.65470814,18078696.956428383
20200023.14661351,22321334.62595283,23200015.073753428,22321333.242082957,20200007.75717173,18078708.02117912,17199997.142461605,18078696.614092916
20200007.990747564,22321338.020873345,23199980.503955066,22321313.102746185,20200014.98332209,18078688.33333127,17200012.57120936,18078670.389447004
20200008.345888022,22321326.999610234,23199999.286429245,22321343.53841113,20200005.32573308,18078686.08434439,17200000.943073515,18078687.45784366
20200010.063960318,22321331.135244668,23200007.344749495,22321330.24398181,20200024.982564468,18078686.778775968,17200011.83977866,18078701.678196132
20200019.44061059,22321334.061356463,23200019.307115834,22321338.672378935,20200002.6691192,18078683.52403928,17200005.529873867,18078685.27642014
20199999.653813064,22321332.197408263,23200017.08466806,22321332.66015883,20200005.219126865,18078688.04904628,17200021.812260773,18078690.452553276
20200027.731155664,22321330.15191936,23200009.522949446,22321336.620760754,20200012.118643317,18078680.380508225,17200005.352778304,18078669.00208512
20199996.921961796,22321305.365850817,23200010.04359084,22321329.445859544,20200006.042291388,18078682.88329436,17199997.951835908,18078674.227077637
20199995.165554512,22321328.01123685,23199994.109846693,22321333.33373204,20199996.16517346,18078688.93395075,17200010.07245475,18078679.092613664
20200009.883162517,22321325.856649235,23200001.060551275,22321325.47740121,20200009.755020425,18078688.20485441,17200007.57350997,18078682.841015495
20200002.449927624,22321331.620730612,23200006.71035303,22321349.12835644,20200031.669078127,18078689.71744609,17200001.61386725,18078680.260745216
20200010.23964192,22321347.83370417,23200008.19422295,22321334.145385467,20200020.510849163,18078692.82179561,17200014.72768202,18078684.07098856
20200017.427605268,22321338.593655974,23200009.404646225,22321325.80026009,20200015.517036896,18078683.44371554,17200002.120962773,18078693.948471688
20200014.6350081,22321329.493997075,23200012.308427587,22321317.021495,20200010.59853124,18078696.02350346,17200016.82209107,18078694.324726425
20200015.582998816,22321332.65974966,23199997.06528207,22321320.783486065,20199995.027744077,18078689.169253506,17199997.988169517,18078677.299752977
20200000.58341009,22321312.29306303,23199992.905902065,22321317.01304057,20200027.483267676,18078684.970220767,17200005.74760254,18078679.20797189
20200004.795532532,22321331.627494164,23200009.00174672,22321322.56289345,20199997.648000848,18078688.7183603,17200029.382861614,18078683.771782693
20200005.168266024,22321324.885732867,23200008.46403548,22321331.11674976,20199989.85142241,18078697.90918144,17199997.21237607,18078696.283967666
20200002.941622727,22321327.32503361,23199996.991746403,22321326.91109103,20200024.58502139,18078664.17235734,17200016.563866086,18078687.219376903
20200024.56130751,22321323.7221513,23200005.737892836,22321317.995014887,20200003.251699105,18078691.608249057,17200018.38069581,18078677.922374308
20199996.492557634,22321327.796897884,23199995.79971153,22321336.0279422,20200003.591466118,18078701.4295775,17200005.05022321,18078681.85113193
20199995.02332127,22321335.9489855,23200009.308677316,22321323.532075033,20200023.58416619,18078683.815084185,17200016.236359287,18078691.064653184
20200009.23246571,22321334.306127846,23199998.392974846,22321331.631731156,20200011.237362377,18078683.396655094,17200000.57323775,18078681.387320634
20200014.697361052,22321328.3771032,23199995.12681144,22321337.089569513,20200004.66346156,18078671.984066993,17199988.52987297,18078676.640623707
20200016.27215999,22321330.36664551,23199989.818328135,22321334.53959802,20199995.701602917,18078692.896453306,17200009.527397946,18078675.074018415
20200002.647171747,22321318.218119662,23199998.119678564,22321314.3312949,20200005.572617542,18078685.273002505,17200017.394363582,18078680.069406733
20199993.76484354,22321321.83311565,23200006.50994383,22321315.03130488,20200005.255171143,18078701.680911258,17200021.93700231,18078693.975293916
20200012.843017485,22321327.536230423,23199995.234080732,22321334.14080016,20200008.9394727,18078694.90557887,17199999.861426514,18078682.499315258
20200015.627444506,22321304.42882891,23200012.416173577,22321324.06262487,20199994.681514278,18078687.24786505,17200001.535858437,18078692.365542732
20200006.115698077,22321326.525121506,23200010.307023384,22321326.711856548,20199988.35142153,18078695.57704512,17199997.385730095,18078694.27189569
20200014.03182999,22321336.376002524,23199980.296767738,22321322.125338763,20200025.473479405,18078696.541080248,17199999.426443957,18078688.577073228
20200005.14781697,22321292.792340446,23200016.85103063,22321342.472377986,20200020.634081025,18078704.665314544,17200022.518437352,18078686.44297803
20199989.429697204,22321321.30367111,23200029.51151021,22321338.576977402,20200001.679089516,18078680.649889972,17200007.10393176,18078677.7048815
20199984.01410109,22321329.88944895,23200013.1573459,22321343.837729804,20199997.105030276,18078690.384187113,17200002.44603466,18078698.646824107
20199979.337250613,22321324.313585225,23200022.85390499,22321306.786361758,20200011.74868038,18078693.96479476,17199997.580169007,18078699.21899461
20199983.894620247,22321333.10193918,23200010.422420353,22321334.056978926,20200006.7898562,18078689.32773439,17200028.357581317,18078671.469750192
20200004.323496006,22321299.864660263,23200018.200249597,22321340.61741099,20200003.88390336,18078671.69775681,17200003.780127842,18078688.742440157
20200013.072775856,22321325.428359028,23199994.703354295,22321328.02621669,20200017.01217861,18078688.165309165,17199995.944903214,18078703.22656172
20200001.15913151,22321335.406066112,23200002.656993635,22321349.46253125,20200029.17923771,18078677.34747182,17200020.013165563,18078669.356823854
20200012.001096196,22321341.01871419,23200026.469685685,22321325.89757579,20200002.867667545,18078684.067726683,17200004.177305337,18078662.022769332
20200011.02421123,22321316.275418513,23200014.0045775,22321328.669691652,20200018.691227686,18078697.55284454,17199993.838112418,18078694.137170542
20200025.29533702,22321327.938640676,23199990.028991137,22321335.641423583,20200015.082022052,18078690.281595264,17199995.26228614,18078674.428920384
20200006.48193417,22321338.27394055,23200029.70405862,22321305.850641057,20200008.688700866,18078685.351645958,17199995.789628685,18078717.188676834
20200002.399402946,22321326.637859095,23200013.95613388,22321322.171563644,20200016.839914907,18078682.590200722,17200007.5203361,18078686.739546154
20200019.09757324,22321339.201093912,23199994.258964494,22321328.10426031,20200005.911742616,18078685.10295246,17200008.311555203,18078677.868723705
20200004.320864465,22321338.932879243,23200022.28339309,22321332.679379206,20200017.47901777,18078682.270342223,17200013.745204445,18078695.811628226
20200033.215744905,22321349.047624733,23200011.751846973,22321319.4652769,20200020.641242724,18078701.98011368,17200000.42891832,18078686.69662387
20200008.902076527,22321314.952449385,23199998.96549443,22321331.847530212,20200012.698211856,18078678.02189302,17200000.884857643,18078669.060729165
20200006.895471744,22321331.95532316,23200019.987968147,22321327.515274614,20200003.753356155,18078667.04842415,17200020.237129193,18078688.29454826
20200023.76124727,22321325.898604423,23200008.36812208,22321328.53574943,20199991.64913134,18078687.55432904,17200017.451327562,18078687.184932537
20199987.544182286,22321336.497414097,23200008.98149295,22321341.095096797,20199990.680471018,18078694.77331647,17199997.462096788,18078691.23924528
20200012.699723985,22321334.806671735,23200016.93026731,22321341.135679737,20200008.359805457,18078688.385447018,17200011.92416426,18078688.648159817
20200009.694104142,22321303.861445025,23200030.19632555,22321321.057161175,20200009.3990952,18078682.365860615,17200005.21094141,18078688.19066009
20200029.964982696,22321324.39428012,23199994.56380653,22321336.2436355,20200004.603273235,18078677.44066804,17200018.389949422,18078692.23081501
20199985.19655119,22321322.34464819,23200011.466100946,22321321.837236844,20199990.830218494,18078675.105298158,17199999.87155092,18078670.69341643
20200000.63684313,22321318.57549277,23200013.39773354,22321331.726375245,20200013.22801373,18078674.972382296,17199995.263613466,18078691.183481313
20200030.129417967,22321327.381139077,23199983.15025478,22321310.44874052,20200026.32686205,18078679.779962033,17199987.60350679,18078686.807200953
20200007.271505915,22321324.415772986,23200001.650507633,22321313.266515806,20199995.239226703,18078688.712232023,17200000.464582194,18078678.0520937
20199996.243052162,22321341.019316874,23200013.688097287,22321326.72782687,20200019.625191577,18078691.14244802,17200005.642052256,18078682.810733147
20200016.01822893,22321334.123761367,23200000.32397561,22321309.810903084,20199999.97157333,18078697.89063041,17199991.633408405,18078697.072645165
20199999.76079866,22321327.342878357,23200004.913406916,22321336.30740863,20200027.052395355,18078673.352530595,17199986.718195673,18078676.05218455
20200013.258922566,22321333.074746866,23199987.912234932,22321314.769376494,20200024.724870495,18078692.977309093,17200005.439470433,18078694.71481858
20200005.207862224,22321329.474869464,23199999.49357864,22321309.119595505,20200007.757543378,18078684.963332098,17199984.152443845,18078670.76298211
20200004.515746098,22321320.889648184,23199988.80871156,22321325.191241246,20200014.936193183,18078669.82273432,17199992.91316286,18078689.897418648
20200017.85463538,22321346.83470796,23200016.89755919,22321330.90249722,20200022.57877657,18078698.848972607,17200005.657411706,18078698.374259476
20199992.185542606,22321331.762204234,23200019.996511765,22321319.29818613,20200016.669537198,18078691.649892025,17200025.126994412,18078687.952579882
20200006.51582569,22321329.59095775,23200020.892019015,22321323.608720955,20200000.23639164,18078677.718189612,17200025.811440054,18078696.539157502
20199990.794059336,22321331.839617997,23200008.14613047,22321337.493001014,20200005.278925773,18078690.390591394,17200014.15072377,18078708.017447226
20200005.57672748,22321326.392490905,23200001.82611419,22321305.361604746,20199998.495921656,18078695.1866789,17200020.43823385,18078693.240966715
20200005.506094232,22321328.42383969,23200025.197997592,22321318.69952829,20200018.697143074,18078671.78261257,17200007.835605763,18078693.378951296
20200001.811326485,22321325.242879283,23200012.59735501,22321318.64618744,20200023.234313097,18078681.406628996,17199993.30341774,18078702.67811941
20199994.122301716,22321326.763493773,23200011.32793275,22321325.547573205,20200000.48629777,18078692.81359415,17200017.732986458,18078694.802067254
20200008.544679496,22321319.99951983,23199990.235775698,22321307.683820143,20200018.998791266,18078661.63572349,17199972.73762638,18078697.84139958
20199993.180589117,22321321.00384762,23199991.09920368,22321316.859925237,20200022.23880517,18078688.619019914,17199991.457101762,18078695.225622974
20199988.413716324,22321317.299016472,23200015.661524367,22321320.62761968,20200011.98250648,18078687.061984792,17200006.262545995,18078692.50279598
20200003.204995476,22321317.81882048,23199991.069424674,22321319.097875644,20200002.04945355,18078682.82091692,17200005.794802092,18078692.491616596
20200017.14387778,22321335.46353491,23200041.13170543,22321314.59408575,20200016.158538256,18078682.6413512,17199998.294175018,18078683.61130735
20200003.60383591,22321333.86010163,23200015.96297746,22321342.08953384,20199992.42557942,18078703.434077192,17200026.11192072,18078681.49845207
20199993.629648168,22321341.984080072,23200016.082154006,22321335.503852513,20199998.33270764,18078680.218741372,17200009.055638254,18078694.87561874
20200013.76931117,22321324.704027798,23200019.86043419,22321331.812231705,20200005.734222356,18078667.13536419,17199997.97984664,18078696.160515998
20200036.393270038,22321315.046857446,23200018.306212384,22321315.4018347,20200020.35426339,18078696.81937494,17200005.784514803,18078697.096496042
20200000.24238196,22321308.81211501,23200012.96884254,22321329.901136044,20200010.10352783,18078686.72802896,17199998.903705772,18078692.478634775
20200016.735433087,22321312.557063915,23200008.521481153,22321307.856699474,20200005.121066548,18078700.124622297,17200015.423525285,18078698.464453246
20200003.500672765,22321318.499673128,23200015.87557138,22321328.59150841,20200027.447866946,18078682.380066805,17199993.174061216,18078687.591734774
20200008.663571395,22321350.530763667,23200006.257644463,22321309.09418451,20200004.067032147,18078693.522403546,17200002.16550248,18078691.51312523
20200020.22743897,22321324.370414205,23200004.125368167,22321329.014770262,20200001.413390327,18078678.85380671,17200009.182863083,18078690.690245926
20200005.86140176,22321342.216796782,23199999.72972077,22321350.455988042,20200011.85200778,18078687.938855585,17200013.5481855,18078679.59593236
20200004.91790261,22321339.941413883,23200014.38541785,22321322.688646235,20200019.128994714,18078690.920523852,17199995.757492796,18078688.735633314
20200006.999468148,22321331.163818203,23200028.445763603,22321314.460255157,20200013.743746664,18078683.964232083,17200029.902186483,18078693.933904707
20200009.954743166,22321325.620288663,23199993.682190683,22321319.12344813,20199999.691979554,18078684.54189805,17200004.28982807,18078681.45902149
20200018.781772375,22321334.37636197,23200012.494075198,22321344.03732916,20199989.682056345,18078693.061923377,17199999.86466923,18078698.197200373
20200019.326493036,22321321.008584294,23200000.703215484,22321325.654144246,20200017.815747067,18078679.95332527,17199998.23932015,18078672.144074418
20200021.183287133,22321328.440985225,23199984.500264566,22321320.95941307,20199981.375101287,18078685.205666855,17199999.93252711,18078691.197191976
20199996.762496866,22321320.609307803,23200012.556906726,22321335.66788904,20200025.398870427,18078687.07675381,17200013.545095064,18078687.88705826
20200008.63113865,22321330.667384382,23200005.37919216,22321346.407007374,20200018.937666193,18078687.157462,17199996.84222588,18078691.882853452
20199988.381963693,22321321.73792067,23200017.676308528,22321335.33495543,20200031.05008071,18078692.349181674,17200011.55206906,18078693.546517752
20200014.924759775,22321343.11645966,23200011.47421101,22321332.018197358,20200009.68623492,18078682.499033615,17200010.02759428,18078685.63581533
20200001.139975715,22321327.868558403,23199993.54134234,22321295.28705727,20200016.057590142,18078677.087664023,17199985.60284045,18078674.324383
20200007.692982335,22321331.716321576,23200001.798122786,22321342.998601094,20199992.718012538,18078684.666244857,17200007.40937631,18078693.23353076
20200001.717243824,22321317.03880423,23200000.736944653,22321332.70109191,20200014.93384535,18078684.43765204,17200010.644502047,18078685.6873361
20200017.390899207,22321331.619465966,23200021.26363903,22321315.05913353,20199991.389358517,18078674.650714777,17200003.824127562,18078690.957877953
20199996.276554205,22321336.715939708,23200004.496444,22321319.58039608,20200018.069716893,18078680.997655224,17200009.94642338,18078673.235934943
20199984.71682956,22321325.71685404,23200005.020163413,22321334.19918513,20199996.574161604,18078689.420235883,17200005.055840533,18078688.925130643
20200020.981703505,22321321.158589356,23200023.041466348,22321326.515663054,20200008.28604585,18078685.928447817,17200010.514448587,18078680.545743458
20199999.60474993,22321322.7328046,23200002.91633406,22321326.719344866,20200023.91329176,18078681.618749615,17199986.09149463,18078668.97414907
20200003.34960401,22321322.925088573,23199993.333309423,22321337.538503468,20200008.00148758,18078685.23125664,17200013.480535317,18078680.62740088
