carrier_phase_1,carrier_phase_2,carrier_phase_3,carrier_phase_4,carrier_phase_5,carrier_phase_6,carrier_phase_7,carrier_phase_8
108692453.11014798,121388933.18514878,126120547.37869206,122442226.26654835,107868294.75881071,104229521.62727083,91851486.21199459,100675113.03425193
108692464.46585102,121388969.08349001,126120632.86642472,122442424.26196297,107868317.07049274,104229411.44421895,91851382.55624838,100675041.51286851
108692383.4915987,121388894.15871385,126120658.53955913,122442303.07874456,107868307.76229472,104229523.4622201,91851524.6404767,100675148.97309066
108692505.20627826,121388945.4805509,126120537.28390534,122442277.08140641,107868194.97559139,104229414.31518541,91851385.86952344,100675181.50331077
108692368.66844775,121389102.7401739,126120519.91124837,122442274.7852644,107868273.19168083,104229461.21059747,91851348.97657596,100675132.88098027
108692522.725368,121388982.07328027,126120571.43666053,122442301.86863175,107868269.80544607,104229456.41884963,91851427.56513518,100675154.52540123
108692406.64294484,121388892.79857138,126120735.68175279,122442277.3081588,107868315.65173039,104229475.25838651,91851495.08351845,100675194.90542915
108692465.48113216,121388870.14572816,126120611.59016599,122442313.43343873,107868293.86165585,104229487.38383602,91851387.69161934,100675082.71835215
108692470.40469307,121389026.44260603,126120661.05369186,122442373.73500222,107868245.81846584,104229458.38561025,91851437.04323702,100675266.36558762
108692448.12127809,121388991.96136172,126120588.76051149,122442423.6040125,107868249.457939,104229449.22449502,91851429.97376242,100675078.73386551
108692491.55579856,121388949.65125607,126120621.7061427,122442230.94801502,107868301.64084469,104229483.57251942,91851428.68980451,100675125.85471478
108692477.2922171,121389046.00325729,126120608.42008127,122442295.48800111,107868219.53073339,104229522.32346042,91851470.63680784,100675219.23131345
108692464.04415983,121389015.1233817,126120596.93991242,122442395.6864537,107868205.76180336,104229434.97505553,91851413.07809468,100675141.65315503
108692502.66952714,121388957.26951565,126120571.73897144,122442433.5151459,107868288.28862102,104229308.14588086,91851399.2460956,100675111.41649975
108692494.47809856,121388989.51689655,126120711.7951612,122442338.19981655,107868242.6459923,104229509.11982161,91851385.08960964,100675168.20160481
108692509.92926003,121388858.06696372,126120490.51913773,122442292.96760784,107868140.16282074,104229350.54416879,91851420.41151354,100675096.51259995
108692528.59898269,121388911.64914933,126120664.10614537,122442435.5602188,107868339.41774987,104229457.20899029,91851299.43011926,100675130.62012063
108692599.47732049,121388949.62587416,126120579.02137046,122442243.57263863,107868249.40385452,104229480.40874349,91851387.13796198,100675186.64594644
108692446.91601981,121388989.44604766,126120665.36547707,122442328.36882827,107868214.30574673,104229467.95314771,91851387.22882095,100675051.70384537
108692551.6155722,121388998.8175776,126120614.3931379,122442341.57666118,107868193.06840725,104229431.9091553,91851402.86767127,100675055.820187
108692462.02571145,121389003.1910879,126120598.98383048,122442300.27360554,107868314.31360339,104229374.48481248,91851427.95558698,100675129.03174452
108692560.59295075,121388962.73583046,126120662.97619164,122442333.59818524,107868307.78020872,104229398.59820348,91851445.96499467,100675141.37792644
108692471.79595307,121388987.28739947,126120585.83153324,122442296.87538943,107868349.05118383,104229459.96707192,91851344.74283557,100675166.57809955
108692444.28179502,121389077.68112747,126120562.3171819,122442364.75788356,107868267.32048452,104229463.30026846,91851418.50040229,100675140.92542334
108692527.44374849,121388962.74198198,126120693.17131422,122442236.12331626,107868279.48590583,104229518.13509932,91851522.55298293,100675169.99562456
108692563.75494258,121388886.7221609,126120558.20533249,122442280.96116719,107868388.32401454,104229383.54702467,91851392.8830946,100675287.05141844
108692559.76595719,121388939.59921798,126120636.42308673,122442288.2158087,107868180.9237322,104229553.854188,91851466.23759079,100675193.4229653
108692441.5618282,121388996.18495825,126120597.22883758,122442291.26543652,107868192.64374697,104229315.83393656,91851436.66267602,100675192.9569448
108692493.3403786,121388962.39170142,126120608.42465395,122442325.97005151,107868257.23613413,104229436.66050857,91851419.55727273,100675061.35826005
108692486.29153137,121388974.60546935,126120715.9913837,122442320.21922027,107868199.48944132,104229354.28822663,91851426.47465135,100675104.42298996
108692440.6202721,121389008.09656967,126120655.61799492,122442276.08807275,107868257.0578255,104229485.76423429,91851379.49778633,100675162.1015294
108692446.84101419,121388906.08705115,126120620.80528694,122442394.98843126,107868318.48931772,104229372.30452038,91851450.07045178,100675221.13009667
108692447.28962645,121388951.59285712,126120509.58492342,122442373.82536721,107868337.1162769,104229475.8466835,91851433.53244257,100675249.14314461
108692463.54414038,121388852.03296188,126120634.54899321,122442294.32205848,107868294.12201126,104229456.67437635,91851381.79158299,100675104.0829381
108692523.89835557,121388947.19424109,126120644.12205665,122442286.72538388,107868106.20085463,104229418.14714818,91851480.05253403,100675120.31532687
108692518.71821852,121389020.4573824,126120586.95596652,122442294.9946693,107868269.61581102,104229500.19705395,91851308.77775548,100675150.57183346
108692472.42296411,121389026.28259654,126120550.52652538,122442430.30419253,107868384.55175562,104229469.64593479,91851433.66917884,100675064.2420226
108692536.6398008,121389028.10813214,126120666.4985737,122442326.61729155,107868324.23278886,104229498.34606518,91851499.64561553,100675143.08435147
108692536.38825054,121389024.81381528,126120544.1275272,122442250.34436862,107868200.07476696,104229411.04478322,91851395.60856193,100675154.07296778
108692453.99339882,121389028.98259659,126120627.43666366,122442342.00584362,107868230.14054619,104229522.84357509,91851343.70743084,100675209.88035771
108692429.05596542,121389037.18959902,126120616.17710713,122442313.64072458,107868248.2277778,104229365.77924007,91851451.00841181,100675192.27268885
108692536.08090277,121388995.04257455,126120617.76655643,122442247.3199147,107868234.8485062,104229447.52497415,91851440.21723793,100675132.59595692
108692482.34687355,121389028.45357785,126120579.24408269,122442330.58621424,107868242.62567727,104229292.98101453,91851421.19455516,100675017.19596317
108692503.53689146,121388948.55268939,126120639.6344734,122442366.39543022,107868293.14624216,104229530.13202125,91851393.54730979,100675205.52873644
108692461.20377463,121389003.79420397,126120735.54494193,122442234.98994587,107868211.00703369,104229387.25487435,91851398.39555873,100675142.94822815
108692461.7266984,121388874.08048804,126120656.1297608,122442336.70859973,107868327.59273261,104229448.8498102,91851479.59327963,100675175.44558163
108692498.55364558,121388996.81112044,126120560.03997564,122442446.93820144,107868242.19649096,104229435.30678473,91851347.77446844,100675169.0134859
108692439.15614057,121389019.59270625,126120623.7246359,122442256.89013468,107868235.73376068,104229463.47965033,91851363.05884798,100675186.59172326
108692521.98304512,121388934.88975799,126120691.52646627,122442247.18293458,107868261.06687063,104229471.2727345,91851398.05366334,100675155.93960336
108692521.78981681,121388902.01962113,126120624.6305848,122442331.3261546,107868274.25384803,104229423.5061686,91851383.41790882,100675191.57236278
108692414.82936928,121388992.29198168,126120570.00226218,122442406.63393411,107868321.64647025,104229415.13540767,91851509.81850632,100675174.93760882
108692505.43138967,121388964.64773598,126120590.03430094,122442382.69545628,107868308.29177628,104229489.9276826,91851469.6296633,100675181.77139065
108692436.24912508,121388947.60104492,126120553.00288133,122442265.11024994,107868353.80429052,104229507.29678278,91851516.97436582,100675147.46809618
108692538.19468516,121388986.2848298,126120702.13132586,122442363.64880429,107868272.93786089,104229466.6493206,91851383.39891687,100675130.53503816
108692482.51764807,121388938.34776866,126120706.58093901,122442336.34857677,107868246.64141032,104229465.50565249,91851291.63079883,100675242.53687783
108692423.57885538,121388998.24747886,126120587.73060283,122442274.61654355,107868223.8854886,104229465.82462613,91851390.58501218,100675251.23617709
108692479.94066407,121388929.4415161,126120625.89123182,122442377.39691606,107868279.22503436,104229446.79070704,91851440.13295232,100675059.54338235
108692464.02953744,121388907.1659996,126120615.1040828,122442345.06560987,107868275.51849973,104229400.17899688,91851561.90983099,100675238.47877653
108692497.48197587,121388917.56429046,126120616.33044799,122442303.98244943,107868214.67099145,104229425.67668119,91851437.93458377,100675170.37421069
108692472.25206701,121388995.26098762,126120606.30305241,122442336.86488913,107868363.83472782,104229398.54253368,91851467.28702648,100675127.67330648
