pseudorange_1,pseudorange_2,pseudorange_3,pseudorange_4,pseudorange_5,pseudorange_6,pseudorange_7,pseudorange_8
20199990.757392168,22321312.745442275,23200014.69586644,22321323.38943606,20200013.069441237,18078701.425927088,17200025.842704363,18078684.399579126
20200013.915662088,22321322.514628887,23199991.619940225,22321318.442791015,20199991.60577512,18078680.653821684,17199999.437297583,18078690.58645353
20199987.931539364,22321352.439058375,23199988.31435282,22321318.0056243,20200006.491366114,18078689.578279983,17199992.41555391,18078681.330026545
20200017.25163134,22321329.477092117,23199998.125381578,22321323.160272796,20200005.849267334,18078688.668995265,17200007.37316244,18078685.4534521
20199995.158151083,22321312.489344567,23200029.37472846,22321318.48517654,20200014.57314745,18078692.253911115,17200020.223540496,18078693.136543278
20200006.361839823,22321308.174996957,23200005.762531824,22321325.35935866,20200010.423777778,18078694.55872542,17199999.787367936,18078671.78735832
20200007.294969637,22321337.919996865,23200015.173197046,22321336.83510036,20200001.28388062,18078689.041552052,17200009.17535794,18078706.735756293
20200003.05261295,22321331.35874352,23200001.419375017,22321346.322507113,20200001.9725911,18078687.29973299,17200007.827979513,18078671.029729713
20200011.319530748,22321323.30486981,23200007.6865934,22321309.661477223,20200011.906760268,18078693.83654695,17200007.584481716,18078679.997385204
20200008.607957996,22321341.642457355,23200005.16082278,22321321.946970455,20199996.278671525,18078701.20997533,17200015.56867299,18078697.768408157
20200006.082402807,22321335.76771449,23200002.974262655,22321341.012144826,20199993.66187251,18078684.58622139,17200004.614071213,18078683.000872962
20200013.43622457,22321324.75487697,23199998.18046649,22321348.2101302,20200009.363116723,18078660.451262046,17200001.984543104,18078677.24789162
20200011.87646466,22321330.892157987,23200024.83066501,22321330.072776817,20200000.679562654,18078698.695691288,17199999.284835573,18078688.054210696
20200014.819138765,22321305.880826697,23199982.720267355,22321321.463570498,20199981.178100187,18078668.518911626,17200006.009153835,18078674.41551234
20200018.365820415,22321316.078561027,23200015.756357893,22321348.594832785,20200019.094534997,18078688.817354146,17199982.987356275,18078680.90290987
20200031.857966058,22321323.301798914,23199999.56386954,22321312.064540785,20200001.96602477,18078693.23086296,17199999.677945018,18078691.56818751
20200002.823047608,22321330.877546027,23200015.992658827,22321328.2051807,20199995.287658315,18078690.858349778,17199999.692041893,18078665.883796
20200022.74988918,22321332.66189982,23200006.298584484,22321330.716739163,20199991.24553868,18078684.003893342,17200002.66667006,18078666.67048066
20200005.698323116,22321333.494989954,23200003.36320352,22321322.85311046,20200014.318507124,18078673.075315475,17200007.44598813,18078680.597574472
20200024.457646888,22321325.79673521,23200015.541973095,22321329.196326368,20200013.07646024,18078677.662399173,17200010.872796413,18078682.948147994
20200007.55894658,22321330.46859977,23200000.855647855,22321322.208614167,20200020.928128954,18078689.34441713,17199991.609617468,18078687.747820206
20200002.323790587,22321347.673673663,23199996.38284329,22321335.124199662,20200005.37410037,18078689.9742218,17200005.643456485,18078682.86628575
20200018.146514375,22321325.79816913,23200021.289866485,22321310.643885337,20200007.69232766,18078700.41262769,17200025.449547686,18078688.398326606
20200025.058926992,22321311.329840858,23199995.60379785,22321319.181143623,20200028.400756273,18078674.80244378,17200000.770551465,18078710.671873324
20200024.296447158,22321321.395476155,23200010.487877816,22321320.55994063,20199988.93431278,18078707.216501046,17200014.730638143,18078692.851486735
20200001.80586991,22321332.161250554,23200003.025175642,22321321.14230363,20199991.161497217,18078661.912054997,17200009.098790556,18078692.765289944
20200011.659834873,22321325.733434837,23200005.15986056,22321327.746015314,20200003.456758328,18078684.90550294,17200005.849609982,18078667.719903473
20200010.316204246,22321328.051966406,23200025.628679283,22321326.650562257,20199992.466638878,18078669.228609174,17200007.164266314,18078675.918805473
20200001.62543574,22321334.42781489,23200014.134415206,22321318.253688816,20200003.419788517,18078694.249640096,17199998.22198203,18078686.893812943
20200002.811913405,22321315.01820751,23200007.51167134,22321340.880848486,20200015.109026708,18078672.661582388,17200011.651489936,18078698.129693154
20200002.89364978,22321323.673867956,23199986.35163845,22321336.851747755,20200018.658333268,18078692.364443477,17200008.50399689,18078703.456682775
20200005.986959755,22321304.730398275,23200010.133973707,22321321.72262611,20200010.473163493,18078688.715876117,17199998.658830423,18078675.853700697
20200017.473139293,22321322.8430517,23200011.95335854,22321320.276202936,20199974.714353297,18078681.385024432,17200017.361094713,18078678.94371276
20200016.485795256,22321336.78361007,23200001.074460343,22321321.847947896,20200005.81342836,18078696.99808026,17199984.76371054,18078684.70170894
20200007.677911125,22321337.890371628,23199994.144828882,22321347.600341354,20200027.683840632,18078691.18694267,17200008.5296879,18078668.26875355
20200019.900609825,22321338.23513762,23200016.21139255,22321327.87002987,20200016.20496724,18078696.646926593,17200021.084963925,18078683.278075654
20200019.851753768,22321337.609726407,23199992.91947637,22321313.352188114,20199992.57819846,18078680.031536072,17200001.290156763,18078685.364634614
20200004.170394447,22321338.406906426,23200008.778326508,22321330.79877566,20199998.299459223,18078701.308195118,17199991.41268312,18078695.981643748
20199999.426516473,22321339.9631913,23200006.633784007,22321325.400556047,20200001.742580824,18078671.41954302,17200011.831417788,18078692.63551886
20200019.793835517,22321331.945840053,23200006.940164123,22321312.775332794,20199999.196535222,18078686.96942872,17200009.775797125,18078681.27809032
20200009.570682146,22321338.304369636,23199999.607675172,22321328.622016817,20200000.675052874,18078657.567401815,17200006.15917266,18078659.318475615
20200013.599382028,22321323.096961424,23200011.09629857,22321335.43570156,20200010.29090146,18078702.692364186,17200000.895299785,18078695.15867077
20200005.544716913,22321333.610876866,23200029.351624798,22321310.432131782,20199994.660262294,18078675.50523877,17200001.819819216,18078683.248307228
20200005.64333939,22321308.929078396,23200014.23868114,22321329.78793797,20200016.843634997,18078687.223835114,17200017.2687521,18078689.430424213
20200012.65144152,22321332.284456175,23199995.951601513,22321350.768183872,20200000.594675723,18078684.646779414,17199992.1881607,18078688.208811775
20200001.343987714,22321336.617298834,23200008.07149866,22321314.596041024,20199999.364114698,18078690.011966955,17199995.094858125,18078691.552910075
20200017.110850755,22321320.499261625,23200020.97385348,22321312.75409729,20200004.18381687,18078691.49154836,17200001.755306054,18078685.72146365
20200017.068618227,22321314.24234398,23200008.24517504,22321328.76269239,20200006.6955288,18078682.403109368,17199998.965873633,18078692.506015975
20199996.71464807,22321331.422285497,23199997.847821586,22321343.09743705,20200015.711794093,18078680.813475806,17200023.021232244,18078689.33190157
20200013.96169696,22321326.16102693,23200001.662707195,22321338.53934264,20200013.172824744,18078695.04555132,17200015.37455697,18078690.640824333
20200000.79573513,22321322.915229965,23199994.61390303,22321316.162170403,20200021.8330541,18078698.34482408,17200024.383296367,18078684.110262472
20200020.19585047,22321330.27906972,23200022.991327953,22321334.914217312,20200006.445279248,18078690.611587174,17199998.963360433,18078680.88559632
20200009.601696465,22321321.155885115,23200023.836009953,22321329.724944342,20200001.44183858,18078690.395699855,17199981.50161138,18078702.19888469
20199998.38231336,22321332.554892067,23200001.220878694,22321317.972661473,20199997.108052798,18078690.45757049,17200000.332827985,18078703.857063264
20200009.10295837,22321319.46372113,23200008.47832477,22321337.534714654,20200007.638384886,18078686.83608406,17200009.763135727,18078667.375361636
20200006.082658947,22321315.222839966,23200006.43311779,22321331.37512518,20200006.937671214,18078677.96392602,17200032.935853444,18078701.428597882
20200012.447895516,22321317.198867638,23200006.664711148,22321323.560174648,20199995.353383,18078682.817898046,17200009.343866393,18078688.466835283
20200007.644034788,22321331.986930434,23200004.757632457,22321329.81614362,20200023.74410859,18078677.655008517,17200014.931549974,18078680.342543446
