pseudorange_1,pseudorange_2,pseudorange_3,pseudorange_4,pseudorange_5,pseudorange_6,pseudorange_7,pseudorange_8
20200006.61962338,22321320.80216587,23199989.36265082,22321311.094494164,20200000.211347036,18078682.652586196,17200004.217914343,18078677.207179215
20200000.75470444,22321336.269384604,23199985.43473311,22321315.144380078,20199987.43599414,18078677.137937166,17200021.02987781,18078685.678221457
20200017.722632926,22321330.169370238,23200006.450470403,22321345.356740434,20200008.412816964,18078689.300962273,17200012.501801178,18078700.52593197
20199997.623610392,22321318.23380983,23199993.837437525,22321325.4193247,20200011.77901836,18078685.788287375,17199993.283364806,18078679.839246355
20200003.30270401,22321306.91463842,23200026.617739785,22321323.97225548,20199998.170356903,18078689.62341071,17200013.530524198,18078685.511384603
20199996.992303282,22321330.61329263,23200001.3960758,22321317.795496754,20200012.440788515,18078694.001502607,17200003.008095045,18078694.898960017
20199991.647425286,22321308.192312215,23200015.861165613,22321333.190502774,20200004.0622265,18078693.545271963,17200002.693719316,18078655.90001945
20200002.85491168,22321330.74800996,23199999.986129556,22321335.524881307,20200004.872827932,18078683.632080894,17199995.581524637,18078695.861292977
20200019.108626097,22321335.671899542,23200008.21120416,22321330.578286394,20200018.34417116,18078670.820215773,17200002.61592939,18078682.84125754
20200024.7458916,22321328.01410158,23200019.39103136,22321338.50542805,20200010.326983925,18078681.70811792,17199990.352101356,18078668.373394858
20200015.48388265,22321331.021040387,23200009.073330756,22321326.825642772,20200005.743338674,18078695.4799344,17199997.43557742,18078680.800429285
20200009.18419301,22321316.31348116,23200006.401652925,22321325.207040187,20200012.309763808,18078694.809734847,17200025.801601175,18078685.968909975
20200005.766927842,22321343.003292065,23200006.389759697,22321345.125496097,20200006.303487886,18078688.725486938,17200008.22093051,18078704.34086822
20200015.766626284,22321317.56152979,23200018.912568457,22321320.89350829,20200012.310196392,18078711.899881426,17200000.219718877,18078682.719380416
20200005.328479405,22321337.041984145,23200005.915164225,22321331.28298132,20200023.471039534,18078684.127446573,17199995.95062915,18078660.436915472
20200013.34963445,22321306.266881675,23199999.908992514,22321309.306505393,20200001.656709857,18078676.74147391,17200031.343012106,18078687.344773088
20200014.218620062,22321319.48801972,23200018.065356553,22321352.002694584,20200023.70315813,18078694.892433546,17199985.67600785,18078660.880328465
20199987.759773597,22321320.53638466,23199992.365962278,22321327.73696358,20200003.591219783,18078688.477149937,17200010.354848158,18078673.535859503
20200011.669735983,22321333.58464968,23200007.073694926,22321325.042334445,20199995.247364398,18078689.415610205,17200018.17434083,18078695.771160867
20200002.612357758,22321338.07137497,23200009.433428038,22321331.360126212,20200004.351359993,18078708.649687722,17200011.17285933,18078685.93823083
20200010.00674172,22321320.139866278,23199988.17407243,22321333.874335047,20200009.264595404,18078687.907628935,17200011.09558004,18078684.501640208
20200004.59435752,22321331.435582507,23200003.853261717,22321326.670751944,20200008.049589973,18078684.694032453,17200020.470901135,18078718.199952222
20200021.702845696,22321339.924864214,23200001.186602246,22321345.686043974,20199992.4609471,18078686.032694735,17200020.656119164,18078662.170875646
20199988.146337632,22321331.695336804,23200007.805968635,22321340.211982127,20200015.88205137,18078670.72953353,17200006.606270228,18078704.003304154
20200006.228815988,22321316.612317126,23200005.46750466,22321339.722073667,20200028.903784197,18078693.453795947,17200014.463835083,18078697.31833925
20199987.341827217,22321313.93592011,23200004.789055508,22321322.060211938,20200002.97280101,18078679.950373318,17200026.335422367,18078679.71183478
20200002.577693753,22321337.05233184,23199996.655213136,22321338.533372693,20200012.377216324,18078686.718169183,17200013.936610162,18078702.15709015
20200008.92132407,22321326.345383637,23200001.767759476,22321325.23980458,20199990.375211664,18078675.684010137,17200022.56890538,18078703.1591152
20200001.666745942,22321307.77384845,23200030.6800923,22321319.599127144,20200013.996726327,18078682.47368734,17200019.344757944,18078669.83726039
20200008.216993246,22321332.280791737,23200005.225015443,22321327.830608863,20200028.680455398,18078677.05306286,17200013.83358518,18078683.921575144
20199999.276454825,22321335.566858053,23200002.11905123,22321342.032267533,20200023.71999166,18078686.452724695,17200000.088728853,18078683.606838908
20200022.565030243,22321325.878593747,23200021.542088717,22321332.543692775,20200018.928102903,18078694.77125292,17200010.841278665,18078681.353828028
20200028.839673314,22321319.668524787,23199998.770538487,22321338.69371002,20200017.20514634,18078677.493447762,17200032.26119559,18078690.81381257
20200009.28885902,22321347.078400727,23200002.739571616,22321331.111702573,20200019.32416499,18078702.508534163,17200017.18391104,18078675.076158118
20200032.356051512,22321323.56112373,23200004.70182801,22321323.66753855,20200001.613927588,18078681.51052395,17200009.705752704,18078694.62681917
20199988.098726638,22321334.70299408,23199996.77726998,22321301.62271731,20200024.111174915,18078708.40517164,17200015.281717785,18078705.10122239
20200014.39287239,22321317.22436373,23199994.51400592,22321320.175854195,20200002.312450416,18078697.95088402,17200004.51683479,18078666.175526977
20200008.929166492,22321327.074463256,23200011.205280066,22321338.78705211,20199994.676928803,18078697.113668732,17200020.272017382,18078686.179798815
20200005.15117994,22321325.114664376,23199999.09017136,22321337.49506076,20200012.11544711,18078688.714174725,17199990.378139045,18078675.528861042
20200002.01284919,22321323.248843055,23200005.804761037,22321327.17507947,20200002.97676304,18078688.798698086,17199990.798886217,18078684.100625627
20200019.06998487,22321339.083440445,23199998.70364898,22321313.423298366,20200015.344303295,18078689.494822323,17200001.086724058,18078692.017870247
20199999.436941296,22321328.853686996,23199999.242688186,22321318.345900647,20200004.874658067,18078691.361943595,17200012.706673928,18078696.98279852
20199992.048909537,22321319.223420914,23200025.31806154,22321334.209313728,20200025.078711744,18078688.104665868,17200002.573578276,18078659.042738557
20200004.463662215,22321322.318967327,23200028.8303248,22321331.214890365,20200002.446684398,18078691.84799626,17200007.978028957,18078667.662401937
20200001.85883967,22321340.526301663,23200006.712980613,22321314.67682049,20200017.71231908,18078691.067745827,17200025.312640123,18078698.388275888
20199990.063974544,22321339.47318081,23200021.12287015,22321332.91371925,20200003.70793169,18078677.79088125,17199998.1801731,18078688.636888735
20200002.646437444,22321323.09668354,23200009.01322105,22321319.55366765,20199998.079094704,18078689.621131178,17199994.14259021,18078697.50909373
20199997.93733432,22321322.022559267,23200025.137249522,22321337.42337968,20200003.941428706,18078657.910635687,17200009.08070078,18078697.061243344
20199990.07315049,22321315.950876247,23200014.69271633,22321323.138914168,20200006.163228985,18078700.014677856,17200017.726620223,18078701.756119527
20200006.55334735,22321299.100587107,23200011.858919714,22321344.079128418,20199990.63764275,18078686.339759015,17200016.1180895,18078692.095853653
20199992.800412286,22321326.69152527,23199997.701300636,22321312.118360516,20200020.549545523,18078685.306660682,17200015.335900795,18078666.282198668
20200004.09100781,22321327.045939926,23200028.137575403,22321324.462895926,20199999.70422128,18078696.202665895,17199999.873870894,18078685.458755318
20200012.446762312,22321344.326361876,23199996.626906,22321316.115501195,20199995.944973916,18078680.441464838,17199994.84726035,18078688.425290536
20200013.041666124,22321303.532919828,23200005.031303108,22321340.35902036,20200005.347546607,18078682.98962864,17200000.744641755,18078688.09215749
20200016.48566127,22321317.721110288,23200011.50090533,22321338.25703854,20199987.328726087,18078685.934872057,17200000.91596768,18078690.884508036
20200026.74309771,22321320.650325246,23200014.767489232,22321321.18149165,20199997.87189318,18078686.92888456,17200006.9115961,18078674.180315193
20199995.059352856,22321339.52049843,23199987.301036794,22321333.000793252,20200003.834793393,18078668.015121855,17200003.39839656,18078676.874660634
20200005.689901635,22321331.98138768,23200003.047705073,22321335.51069455,20200012.45723563,18078683.59779684,17199997.299377643,18078672.897699304
20200005.88022508,22321330.81546198,23200022.648831695,22321327.79675841,20199999.061401147,18078698.17784034,17200038.72619596,18078674.795083474
20200006.518744122,22321325.975023877,23200006.975300785,22321304.762710527,20200014.14926725,18078689.41052591,17200018.358083654,18078698.82897196
20200006.62716285,22321338.18453139,23199986.392653797,22321341.603763375,20200008.749790955,18078690.45758346,17200003.094492994,18078687.009289853
