carrier_phase_1,carrier_phase_2,carrier_phase_3,carrier_phase_4,carrier_phase_5,carrier_phase_6,carrier_phase_7,carrier_phase_8
111570342.72920156,126666989.13883193,128158284.4653756,123822994.67055036,115557331.95154768,103268380.27700812,93567096.78475717,96725022.77333957
111570354.89048697,126666958.86438432,128158200.78798796,123823044.45791158,115557402.22925612,103268485.01008052,93567130.61439504,96725094.85396023
111570405.48562631,126666962.15668282,128158135.09154248,123823084.98451981,115557435.42801349,103268557.30924416,93567238.85958906,96725134.95117456
111570375.21827343,126666869.34932345,128158149.1777874,123823056.014756,115557385.06476375,103268542.84827231,93567130.80141139,96725124.1865634
111570453.57079154,126666960.09812064,128158137.3713643,123823082.52505761,115557440.21070285,103268498.44987205,93567123.91609122,96725054.27075744
111570374.51663378,126666880.27900311,128158160.29713245,123822979.95281555,115557454.48528703,103268464.19002478,93567180.00555316,96725042.82505037
111570360.0038684,126666909.41670617,128158134.56953797,123823086.6748991,115557292.28900832,103268498.66145219,93567120.81297337,96725087.59414311
111570284.59472303,126666894.02525288,128158229.52221972,123823089.1763279,115557433.14598665,103268502.54600684,93567107.80939193,96725166.1536054
111570318.92882533,126666819.9954851,128158189.6624994,123823027.25597098,115557405.45875211,103268506.6564875,93567055.6724,96725088.65748677
111570395.39927445,126666914.20221642,128158106.61470222,123822996.19667168,115557284.2704907,103268569.30587918,93567143.03044727,96725074.19117035
111570427.75687808,126666891.7182748,128158278.34696025,123823134.25587331,115557322.87518106,103268598.8259235,93567138.920044,96725136.86287704
111570394.58075324,126666983.62476295,128158194.74183999,123823026.25018917,115557376.01619096,103268408.11411688,93567214.34317084,96725070.45363374
111570359.24327293,126666906.15059397,128158182.21989377,123823016.20113987,115557493.00818306,103268584.4200138,93567022.82689631,96725094.18346262
111570437.70642294,126666975.29158422,128158095.00453947,123823028.63885723,115557422.8024327,103268490.58332005,93567083.55158389,96725170.3106348
111570541.36450835,126666921.4653706,128158186.90146102,123823075.54621035,115557448.061963,103268551.42160377,93567162.40145482,96725126.52071498
111570376.66033375,126666965.19661947,128158172.49118443,123823023.51702774,115557330.96562408,103268553.64885117,93567084.67986201,96725121.73531763
111570377.861724,126666905.0176445,128158160.44700497,123823036.59860672,115557372.6477977,103268530.99635048,93567050.95020372,96725020.57263368
111570467.19822714,126666907.04000181,128158232.9837016,123823013.12836005,115557363.42855372,103268557.83284937,93567119.9911979,96725018.17504783
111570393.38944636,126666900.24860524,128158175.00656246,123822977.43971226,115557324.57135995,103268501.55984558,93567203.87815484,96725093.81293818
111570315.84387603,126666868.9900534,128158289.59758699,123822944.16983446,115557364.55204783,103268420.09146951,93567180.20946172,96725085.94948691
111570427.70765977,126667045.7225194,128158128.80270243,123822959.40316942,115557324.60711972,103268554.29467681,93567249.35419357,96725149.33100963
111570393.47348824,126666871.78600827,128158152.79451975,123823087.61355062,115557311.903083,103268511.04832336,93567079.14447556,96724993.66376331
111570272.32219377,126666885.21347639,128158149.41089821,123823060.30815274,115557412.80934447,103268473.1844081,93567094.34424694,96725131.56860588
111570431.79419036,126666898.82107517,128158132.64991571,123823009.5630608,115557437.63688153,103268490.50254026,93567059.66552228,96725074.98242638
111570436.52949172,126666852.25661121,128158308.91632354,123823072.60518086,115557382.33414906,103268570.91356318,93567043.21550019,96725076.34823039
111570364.45810577,126666936.59135072,128158263.91968244,123823092.26443827,115557283.16589628,103268470.59275056,93567063.58824565,96725145.20968823
111570393.64622425,126666903.02432285,128158129.83229606,123823159.23970853,115557350.48953186,103268518.75815606,93567026.8435962,96725079.7730885
111570506.37602597,126666873.1824972,128158166.21718791,123822917.38311721,115557433.02662584,103268481.34921588,93567143.18774895,96725025.38584116
111570557.31708279,126666886.23234989,128158248.85900633,123823062.67650218,115557334.21042307,103268442.33282596,93567145.85856903,96725073.76992695
111570438.99448165,126666938.60067497,128158211.58867472,123823038.52093111,115557398.26185207,103268412.55130409,93567130.86972888,96725027.97656205
111570485.2432492,126666846.77221933,128158143.16527894,123823124.61858398,115557476.62274432,103268608.04740383,93567183.57529657,96725215.724529
111570373.97962639,126667030.99263488,128158254.0727601,123823103.7154285,115557316.42755602,103268546.07445933,93567094.70214255,96725082.7247072
111570422.78627373,126666976.21198589,128158204.42523947,123823009.84865706,115557362.75563654,103268458.20884371,93567098.87618844,96725099.57441092
111570418.94407195,126666912.75106402,128158139.74189533,123823036.68618917,115557321.9404197,103268540.57393108,93567082.08230804,96725027.38518226
111570340.45530303,126666929.41951118,128158217.6182927,123823113.99244061,115557432.72468603,103268507.55922699,93567125.5514221,96725051.08117732
111570514.0910005,126666999.77823272,128158054.89386113,123823012.0705251,115557358.17499508,103268535.4188341,93567119.44101578,96725106.28715684
111570588.81194349,126666869.56671229,128158230.68567413,123823054.48012719,115557375.71526118,103268520.38335589,93567103.47075747,96725024.57535197
111570335.77878895,126666939.96716967,128158164.53798315,123823119.88044064,115557347.24095663,103268540.53700949,93567223.63627307,96725063.6418651
111570401.09101458,126666837.44703524,128158201.49969164,123823040.12544708,115557432.41774757,103268452.57995877,93567194.52158727,96725139.262255
111570382.75838007,126666817.81800106,128158178.91877368,123822964.00885445,115557381.07102087,103268388.07752624,93567096.21937497,96724987.04346548
111570376.01536252,126666886.46164128,128158242.60043205,123823004.48243389,115557401.94497345,103268438.41169877,93567179.69219948,96725037.44520463
111570414.35526149,126666976.86235309,128158103.28059869,123823090.83319046,115557309.0030951,103268499.32755288,93567123.25947335,96725141.30111866
111570383.09406045,126667027.70105597,128158136.62228172,123822972.72130838,115557316.49284022,103268527.49132624,93567089.7990154,96725118.09741586
111570363.1150129,126666838.06919755,128158124.80822878,123823024.56466891,115557260.18115216,103268548.11729854,93567017.68035567,96725099.02047774
111570389.64080524,126666970.18035851,128158180.90060054,123823003.83244228,115557331.83002464,103268492.93460658,93567063.56327698,96725092.84763764
111570407.5289117,126666970.36731762,128158192.32310621,123823131.77458014,115557330.67981231,103268556.80660175,93567176.74016444,96725117.2283138
111570371.26821336,126666957.29046495,128158146.5175953,123823031.54524548,115557307.59801015,103268434.70037653,93567164.55786057,96725010.68146014
111570335.50607643,126666880.06170756,128158234.8120062,123823022.45397444,115557415.71063888,103268541.33169942,93567193.80895467,96725133.90073173
111570325.57228875,126666977.15083352,128158310.70918284,123823003.73545793,115557319.60818122,103268566.91916071,93567060.37888458,96725110.20890073
111570339.55961373,126666836.36507824,128158163.08287121,123823029.84594132,115557325.17116079,103268516.35467106,93567228.09283553,96725075.93708341
111570422.63081636,126666923.43121701,128158240.65488064,123822959.04405311,115557458.26179473,103268428.74061413,93567088.55364622,96725080.64208123
111570460.11244568,126666977.89180057,128158227.3848678,123822999.03794912,115557313.16014819,103268472.40827313,93567205.76906064,96724986.9860798
111570328.23364016,126666951.12745185,128158185.79942764,123822987.3089982,115557382.10210581,103268586.37203844,93567143.79976106,96724986.31301957
111570432.42647731,126666873.13732266,128158206.6873008,123822915.32112212,115557348.83205411,103268602.52971697,93567158.9337577,96725136.70352522
111570392.59143421,126666899.00258969,128158175.48628202,123822952.14467353,115557269.88494848,103268469.30529599,93567253.27397032,96725089.35335414
111570371.71941395,126666911.15741403,128158169.00535642,123823073.06961252,115557383.75454755,103268487.08697346,93567113.41412367,96725107.45229046
111570453.24238603,126666882.76119159,128158131.27365765,123822996.13289118,115557452.75300075,103268527.95058976,93567143.69323741,96725016.10504422
111570418.5181013,126666879.75788848,128158178.68168308,123823042.1619947,115557411.8398501,103268425.97300403,93567314.60321479,96725039.34238763
111570359.63776188,126666908.51443353,128158207.3847366,123823100.44094093,115557373.40621702,103268570.7737685,93567113.03285494,96724955.39085318
111570492.12621967,126666944.23669966,128158142.80336632,123823236.6032022,115557407.9723554,103268601.06538899,93567138.17968833,96725137.03068167
111570418.44511145,126666949.49559689,128158295.23094593,123823036.10938506,115557306.48655353,103268533.38284262,93567131.47371012,96725089.09900163
111570448.85323805,126666943.31641507,128158158.3580432,123823075.053196,115557343.99917075,103268557.09253523,93567128.34949152,96725085.24614893
111570412.05434191,126666875.99452431,128158110.57903571,123823035.69772732,115557378.35080281,103268460.18259348,93567158.85417469,96724967.90883592
111570418.15813166,126667029.05176061,128158219.16651067,123823109.86284922,115557435.34211114,103268507.35293533,93567132.19028391,96724995.36294016
111570415.09543984,126666893.99123447,128158203.55401663,123823071.57355009,115557382.22152574,103268391.07979102,93567187.22932392,96725071.22562008
111570413.45619392,126666924.2283432,128158231.25018907,123823089.25262132,115557434.4489881,103268526.94983345,93567131.77647084,96725081.0350042
111570365.44427688,126666873.85666858,128158204.66749603,123823051.54663509,115557367.96263433,103268524.81898992,93567172.80259421,96725059.46520069
111570366.07032527,126666919.45394361,128158185.4722837,123823063.1821313,115557345.68836473,103268495.29579858,93567265.27002159,96725026.72477639
111570418.15637197,126666995.98797747,128158106.85470167,123823042.084982,115557301.04799591,103268544.26391956,93567226.49752,96725056.48585542
111570352.05549914,126666926.6148749,128158192.88627072,123823110.17547688,115557363.58853433,103268499.17610227,93567195.22588277,96725019.89773498
111570471.71597807,126667033.7308222,128158263.95801221,123822979.01122914,115557420.8620378,103268546.11382502,93567161.06233272,96725040.34679045
111570476.74241775,126666980.97603719,128158244.47503302,123823059.05587584,115557350.96513486,103268499.29539149,93567149.55799505,96725086.19742648
111570501.41482592,126666941.10983102,128158149.64185022,123823061.12717538,115557350.9648203,103268532.67799784,93567034.28823327,96725025.56294411
111570414.88610569,126666886.60488856,128158122.64862141,123823102.97473398,115557372.58410068,103268456.0693053,93567144.98315203,96725020.76991843
111570413.95360374,126666999.74676767,128158102.14929774,123823070.58883119,115557514.52832887,103268481.08982421,93567233.91326475,96725101.88649361
111570441.10159686,126666952.20720711,128158244.84945133,123823128.26202524,115557369.98642728,103268573.16706589,93567205.51147866,96725114.16113435
111570320.60178292,126666911.46961929,128158184.10605384,123823038.00850664,115557407.36932375,103268414.62156256,93567185.18108185,96725019.21803273
111570438.47046754,126666970.94856267,128158299.6623941,123823015.90839218,115557399.75452943,103268532.55701916,93567169.4630339,96725125.13627203
111570442.69287327,126666839.50498366,128158183.30134124,123823167.20753194,115557419.13363308,103268545.6034528,93567147.36423509,96724980.78672314
111570284.27824174,126666858.32917993,128158202.17056933,123823048.00348811,115557415.2571248,103268594.3962507,93567167.90672065,96725097.49432069
111570371.87570633,126666926.22953622,128158181.3482373,123823157.9313517,115557311.86270534,103268478.98271783,93567098.98611102,96725047.5949127
111570446.69027415,126666998.3033056,128158212.37501803,123823039.9330099,115557402.0027282,103268588.4507798,93567141.0345532,96725012.14667673
111570399.17309515,126666887.15607883,128158150.12577611,123823042.63874468,115557386.65633696,103268493.80228071,93567160.83604541,96725037.03793709
111570482.98673265,126667015.36610019,128158240.8433272,123823035.94300084,115557287.2534509,103268455.58175878,93567111.66919886,96724993.76233388
111570469.03402217,126666941.51961216,128158169.25189692,123822965.17174631,115557456.88025913,103268503.24348564,93567140.85701959,96725131.19940901
111570343.34676456,126666925.3058937,128158135.80095509,123822969.43931906,115557397.99987373,103268430.56465203,93567240.41257708,96725050.49660829
111570431.47012277,126666900.90226695,128158159.4108513,123823039.0638067,115557314.42826392,103268536.4628971,93567079.30297606,96725147.04741076
111570433.5870793,126667015.5171593,128158270.70275058,123823091.56906414,115557359.02314948,103268443.3887347,93567164.22945607,96725101.22861515
111570362.76608078,126666897.47571367,128158214.15114741,123822942.18969719,115557356.54346137,103268597.66332322,93567097.4841894,96725150.36039881
111570513.88929471,126666859.14970851,128158124.07789464,123823085.85384138,115557331.0912269,103268472.01623307,93567204.6293141,96725060.59659499
111570379.5910435,126666918.76272959,128158216.87440903,123823039.75300126,115557472.30499011,103268419.76147944,93567208.58299106,96725051.65875354
111570402.29813705,126666898.15893163,128158176.76068288,123823021.72012906,115557384.76796977,103268495.71087803,93567115.44505459,96725048.31747559
111570378.29789245,126666980.20409389,128158235.64389132,123823080.49467379,115557403.0727796,103268438.44813876,93567120.77912568,96725087.42876764
111570492.40793034,126666913.66652456,128158146.83863185,123823132.59585278,115557380.34939782,103268556.69222683,93567121.9047649,96725056.46826728
111570377.86162919,126666942.14870483,128158202.57113613,123822996.69893263,115557430.20085324,103268481.30579762,93567071.90009408,96724992.25477661
111570412.63864748,126666923.35411587,128158170.5014568,123823020.60738207,115557308.39189428,103268529.97402704,93567057.35852975,96725090.55916959
111570445.68635313,126666954.65920562,128158112.512348,123823104.99261358,115557406.69567548,103268583.12054963,93567097.43744938,96725049.53997147
111570405.33338508,126666872.453186,128158162.67747375,123823070.83778937,115557367.65639246,103268560.7368,93567144.33203101,96725109.65665583
111570406.5850645,126666952.40673749,128158088.25400004,123823100.07175578,115557307.53527986,103268498.77671564,93567138.93340124,96725058.08277214
111570393.6475865,126666915.52942947,128158193.39752847,123823010.16272302,115557411.0655424,103268439.56099719,93567234.93814325,96725107.83480859
111570448.0749614,126666979.82010254,128158189.04520692,123823073.18307695,115557388.1819032,103268593.42253262,93567151.20605004,96724963.79177733
111570380.92122471,126666874.02532558,128158218.38556331,123822997.8636366,115557352.07509251,103268477.85879962,93567155.43361549,96725110.44034325
111570391.02536501,126666881.38926592,128158094.97586499,123823074.55123344,115557335.09171234,103268574.31657125,93567242.24556167,96725124.91082758
111570428.04029998,126666876.21966435,128158188.83537155,123823146.55815677,115557395.03590451,103268534.4281938,93567103.6872735,96725088.62235776
111570479.68563655,126666931.61379343,128158215.03926964,123823065.66254734,115557361.48277217,103268476.99307378,93567123.32407884,96725150.76640843
111570391.26215631,126666899.52188751,128158165.23565695,123823074.94034299,115557306.39938936,103268528.16767111,93567180.29775485,96725021.19420205
111570356.86851992,126666930.32164837,128158204.54394029,123822904.13509452,115557386.38684708,103268471.99609065,93567190.05336215,96725054.24068195
111570372.39683641,126666942.97291179,128158208.78769226,123823039.73010522,115557381.80209337,103268561.66804127,93567185.21514161,96725115.78500989
111570419.52854311,126666965.2407563,128158220.16865069,123823021.07500821,115557404.54531269,103268533.29298763,93567191.37811486,96725150.91666305
111570464.74413693,126666931.25740708,128158269.28084135,123823049.09082013,115557550.90804179,103268475.1517412,93567141.66242869,96725088.46550958
111570311.50026257,126666873.53490719,128158162.1714675,123823074.90912446,115557400.69621345,103268525.00854552,93567185.32912605,96725021.88746642
111570287.89485574,126666968.24292687,128158115.60417202,123823112.92643239,115557410.16675659,103268549.26502913,93567092.91229305,96725026.12750603
111570387.42065732,126666949.52752848,128158256.63032027,123823021.15232632,115557249.0721728,103268541.70418152,93567167.77860364,96725082.93895057
111570381.73605518,126667018.14621449,128158155.62118408,123823018.48534234,115557342.16612855,103268520.70673004,93567176.06099439,96725096.9190987
111570408.62679555,126666898.29594669,128158209.53055677,123822997.83247195,115557346.86390264,103268542.74445069,93567197.7428797,96725101.35114832
111570441.66459782,126667005.13456623,128158143.45779726,123823042.96036294,115557304.2153785,103268515.45195445,93567058.96414983,96725090.32733825
111570466.80482301,126666905.46876948,128158194.39402772,123823035.59925224,115557304.49747637,103268492.97413318,93567078.00117117,96725087.39111523
111570309.1955193,126666892.78552862,128158194.73633234,123823054.19992074,115557331.33147956,103268492.89632463,93567139.48342812,96725184.97280896
111570427.23933153,126666952.99812955,128158276.97163682,123823058.62499374,115557318.09308998,103268485.13302827,93567219.28156486,96724995.95057204
111570375.46066049,126666830.20935865,128158211.22817855,123823073.48107257,115557322.49043964,103268588.93839936,93567173.74926837,96725041.16611664
111570478.91814034,126666977.51167086,128158180.6826952,123822966.43089274,115557287.2485698,103268413.42237332,93567297.42614368,96725078.30606146
111570360.43628526,126666846.51239245,128158217.47364137,123823018.81785698,115557420.24847999,103268426.51876134,93567147.69436607,96725127.11495285
111570379.39199309,126666943.48638032,128158147.2827305,123823067.0537233,115557387.84927869,103268519.58959366,93567101.94879521,96725069.44039372
111570374.73959798,126666841.47167072,128158203.01834734,123822992.82667644,115557341.08759409,103268515.10057752,93567112.66602916,96725009.05994655
111570380.15266462,126666994.50210889,128158195.14983681,123823071.3501781,115557335.13632911,103268535.94300148,93567172.34424537,96725069.9011708
111570418.05256735,126666967.96938844,128158249.2276309,123823027.51814967,115557275.4851119,103268481.36980863,93567174.26422016,96725088.63563403
111570367.27565417,126666911.2237775,128158139.26482333,123823087.03676052,115557292.17464943,103268542.96992925,93567201.8030009,96725034.32192624
111570431.96861874,126666937.59017546,128158156.79764251,123823065.59270181,115557324.94103299,103268518.36276628,93567175.29023318,96725071.07280064
111570362.95922208,126666970.11140226,128158081.95422573,123823067.10529831,115557386.03065038,103268491.30170175,93567119.33266087,96725063.0259191
111570568.27958003,126666960.44081718,128158268.79094039,123823040.00876887,115557451.81480333,103268466.32876095,93567225.1735791,96725004.31124794
111570340.13542049,126666834.1517161,128158211.42120604,123822934.90711597,115557368.33458786,103268540.67783326,93567156.91805665,96725035.60512227
111570420.28774911,126667002.54375285,128158150.4134342,123822941.58463608,115557331.4215696,103268489.0489795,93567199.32367522,96725056.957791
111570313.22304724,126666870.71469939,128158122.59913641,123822933.12000893,115557360.50770198,103268584.91449875,93567086.14467803,96725057.1854674
111570343.51608114,126666800.56726927,128158085.60056618,123823067.74125797,115557455.65408681,103268575.69684201,93567112.27340066,96725062.16839117
111570381.35003234,126666960.1763751,128158258.04774933,123823027.06944914,115557391.8852582,103268540.7599772,93567130.2833845,96725113.23072849
111570411.36198229,126667057.83135447,128158104.26091158,123822962.05084664,115557414.59114368,103268475.17636788,93567105.4731422,96725053.13494636
111570434.07312874,126666893.73984975,128158240.23988102,123823064.92569573,115557398.58273223,103268591.27583867,93567179.51878648,96725132.2018366
111570405.53226008,126666965.37113948,128158107.0685835,123823061.81375964,115557373.02450807,103268471.40407854,93567070.10288553,96725084.50097619
111570384.55544746,126666879.09202836,128158096.5216137,123823141.55611975,115557362.30207638,103268605.87421222,93567099.7347149,96724994.43150564
111570378.69568713,126666878.987837,128158176.65411901,123822992.84396628,115557345.00382936,103268532.46822996,93567148.12680162,96725000.78437641
111570425.41175427,126666935.18470687,128158202.61121003,123823120.35009803,115557393.09671642,103268539.27772206,93567075.57605872,96724982.09948061
111570283.98449406,126666896.55353114,128158242.50628978,123823023.53330824,115557333.08963217,103268563.85545759,93567109.23140018,96725130.46235254
111570361.64570844,126666960.06142811,128158208.84572884,123823078.9415717,115557376.04196039,103268542.47860391,93567163.50712013,96724993.6512445
111570436.18053403,126666947.97220166,128158227.68455543,123822979.58939792,115557266.65791743,103268461.1150155,93567148.3424768,96725055.93319167
111570280.51457682,126666930.56598929,128158192.18337819,123823045.68402444,115557380.8276273,103268532.61268637,93567175.82881819,96724996.45373845
111570429.3364265,126667017.33730741,128158201.10296509,123823053.54364789,115557347.9547497,103268559.86445433,93567223.77425227,96725120.99953033
111570373.06023026,126666933.1717676,128158286.9988348,123823026.7516528,115557338.13987902,103268476.26015182,93567072.18938716,96725147.0871084
111570462.6295958,126666887.87475766,128158203.88712923,123823046.2210244,115557362.58317205,103268516.36735274,93567117.73129985,96725024.30563776
111570367.4522288,126667023.3819805,128158203.16633897,123822997.63533734,115557398.0853341,103268460.74370165,93567055.22258706,96725039.5487472
111570433.48847625,126667000.94130954,128158197.27668773,123823052.83331314,115557311.89450893,103268510.91499536,93567145.92134878,96725132.62555473
111570398.66177607,126666934.23669916,128158224.4846462,123823155.81332107,115557442.32982653,103268551.51151955,93567151.08139126,96725011.28861165
111570373.80610442,126666895.80834958,128158158.2700083,123822946.78543861,115557339.2076531,103268495.23044364,93567245.86257407,96725056.16050759
111570387.21510361,126666955.19315846,128158342.09237194,123823022.51129986,115557400.64741595,103268584.81309906,93567228.55618341,96725165.5727696
111570343.90677491,126666949.06553878,128158166.9289633,123823043.99506164,115557433.11187404,103268569.99104336,93567168.61933328,96725118.944936
111570364.69730245,126666923.1374529,128158170.89729574,123823012.47674003,115557277.19169052,103268485.07050405,93567140.78330211,96725061.53782356
111570331.4049041,126667015.95277411,128158217.66619825,123823082.12257406,115557381.84955063,103268510.38956016,93567061.56089564,96725187.95314625
111570353.43895084,126666947.12478244,128158191.02699555,123822989.50868134,115557339.82803984,103268557.58112727,93567060.87862614,96725089.79149413
111570408.34587277,126666977.5297279,128158149.06525648,123823003.1505261,115557407.09648633,103268504.54456598,93567125.33421917,96725032.45906119
111570444.10843457,126666953.218706,128158097.09150839,123823084.02575469,115557339.67669149,103268483.42870876,93567132.63501747,96725096.43338417
111570378.73412238,126666934.28378949,128158273.03618325,123823015.51096262,115557382.78815371,103268516.94531603,93567200.23189603,96725062.701995
