carrier_phase_1,carrier_phase_2,carrier_phase_3,carrier_phase_4,carrier_phase_5,carrier_phase_6,carrier_phase_7,carrier_phase_8
108194490.67858438,122136276.6312733,123470841.763501,118689910.13870013,111363723.96138008,96092618.15134723,99534227.5572363,101964277.44765504
108194513.8149809,122136306.56267211,123470920.5341241,118689885.7049628,111363823.44767204,96092592.13684885,99534203.67164826,101964240.84192935
108194501.68792403,122136413.51105802,123470813.18273969,118690048.9046463,111363803.57490665,96092569.92068331,99534361.01404351,101964193.95144182
108194433.46031407,122136353.050558,123470839.52587953,118690000.12662041,111363778.53050998,96092565.59846905,99534264.100191,101964259.01994528
108194432.91491705,122136284.25592917,123470860.5793387,118689970.99132729,111363824.93633923,96092583.07985523,99534175.90952809,101964280.97381215
108194451.12155803,122136377.40321161,123470897.23311543,118689875.73433968,111363898.14585316,96092613.72319736,99534254.06239124,101964333.13399632
108194474.32075483,122136388.08637755,123470869.85884711,118689948.4598292,111363757.30512175,96092563.39330995,99534287.53619659,101964232.35288471
108194607.54496512,122136361.98807071,123470757.3902004,118689971.86890033,111363764.39807343,96092578.88645525,99534194.32447337,101964262.17540835
108194346.4014866,122136399.28968197,123470851.9495945,118690010.79397103,111363811.88660677,96092508.99170126,99534266.52121527,101964292.39123954
108194421.91563223,122136327.10885082,123470694.47389464,118689912.0937094,111363796.60157005,96092552.22230825,99534217.56646912,101964254.13126871
108194495.30102637,122136402.03160372,123470891.7142248,118689998.63852213,111363802.65848398,96092524.17351404,99534229.48665676,101964250.85702516
108194537.58379002,122136333.30867061,123470801.20967494,118689917.82112746,111363781.20317867,96092593.93884169,99534230.96110953,101964182.27609646
108194471.70587169,122136384.18079466,123470932.14631954,118689996.10197933,111363884.22719681,96092499.86777048,99534291.94885889,101964369.500577
108194444.47169854,122136312.34743267,123470835.6939403,118689952.18687487,111363767.19820082,96092577.36385293,99534248.7406813,101964232.05883005
108194488.06625903,122136267.2476109,123470827.77808101,118689922.4890208,111363803.9788856,96092559.55270214,99534262.58338879,101964207.06698212
108194571.83624965,122136451.36299054,123470917.44355817,118690065.95623136,111363841.2623357,96092501.00444289,99534311.33155322,101964313.03678638
108194473.83349845,122136316.37926498,123470915.74217597,118689934.49614559,111363826.21808288,96092579.79912679,99534287.1396837,101964173.83934575
108194487.61960211,122136440.21557954,123470855.71128593,118690002.93632317,111363885.93790467,96092524.18879735,99534271.09226845,101964314.94554056
108194516.04034719,122136343.90817268,123470818.54532252,118689919.75403158,111363769.45395917,96092558.33945026,99534145.87434523,101964185.85815737
108194441.3605844,122136337.5719837,123470929.54654214,118689904.9453913,111363816.56732634,96092553.60111223,99534215.44097143,101964272.25677659
108194447.35610509,122136404.28235161,123470897.66362374,118689983.52111758,111363775.37259197,96092547.62434722,99534271.8745354,101964262.82019432
108194419.73070973,122136321.03259325,123470821.08339803,118689861.3950767,111363834.8477,96092561.21434417,99534258.29189843,101964316.98263247
108194477.16336592,122136390.70701255,123470770.78603713,118690012.33118942,111363765.53434703,96092504.73084234,99534217.12305054,101964329.20310822
108194532.69832335,122136288.24513002,123470884.32652423,118690000.53741728,111363780.64014739,96092447.53788374,99534194.71677844,101964231.64811994
108194572.06840765,122136269.64729926,123470822.19138293,118689987.8464393,111363737.64303508,96092520.26852638,99534260.35456286,101964306.48770714
108194486.50849342,122136417.24415295,123470839.77931708,118689970.71555,111363772.19425501,96092617.44235113,99534320.23654117,101964243.26948358
108194460.49904871,122136281.6561625,123470779.67480089,118689881.45474866,111363792.29296353,96092505.85412252,99534219.54511322,101964319.38701195
108194571.01987824,122136426.71418804,123470801.71285066,118689948.65214461,111363730.03949775,96092623.66688375,99534246.783965,101964329.54534523
108194505.9211137,122136272.06257617,123470861.29155074,118689925.82962917,111363747.7368783,96092629.90763608,99534325.43962388,101964238.29056221
108194593.24254797,122136364.4366808,123470813.97325416,118690047.36054258,111363797.72150679,96092509.02890031,99534190.15907027,101964327.80448483
108194525.80156034,122136400.96272463,123470793.3100176,118689957.52315147,111363809.35317943,96092564.71828224,99534205.6732399,101964209.00359544
108194462.60732138,122136339.60838872,123470829.30825874,118689993.00883074,111363839.81340533,96092560.25521907,99534230.68380322,101964304.56217363
108194561.49760637,122136402.4010713,123470758.79556884,118689937.72802155,111363841.89879026,96092594.96563445,99534308.4193804,101964249.69053538
108194424.88772435,122136301.92126408,123470856.5708171,118689931.96671264,111363833.83263494,96092582.07690814,99534284.84816043,101964207.34078164
108194439.6097991,122136339.11877015,123470871.94760625,118689933.79500337,111363798.69376123,96092516.43219404,99534201.24045962,101964302.52309826
108194429.38532029,122136322.66606921,123470807.16358379,118689968.34339447,111363729.34301482,96092595.37344019,99534240.01375195,101964153.5528554
108194508.41967338,122136460.22144173,123470843.89513865,118690015.08219251,111363849.35233998,96092634.38754573,99534171.37860426,101964279.19232881
108194436.6394799,122136363.92346099,123470819.30139855,118689997.14346066,111363736.36438444,96092688.8120961,99534241.70796482,101964309.90002201
108194517.2529069,122136360.57403806,123470893.01929536,118690010.89502548,111363811.0356391,96092557.92367661,99534218.38703546,101964161.16497728
108194472.78728722,122136301.33142829,123470843.25371361,118689899.71194208,111363768.99141532,96092634.20353137,99534325.17332064,101964284.6702455
108194457.8779788,122136402.84348284,123470701.42838854,118689939.79848227,111363894.45922421,96092503.68297137,99534306.85209444,101964188.76437353
108194500.19232053,122136247.10545325,123470782.64732972,118689994.62365986,111363672.05000338,96092592.07161295,99534297.52504295,101964249.20404072
108194452.10220224,122136371.61280057,123470856.9799997,118689994.05469857,111363772.94848849,96092588.991019,99534231.4657531,101964278.79186988
108194440.4969895,122136313.59093665,123470862.07566395,118689946.52230452,111363873.54342464,96092607.99721935,99534314.26538913,101964226.86450689
108194590.60693258,122136331.48763114,123470826.89851083,118690156.7489938,111363789.23537849,96092498.16022696,99534187.77406196,101964202.6959107
108194432.11566241,122136312.67166512,123470888.22015727,118689991.5343428,111363671.30751452,96092566.56448539,99534359.21434341,101964238.84728962
108194630.53230324,122136301.24192426,123470873.30294879,118689926.19171189,111363797.05515955,96092615.16262265,99534239.59323856,101964225.79556063
108194490.86549255,122136443.38581796,123470854.05426735,118689936.94782029,111363874.74709624,96092625.66091831,99534231.9562979,101964237.8153128
108194440.9275011,122136354.02336115,123470833.9502192,118689895.78834976,111363845.70591062,96092468.2224187,99534273.00882073,101964260.10587737
108194491.62940265,122136463.3156805,123470853.25762305,118689911.98571914,111363757.6749993,96092519.90202048,99534160.70448261,101964177.58552492
108194342.38978557,122136376.4301402,123470791.15256314,118690021.43094352,111363857.55749796,96092543.96546224,99534225.66117191,101964273.16780506
108194582.02283247,122136293.66144373,123470835.36900374,118689942.0036024,111363828.03418462,96092615.87919022,99534263.74590656,101964241.3387071
108194538.51286794,122136389.06676857,123470794.22369401,118690061.13208753,111363778.97417042,96092521.45414522,99534185.32816145,101964241.13663568
108194462.91953091,122136428.69656762,123470883.06967817,118689932.48873647,111363788.04646665,96092589.099671,99534263.25963162,101964270.21370552
108194539.7739127,122136424.47392055,123470864.8145279,118689980.19689776,111363766.56168818,96092561.45226401,99534214.09561664,101964266.80169442
108194494.6196974,122136316.00003411,123470871.05007316,118689891.32089782,111363728.85061508,96092645.18752103,99534188.46210791,101964174.76156704
108194503.29124342,122136359.73659061,123470796.0894047,118689937.13821054,111363792.39790016,96092595.47829644,99534223.60633476,101964267.01274462
108194426.59066556,122136302.15124281,123470839.91636902,118689950.30809745,111363733.6531136,96092475.73236682,99534261.03608125,101964267.7410376
108194597.1673137,122136313.08772779,123470942.51235914,118689977.66230841,111363791.08714591,96092604.05024904,99534289.14090368,101964257.2787584
108194455.77447604,122136370.48814036,123470812.94599585,118689923.62262236,111363793.8918922,96092606.48072608,99534246.67109182,101964267.53478844
108194499.9604779,122136282.91667621,123470880.63256763,118689938.34516525,111363709.2756616,96092512.93641049,99534252.0139932,101964249.03006777
108194510.25234921,122136289.52003217,123470743.59605739,118689935.51700172,111363786.77085933,96092567.84654875,99534345.227169,101964236.01432638
108194512.65499987,122136326.86063585,123470739.72759469,118689957.8417821,111363742.33185507,96092496.67564058,99534181.665876,101964307.26397142
108194443.86139755,122136377.65068525,123470908.05495025,118689957.07281014,111363850.81692329,96092559.32199714,99534188.51883063,101964294.09527183
108194449.68706088,122136356.8288734,123470818.0967227,118689874.41758369,111363752.8689064,96092575.37812358,99534262.84811845,101964270.46007246
108194470.36855276,122136416.02533485,123470758.25879474,118689977.05525894,111363744.45456111,96092593.4077641,99534299.43667425,101964272.45630771
108194448.45022745,122136226.36237584,123470863.62028874,118690040.4908069,111363878.4932858,96092627.32851025,99534283.29545169,101964241.2484055
108194456.76985647,122136269.91903058,123470869.64635098,118690016.04293841,111363758.91669913,96092632.69318186,99534182.47668369,101964155.98704857
108194540.54389727,122136398.30608912,123470883.27947737,118690015.78349951,111363858.67240791,96092593.37576409,99534313.23646414,101964312.5013816
108194464.02099656,122136287.89943987,123470955.18554164,118689992.8157035,111363797.89540815,96092607.42935981,99534247.35890774,101964380.34277591
108194527.94777559,122136367.48609205,123470847.20497926,118689940.50163493,111363822.23589738,96092571.37236823,99534207.3135515,101964209.0255416
108194408.4032739,122136321.04790983,123470882.54241753,118690027.76494773,111363802.34202363,96092658.47009203,99534239.01164165,101964258.08682925
108194428.93205035,122136369.54771002,123470743.15754707,118689971.3601048,111363879.54730365,96092625.32434013,99534185.11411317,101964297.14893289
108194424.39469998,122136413.35581143,123470879.94114771,118689882.2990022,111363770.98634864,96092464.88740677,99534259.6033997,101964361.80771774
108194491.96152148,122136346.91757603,123470842.50429952,118689966.73498175,111363749.59470703,96092622.93420197,99534189.71777453,101964287.73470178
108194495.99003242,122136334.53469327,123470838.27263921,118689844.55470848,111363688.28508496,96092680.00647065,99534257.39400105,101964328.1504538
108194460.20000404,122136422.66248843,123470877.9318339,118689939.74705073,111363723.02805199,96092606.06097575,99534212.23038232,101964320.77572346
108194472.4788309,122136399.32375088,123470847.88942116,118689893.32672453,111363813.05991668,96092598.18690743,99534087.1364198,101964389.12135902
108194509.40642884,122136434.62209949,123470809.62574956,118689927.09440474,111363776.15749909,96092428.12513734,99534243.5837162,101964266.82480447
108194444.97021966,122136350.26857726,123470877.25840004,118689922.68089849,111363847.51023465,96092592.44892615,99534215.74532942,101964237.97268431
108194443.48269254,122136337.43955658,123470816.90099175,118689954.18817839,111363851.01138102,96092523.84880897,99534257.94907357,101964254.07039317
