azimuth_1,azimuth_2,azimuth_3,azimuth_4,azimuth_5,azimuth_6,azimuth_7,azimuth_8
210.98161270388005,294.27210856166874,60.127567859825774,106.74898818314102,155.9787243982107,152.6817072554152,225.8486351736529,108.5551852972756
211.07407066159047,294.2885614431651,60.08552274274859,106.71132819935113,156.0544984967309,152.62172784514087,225.8210531490139,108.50845454697712
211.082897110623,294.36777234377547,60.09416027646067,106.7040812644281,156.0270881305479,152.6090166121662,225.80361961069437,108.49478759847779
211.06757988858828,294.35423548139687,60.08986371044165,106.69105862132676,155.97783010357804,152.5570534986954,225.84819610905694,108.54009743831858
211.0261213595093,294.3849765110466,60.0637604441944,106.74367261194406,155.93170579371196,152.53361984744686,225.81504538344848,108.60669050674402
210.96518913660927,294.496491111194,60.04190829825009,106.85153592416343,155.9646691578839,152.56005964538838,225.8594564326325,108.6000111532453
210.86941086178334,294.48029618833544,60.123628614362,106.8106648916176,155.9072147961639,152.50525630126347,225.8874055602923,108.5892594571571
210.898115374482,294.4828030448096,60.187218682635354,106.7397346825677,155.8484518433736,152.47686960692695,225.93936274145835,108.58088852475377
210.86996492020938,294.4765784493104,60.21252734429309,106.77689415900612,155.98872220385303,152.44161784638496,225.95192779094228,108.54090761112197
210.7633128964473,294.4404696814252,60.245729521512544,106.83381009257386,156.0274083103562,152.39644702716168,225.9784073233734,108.55045370010154
210.73668870483263,294.47353462585284,60.24971222805145,106.87856294932989,156.05587356999857,152.46184140605885,225.88891904176256,108.5862657524318
210.74119590109308,294.59977112966226,60.26466980981483,106.92370174401788,156.09771287755203,152.47520032815993,225.94175305635295,108.53439934815698
210.72744285696268,294.6102210875507,60.40375004457062,106.96352632166288,156.0725463823122,152.47998710733424,226.0098775767317,108.55049580229849
210.73903453285982,294.5997413511144,60.37523300572227,106.97202935039603,156.10681233852094,152.47958644942796,225.9896987607955,108.5191481092204
210.86521436027834,294.67395762230944,60.4091678645187,106.93614649828655,156.13018647977827,152.46159810456487,225.99368337636542,108.44144872106071
210.82985495698068,294.62811957543295,60.435421900431095,106.95272153146809,156.17042788772423,152.4490303908177,225.93643830551267,108.61195823793902
210.74259819882616,294.70026209349186,60.41473608867849,107.01196612027127,156.12631062068135,152.42123271600406,225.8403745267787,108.67313281345935
210.74524350726992,294.6886306203356,60.46115467438487,107.04020173213118,156.10507400733846,152.39872192474877,225.7728796272479,108.65275397688492
210.64687779493747,294.7645250695301,60.486837855662046,106.96960702640293,156.07217357493104,152.36242358777343,225.7934159718833,108.69019957141106
210.60822360448574,294.76259653714885,60.57753133384334,106.98631420372483,156.00934720744394,152.30988785775128,225.7178050193625,108.67845409588614
210.5656542796378,294.9151259171396,60.540150804779486,107.06325024444172,156.07054263936496,152.312844171884,225.69792224466647,108.62487076111421
210.54438382001229,294.91110154635913,60.494251854960716,107.05887664969121,155.96757926576785,152.29596961037294,225.739485033308,108.66298506157436
210.51896578973736,294.8744873619204,60.47007214125102,107.07052134617149,156.0398722295359,152.32474885308645,225.8100874248854,108.60421157301305
210.52046050227167,294.8721586265336,60.5183725428719,107.09190780921371,156.15887257534555,152.3074113369517,225.7867060155792,108.59699434446262
210.59661159684623,294.8779083170504,60.55982281788707,107.19182443406324,156.1454483355652,152.38987766118737,225.7730959790086,108.68352514988835
210.5992540026331,294.9151708395897,60.512318668843015,107.15770005050211,156.06278807123215,152.32175779816703,225.7672064456093,108.64805578336598
210.5239439122845,294.8520765474773,60.4626401204928,107.19416427563068,156.02215119527852,152.4220192730107,225.74907603771058,108.64440160077203
210.4994108434732,294.881898931596,60.59106729704907,107.10892836167086,155.97047918041105,152.35072656406507,225.82307933914228,108.62711314803614
210.5778744320564,294.85035518548216,60.66326626050698,107.10680484623275,156.02715048063783,152.2948360885415,225.81969914171378,108.6555678382271
210.57856188929517,294.90874337776245,60.61693621849778,107.07537417668556,156.04367250542114,152.31958994944438,225.78996425584754,108.63133793668068
210.65245424286587,294.8803998319697,60.66616241887004,107.1110280179781,156.05331462032524,152.30426884165706,225.65987638580793,108.62762158432064
210.61268575592598,294.88483712270875,60.713157338984985,106.9993327223196,156.0309621247209,152.25767783501908,225.53748969296407,108.62649180965904
210.61063804991463,294.8823663009418,60.77856057527971,106.97160599768299,156.0464595585427,152.27047839753308,225.5281764747774,108.57250122262404
210.60410956943588,294.8793508584483,60.760231650694195,106.9633785790099,156.05127763959922,152.29568476588506,225.48507782995188,108.57897693124313
210.53066331428204,294.8703879220666,60.80813668105229,106.98562226498633,156.01417062266094,152.233469818815,225.4655912978935,108.5423776192259
210.44206167143332,294.90498254991525,60.82531323047399,106.90799528012451,156.00939310528847,152.20758354996,225.502281617236,108.572356295842
210.39305352979642,294.8709225681576,60.89485468218024,106.91391726309702,155.97559528280308,152.23560903704242,225.42461270096754,108.59431387510294
210.36991216560372,294.94833603010784,60.928425181558104,106.92293494786011,156.0405386830057,152.25505646016637,225.4308426027252,108.51534522883412
210.28374939533504,294.9372189981851,61.027708237448955,106.92279003817055,156.09451132875577,152.16928661975462,225.4110516257703,108.47293615917185
210.3275118388835,295.0084392335063,61.02341978294246,106.95341714846354,156.12919238737334,152.2136726538125,225.49793161149913,108.49319886442628
210.3147420358344,295.04471306573464,60.98119026950741,106.93278758279142,156.13899954273148,152.1806955662378,225.51714781716643,108.51592157400711
210.38581116445016,295.0713113335999,61.01640095387649,106.89718278514985,156.15775145177236,152.23872128500352,225.60270868623388,108.57891213952425
210.43591911144392,295.03194190301645,60.97329218602693,106.89397828091288,156.11882042735837,152.18608639627675,225.63868164109417,108.58061068335515
210.48360558182208,295.0708922371257,60.891380681235454,106.93698221432149,156.22317678175963,152.27938798869383,225.67686642421137,108.61455316723416
210.3880513107571,295.12232561958604,60.86012907919908,106.96596412699505,156.26746252769675,152.29456019737734,225.5964357836158,108.70598302168756
210.43234727200007,295.08535586235513,60.80532927238781,106.99900282351692,156.25096002847343,152.29381991677593,225.58341257195656,108.66856354762407
210.42122934596188,295.10726023896655,60.814299676355375,107.01195882192606,156.1869294186252,152.41908522041342,225.57596470845866,108.63189629605048
210.37944200343657,295.127138321107,60.70662473946709,106.89520845855505,156.1502799856153,152.4216339011426,225.53144007692916,108.66979713971874
210.36869495956344,295.1924760393587,60.67746436380328,106.88540129707779,156.2067628663842,152.45237302917928,225.51392516614763,108.68048176864568
210.37819585950197,295.25488716457374,60.62625151338023,106.8310289211176,156.1877258874019,152.47030646130233,225.44919594506385,108.69650344965102
210.46842175092388,295.33977201163594,60.59655489098583,106.79607458626032,156.25071590237104,152.3900906426505,225.40431815651928,108.57302781963094
210.39886702831035,295.3512590772697,60.6626074178749,106.85332795599277,156.30577455793622,152.38974522057921,225.42997230993495,108.56626213766452
210.42754359061408,295.32050090690086,60.606522423007156,106.89374061232284,156.2808184403529,152.3635069314286,225.48101203650577,108.62179695403204
210.32249257576396,295.3453246273363,60.59577094426457,106.99752951342755,156.27840537238347,152.31882610005388,225.52672184053887,108.67948370522656
210.30173702994125,295.35917709538455,60.4738786836955,107.0433956707698,156.49339028938505,152.36287474113072,225.5415902745012,108.76343015588736
210.25848283419867,295.4451076201252,60.51888170666053,107.09292520775975,156.44713807052244,152.3882345513422,225.52578607164406,108.83548598722605
210.16582093355424,295.4520870204279,60.55287875754706,107.17400449671052,156.45963833948497,152.44688927061912,225.5540030343716,108.74693300267373
210.15975717829562,295.4122355045559,60.568274535562665,107.18488811145183,156.36192910193398,152.33672198182674,225.61797306035368,108.67676152172551
210.1506542767805,295.3375810002332,60.61575879614954,107.13849054237696,156.29271187640322,152.3697373636831,225.62479611737385,108.58566629879579
210.0585217903338,295.38002050621515,60.565989552128386,107.15276384324217,156.24405003835156,152.39976135014885,225.54634752281783,108.57584673571554
210.08775175278137,295.43506308853387,60.55672280534785,107.1585917869295,156.22508805121427,152.44522633912294,225.60746540029135,108.52642303280598
210.1404077718563,295.46369906052064,60.560497443457365,107.17040092982188,156.13174483859905,152.46159487780542,225.57865027221663,108.50129326776344
210.08248645354112,295.48918076185987,60.567226227389064,107.16075802903107,156.1885510501441,152.4736780277741,225.49973729129022,108.47380516306137
210.01718524161456,295.4283251962421,60.525488754640946,107.0806246648801,156.13045315510954,152.47915460796705,225.5473994804974,108.51812518049695
210.09843258476965,295.4218093140435,60.61107916513773,107.06917545230753,156.18668897046268,152.41584533099854,225.5705813595441,108.6125194269926
210.06797993432448,295.4688172177737,60.530192076028676,106.94483531463081,156.26763983430132,152.36412328527393,225.51166260574672,108.65581836720399
210.05945299954288,295.49712162839495,60.57286968026097,106.96816380514825,156.2608043820468,152.3479657421664,225.50044402410387,108.69100778965964
210.02673280521773,295.50953574184,60.60687071981981,107.0612081252869,156.3436138851841,152.3984702254766,225.4126519673196,108.65287906380907
210.07602917096605,295.4979397090145,60.63721082572568,107.09821666935294,156.30508716121892,152.3711444232052,225.41294767164646,108.62993884740787
210.12289408915572,295.4798658194552,60.60593919996762,107.11904231613991,156.23396582321155,152.4207509971167,225.4262359799627,108.59221511494408
210.10141468597593,295.53990063857026,60.53248507472472,107.18469166463068,156.30927523744128,152.40847279820827,225.36848807718283,108.61382424179355
210.08155301955054,295.5732291659597,60.51312853688978,107.25815659095514,156.4057796533746,152.40694673422524,225.32235238692837,108.69396256923235
210.0854311523474,295.6261310452855,60.46883127827796,107.31519161188001,156.38091276343164,152.36798199742066,225.3734927980443,108.72894376066894
210.0593739966586,295.6331249910327,60.45757294010812,107.36291472275539,156.3466993560501,152.40164222070416,225.3922173757858,108.75197030991745
210.1084648258887,295.64403845377285,60.39288748276783,107.43754299986963,156.31762397476078,152.48707160185072,225.38737399164683,108.77452311253275
210.12963833726354,295.62912034894964,60.36076169086816,107.43467502204206,156.4354898181607,152.55753740200595,225.2444863655708,108.74569669560175
210.1092587292725,295.61383092581053,60.34669753141914,107.44347935953306,156.40124867444263,152.52643978693587,225.20489994469105,108.74843456904887
210.16088507658566,295.6156448658637,60.28621048864136,107.42762383786788,156.446654468417,152.56887929208838,225.1928255964173,108.74317090228745
210.18973910723525,295.66983456918115,60.35796418977863,107.50951862993871,156.4465771991625,152.52454978216713,225.1619805603071,108.76146625360008
210.19997998811772,295.621615565885,60.27007264893693,107.55480665166984,156.45351053561225,152.52818483233182,225.14833352276446,108.70977707719418
210.1042228851332,295.5628991506364,60.30752280994819,107.59331224489003,156.49030919381644,152.4699746594968,225.18388330067887,108.67268781858618
210.13972176800831,295.5646759034582,60.25045214546816,107.61090270547749,156.5164325050244,152.45190046551144,225.20608616616047,108.7233487491473
210.10924026484895,295.5214590536541,60.325446487552036,107.58610283137467,156.53378108824154,152.38653309730452,225.20879766370217,108.82504963518986
210.0865799729518,295.503713301479,60.40807751369743,107.6246383771131,156.59461714276406,152.41846159565713,225.33568741396348,108.8860587389105
210.03903443153223,295.4538617920002,60.335779222163886,107.62274132628437,156.62774442272033,152.38673869408706,225.35727244016906,108.85548523935827
210.04954393467298,295.29170711417476,60.31501271483122,107.66769557963976,156.6112611388576,152.39788497177582,225.34056569994956,108.88438041829876
210.00672029923126,295.2566218732906,60.333920873504674,107.58079759231887,156.59010810025563,152.35184424239776,225.27627775124128,108.9542588500223
209.98596246990303,295.2927904060565,60.454510653285986,107.63825902017798,156.6082285596067,152.34426003050845,225.2285352657227,109.00155142499439
209.9243929055395,295.35157916154634,60.513415234306024,107.59872082536751,156.62563556642547,152.29829168242713,225.23033599105761,109.0198723396056
209.9230382393312,295.3367395487714,60.51979901087481,107.53246700617143,156.6095441925539,152.3231250891615,225.25544558572247,109.00818448995585
209.93907441456892,295.339568326077,60.476608493753304,107.49983341148646,156.54707056778247,152.26745770198275,225.23749352251212,108.97996588771385
209.9227553216162,295.25788496103297,60.497910489773474,107.50970093234586,156.52163498113907,152.2581351561204,225.1724241915652,108.98685581393022
209.9942506856251,295.1815541977655,60.56311553160776,107.56721095822449,156.53364888815665,152.21480889806,225.16571921583392,109.00283169519932
209.96746686337275,295.1033164169856,60.55280818265932,107.62362814965357,156.64451733101288,152.2511688752216,225.22529910005397,109.08595036053615
210.01843607130027,295.1061288628264,60.580530320793024,107.62377175449535,156.65806591690065,152.21886609942408,225.2492764623767,109.04696886664367
210.02675429488548,295.2314984457382,60.62325917064154,107.544926523443,156.59810323364258,152.2192730959127,225.206969672643,108.99735617254935
210.0950791849223,295.24199133806354,60.64495777739331,107.59905245524318,156.57557545250307,152.26991576934594,225.26667084761098,109.02843548614733
210.0367106011653,295.2498244113145,60.62623906703053,107.63040159070295,156.49231121318792,152.2662534723637,225.21639246199354,109.00070416194707
209.9729405001401,295.28057766942067,60.621983795810785,107.6200019592872,156.51525263747934,152.23703982194897,225.22241540160522,108.9503213993893
210.01647755542228,295.2517219670018,60.70138438353202,107.60504762590416,156.60514280480734,152.16689602518693,225.25118331617492,108.96914940086525
209.97888906184994,295.26342049455906,60.757910906760195,107.60149304505603,156.59683072351518,152.20536807450853,225.26536925655236,108.96391764536119
209.98718725384217,295.2775585089088,60.77736212488637,107.58649417580627,156.62803591192312,152.28025433031723,225.2202386656031,108.92836603330564
210.01520074500306,295.1955948439217,60.76415707403352,107.56479946103244,156.6971550345874,152.21903651190817,225.33045304204165,108.91058866467921
210.00015047168412,295.26213093192194,60.76378117353446,107.55823633126134,156.66865926751302,152.20178692013025,225.3151486360366,108.94306415034926
209.96971456134713,295.26918442930076,60.77295898591653,107.63608081453191,156.66139560022955,152.1962430416204,225.31086632189167,108.96441401678959
209.95819454995492,295.30725477531047,60.75126578645439,107.64762541103497,156.54552588610593,152.27497290073825,225.28741351407697,108.96517122448884
210.06200629569602,295.3479692524703,60.748542807783394,107.63842168797909,156.52354481340697,152.25782719384407,225.26522234567335,108.9100210213742
210.13852575136266,295.37784349516807,60.77939390005887,107.71076093305085,156.57862142206744,152.2588154277757,225.28160187437098,108.89375315117582
210.18645532574251,295.44740525079015,60.79417138140085,107.76840716828438,156.5427009641644,152.23038990347837,225.3436312579037,108.9067917583102
210.16722522328058,295.3765694621811,60.722574863605,107.7823382551676,156.5718728207973,152.25983092938733,225.35768318840033,108.93699667880466
210.24713923064118,295.3702668902716,60.73003538987857,107.82973319524545,156.64935651777319,152.38361213240992,225.3861471195445,108.90803039247284
210.21193087793657,295.4205682939722,60.77999185295627,107.85739729201764,156.65577010081552,152.39139142352386,225.29924804337924,108.9537201804387
210.17741696833446,295.43517874826324,60.82264268294533,107.80804498455441,156.54881769954767,152.39539262491124,225.38376296534258,108.9124629589466
210.1536670980235,295.4877568522222,60.82883987265445,107.85209231948426,156.56709571482702,152.42719029935563,225.36733631448874,108.89744031635107
210.1490181051948,295.4685665166946,60.80841375961248,107.8106373335161,156.54567765606492,152.49233258558158,225.4041556641821,108.96099160542907
210.17697748576026,295.4739053164679,60.78184913500428,107.82022925293474,156.57933858442652,152.4834710251437,225.4036901397618,109.01350150715014
210.19090010648233,295.4642588945901,60.78809851882343,107.75753368879921,156.6887549311526,152.46907095210037,225.4187053472136,108.89446957334951
210.2716918154888,295.47870318135637,60.82352184865223,107.75893047528783,156.68488925974552,152.50438001546965,225.3495725974981,108.94072079223358
210.2782737739055,295.4636916368518,60.75940737996338,107.78012564040021,156.77006343224377,152.50999471199108,225.34847783659242,108.88699083556429
210.24008681803954,295.45022291891667,60.68526053463666,107.81904739978106,156.85007435368342,152.50199773689067,225.4469667958081,108.94948599689405
