carrier_phase_1,carrier_phase_2,carrier_phase_3,carrier_phase_4,carrier_phase_5,carrier_phase_6,carrier_phase_7,carrier_phase_8
111885055.38685459,125853277.79266217,131168256.94007213,123917530.89294975,114338796.86519012,101524406.48569739,91402130.23005973,104798926.12352765
111884978.14784963,125853288.85837993,131168222.86416087,123917522.44149491,114338764.7085688,101524416.92848858,91402120.6932814,104798808.92111936
111885074.37039274,125853296.82915092,131168292.06125106,123917389.26936555,114338793.15157905,101524411.48101966,91402106.88854489,104798864.74979073
111885072.92272304,125853266.03322285,131168326.69262348,123917539.82970382,114338710.85322244,101524325.08442046,91402117.77002688,104798852.91915798
111885139.78464659,125853244.22634248,131168384.16712658,123917350.54334629,114338811.50859855,101524390.58850628,91402128.80452748,104798904.05992523
111885108.85574391,125853326.06048007,131168156.55527778,123917568.1564373,114338778.89253701,101524339.7229857,91402137.0289858,104798792.19968235
111885031.30926272,125853169.83991766,131168104.11894834,123917599.47042389,114338790.38445048,101524441.40952124,91402063.68122809,104798846.90642071
111885031.72485967,125853152.98634033,131168193.11956868,123917333.36444032,114338708.00967081,101524293.17926407,91402057.2787118,104798816.59547497
111885115.36976232,125853260.82264538,131168271.3030691,123917450.18336333,114338708.59794612,101524392.07323,91402136.25265071,104798940.69123615
111885050.89925681,125853262.22502333,131168109.87930824,123917525.22204463,114338808.8493752,101524398.2593967,91402046.47547805,104798839.6665371
111884927.51656933,125853189.14752121,131168187.21387775,123917457.58301212,114338831.82998514,101524311.35818048,91402052.43559141,104798888.90310864
111885075.38514575,125853239.65723541,131168220.58943367,123917464.08767243,114338825.26872487,101524385.49929272,91402082.753697,104798811.34474514
111885031.1039115,125853237.07868235,131168164.2650777,123917558.62038544,114338687.889857,101524430.14459059,91402043.34515451,104798873.74210508
111885077.67121367,125853209.69436292,131168200.35714462,123917454.97893175,114338753.62991227,101524459.14861585,91402060.20476396,104798905.63809754
111885017.93117383,125853207.97491878,131168245.81806023,123917479.81053703,114338815.94406682,101524373.50598672,91402025.38477668,104798861.28827047
111885153.0972691,125853249.75825502,131168192.72995226,123917436.88818026,114338717.51199482,101524436.23398522,91402008.00820526,104798912.56932727
111885046.5114802,125853297.89433081,131168260.42462072,123917439.2283475,114338888.26442505,101524482.2420964,91402092.43954447,104798817.64293572
111885159.76232581,125853241.69109689,131168233.70210916,123917458.36654407,114338830.88973235,101524461.90953664,91402017.95192343,104798963.92120703
111885031.89995632,125853139.27729768,131168317.27408709,123917465.59352227,114338885.39378898,101524492.9260473,91402198.12860471,104798873.05094977
111885057.92915955,125853079.12446336,131168250.33412865,123917473.67691602,114338856.606893,101524419.16327442,91402171.34529035,104798866.6843213
111885089.66079576,125853196.45427747,131168126.71529353,123917404.78011256,114338771.28952308,101524480.9113371,91402000.65991347,104798828.37468728
111885068.68345125,125853245.05026156,131168219.18548572,123917409.84098336,114338752.45037925,101524397.08291915,91402085.82569493,104798874.68075573
111885004.45938265,125853291.85970344,131168189.66540295,123917563.78235114,114338791.29247761,101524464.31521899,91402107.19104473,104798854.20125175
111885092.09566762,125853257.04243858,131168172.18855944,123917412.74047674,114338813.47153524,101524366.10630073,91402056.0044716,104798912.79244916
111885099.70658964,125853309.5362739,131168164.68463099,123917449.92668761,114338790.77761464,101524475.93060818,91402035.38765658,104798919.51239498
111885053.86763196,125853216.59546064,131168201.82237583,123917468.32440387,114338848.74572898,101524438.1821467,91402094.11404864,104798785.48688167
111885045.86962998,125853213.45008774,131168243.85844727,123917501.13196534,114338655.90697496,101524356.83212277,91402075.63119113,104798869.18685675
111885023.48036085,125853239.00673236,131168263.46262781,123917474.15462755,114338746.58084013,101524388.37436047,91402134.47041914,104798876.06412588
111885058.77160999,125853142.68620329,131168185.86092158,123917457.16723906,114338921.04530531,101524414.34305674,91402032.94124345,104798755.57650922
111884959.67287952,125853177.16679698,131168291.91538939,123917465.30302319,114338839.81772612,101524413.69885,91402144.16868211,104798935.42250691
111884959.24287826,125853219.76157586,131168204.74692954,123917501.95210333,114338731.72530352,101524399.5320115,91402070.02153355,104798882.09483138
111884985.57856303,125853270.15659922,131168302.74627742,123917448.48657724,114338787.00469275,101524391.92059973,91402047.37794885,104798902.29679497
111885047.79170093,125853230.28067623,131168169.67037979,123917426.77485107,114338836.0432116,101524370.67441708,91402055.81909508,104798866.07809703
111885185.08841807,125853203.59279877,131168133.0317118,123917525.55250256,114338746.86506136,101524421.41371875,91402119.2996979,104798839.09119391
111885051.21566562,125853220.62757638,131168157.91324416,123917476.67241664,114338831.41728649,101524437.91268525,91402127.62397426,104798793.4931902
111885069.67670374,125853282.47856717,131168199.66270131,123917414.63276222,114338827.36738954,101524403.72134316,91402050.74044427,104798836.1899659
111885145.4414097,125853215.620941,131168212.7426851,123917410.0502267,114338727.50456476,101524342.30618882,91402061.72848715,104798863.9751176
111885014.61625081,125853206.280924,131168214.1696209,123917480.92867492,114338753.01610474,101524482.7007966,91402062.63832146,104798851.69133385
111884999.75206958,125853241.64141716,131168212.22394635,123917539.31822781,114338750.24252789,101524380.00785457,91402077.49452858,104798725.41319385
111885056.87530932,125853315.55651473,131168301.45701437,123917478.15384711,114338773.82022743,101524320.25714844,91402006.15125506,104798910.9472306
111885104.02919501,125853173.36121586,131168245.4374048,123917344.5611329,114338904.85580096,101524393.62675251,91401998.54738712,104798892.82930012
111885037.1935903,125853253.82589957,131168198.85454634,123917498.12447833,114338729.34574287,101524405.0718374,91402035.69101983,104798925.02755633
111885011.79924758,125853207.26921973,131168250.38952504,123917501.5559914,114338879.95413509,101524368.89368267,91402067.34026368,104798878.3732961
111885028.55732381,125853226.35865052,131168243.46120432,123917417.87376201,114338864.76712203,101524402.0114698,91402070.35351309,104798865.2526157
111885069.63256736,125853157.43769255,131168307.22688632,123917502.35363369,114338763.63311145,101524478.99662179,91402001.55796146,104798952.9924758
111885140.14037563,125853297.33601825,131168185.99262926,123917417.54599693,114338817.00761195,101524404.18782936,91402024.81954543,104798851.33095345
111885119.64633755,125853120.19152513,131168153.0552598,123917530.11522453,114338933.85048366,101524428.4038311,91402058.36525407,104798808.32253613
111885066.46329185,125853183.04043254,131168271.68154424,123917464.7230519,114338815.75503655,101524447.92906475,91402004.72459015,104798931.63231307
111885000.30505401,125853092.6881191,131168290.96325172,123917475.64963792,114338744.47449587,101524434.23466094,91402002.0482451,104798910.86959529
111885152.91791104,125853242.85180111,131168208.21598974,123917487.13485026,114338816.39414501,101524388.00262107,91402033.6657432,104798952.99740267
111885013.78437199,125853204.57853839,131168291.6098918,123917411.65562911,114338758.19378412,101524461.69822747,91402083.61227696,104798882.08357923
111885069.33012581,125853263.92454764,131168221.78290583,123917543.74047025,114338728.38089782,101524420.95063497,91402007.67523971,104798842.07634692
111885092.36161046,125853165.25726587,131168201.39945622,123917457.05601704,114338776.40631641,101524349.32140446,91402052.05015276,104798846.70601776
111885115.39484969,125853195.31920893,131168219.9332835,123917493.98328513,114338757.21409656,101524345.53175133,91401962.76875143,104798825.9497288
111885050.65256557,125853273.8471836,131168185.93424883,123917410.70682645,114338804.3833389,101524445.76569556,91401999.92103091,104798980.08789815
111885062.03045002,125853303.01775661,131168250.34420381,123917487.58505237,114338806.2658729,101524405.06152414,91402020.87587151,104798754.88047133
111884966.20420516,125853220.62900148,131168170.4596457,123917504.8690137,114338749.19127616,101524495.33389781,91402112.63569212,104798806.9051776
111884954.43616061,125853158.8752984,131168223.10228561,123917383.25967216,114338893.99997064,101524386.72669828,91401999.68939091,104798771.74425581
111885049.47657108,125853157.07491677,131168238.18133076,123917483.43534516,114338825.74518362,101524451.37428592,91402002.33216332,104798760.83704399
111884994.75661121,125853152.87093139,131168230.44495751,123917508.70667335,114338834.51373817,101524431.6813399,91402097.5184769,104798783.64605555
111885045.96249771,125853197.37328583,131168232.11391164,123917519.0879789,114338802.98817785,101524337.83527601,91402057.60672286,104798886.84963897
111885000.69358578,125853295.38724616,131168242.42588334,123917426.69984086,114338786.14087747,101524412.03368992,91402104.00683118,104798858.89034815
111885091.80548416,125853174.07489878,131168235.17192362,123917452.58452672,114338733.93010557,101524395.49864136,91402069.82443678,104798865.48675899
111884980.77065696,125853124.74369723,131168285.22461568,123917485.17147762,114338844.01405437,101524405.1910306,91402135.12860303,104798857.35192594
111885053.11524163,125853254.65017283,131168260.85986152,123917379.3361466,114338853.81594947,101524310.87942657,91401964.0550423,104798919.54003954
111885059.5502949,125853144.43038934,131168139.58699858,123917390.73303956,114338891.32231429,101524417.4951291,91402051.7706851,104798842.82830603
111884985.01257391,125853132.42576739,131168305.38674194,123917458.22620247,114338740.64257985,101524399.28258815,91402013.21700524,104798805.81573349
111885048.37599094,125853290.19638152,131168265.24913165,123917395.93231876,114338768.98310034,101524337.82037607,91401992.27305517,104798882.30023932
111884986.83063217,125853226.23722737,131168297.77837613,123917520.75364128,114338756.85494666,101524390.92501664,91401988.0974886,104798819.08948113
111885054.8476273,125853298.00801244,131168174.929215,123917434.22381352,114338856.72286092,101524318.53546783,91401980.70846747,104798896.35983287
111885010.89238209,125853281.35726239,131168312.4839165,123917352.56509648,114338809.32987176,101524406.85853145,91402107.08152428,104798821.37130027
111884999.99436806,125853316.6987998,131168178.00343472,123917432.41605206,114338769.64803371,101524409.44104774,91402078.11140744,104798779.96356496
111885043.08842877,125853248.31721526,131168216.03656313,123917400.19777574,114338706.94675711,101524423.6697776,91402047.0100564,104798810.64044482
111885086.48602483,125853281.92595068,131168251.6959878,123917467.15516198,114338818.89325313,101524378.62501103,91402037.8972359,104798747.22441831
111885170.18545966,125853262.52379483,131168198.15671854,123917437.2391386,114338833.7968304,101524345.06837277,91402043.39977674,104798808.89710738
111885113.7648521,125853145.87678121,131168233.2839509,123917436.05195731,114338850.37240565,101524406.43673934,91402017.84879413,104798870.43576139
111885042.88704711,125853122.25741366,131168217.6975391,123917511.75472778,114338743.4029012,101524404.61941251,91402065.48787704,104798779.77494672
111885070.18156484,125853209.22761483,131168185.05465199,123917507.53546856,114338707.43463236,101524438.83789323,91402144.95676215,104798858.64846268
111885157.78995882,125853242.30791774,131168231.50616029,123917455.76500665,114338745.2300761,101524348.55671877,91402030.46973377,104798798.05090298
111885123.05073777,125853153.70033464,131168205.68678407,123917480.85280123,114338759.42508088,101524321.98912443,91402089.71034983,104798737.42653616
111885083.03401756,125853254.11240809,131168221.09706387,123917477.65186638,114338783.57715715,101524359.41342683,91401990.30456014,104798894.021801
111885027.9748834,125853278.652476,131168238.97814412,123917400.34752208,114338697.3006624,101524312.23588279,91402093.97261688,104798887.41981927
111885037.16128725,125853314.39735742,131168249.55173665,123917395.59936072,114338781.08835718,101524367.13454357,91401992.25088218,104798867.21070845
111885065.1293246,125853267.26659597,131168191.00110242,123917496.13936314,114338883.85448812,101524443.1715489,91402154.34264518,104798823.76908825
111885111.78924206,125853235.00300856,131168255.77975596,123917494.39135534,114338737.32084903,101524431.35956661,91402087.45013973,104798744.32296981
111885016.12914912,125853252.48076366,131168269.65326543,123917466.753451,114338752.06319109,101524356.01273516,91402102.35404707,104798799.89193322
111885007.65002534,125853172.56946875,131168123.01631002,123917446.26086445,114338862.22821106,101524458.28264451,91402023.85865352,104798925.30756104
111885137.64263408,125853249.34974971,131168122.96974562,123917490.67602144,114338799.08932115,101524319.20710845,91402023.54038033,104798802.2040437
111885043.1322524,125853120.82105798,131168206.217899,123917491.98852654,114338794.28401788,101524401.78724992,91402043.97986881,104798870.2175401
111885056.40997605,125853214.73599209,131168189.61945052,123917465.4302079,114338768.18580225,101524380.78646089,91402097.0652429,104798805.06169671
111885111.05977252,125853156.33057058,131168212.1765799,123917537.68970938,114338730.65748347,101524331.36943126,91402109.39641549,104798855.48996408
111885013.67030735,125853257.91446792,131168244.00632326,123917543.21701333,114338685.41301098,101524457.85393874,91402115.08814768,104798884.95002997
111885070.63968745,125853216.9175747,131168244.30672191,123917431.50004473,114338757.0133524,101524358.17183755,91402080.35455938,104798766.0525809
111885086.90498711,125853163.44425865,131168214.3021529,123917492.94875054,114338747.68623877,101524371.763049,91402044.4213731,104798918.1429867
111885004.65720317,125853213.7826134,131168166.3340014,123917527.01612836,114338776.21888998,101524472.59454377,91402046.30237658,104798757.44924171
111885068.82383303,125853218.80307594,131168127.39336862,123917565.68170497,114338769.48097,101524335.2363683,91402131.77021721,104798877.7094962
111885090.11739478,125853080.95544209,131168240.87065673,123917542.15471841,114338756.48706679,101524437.16211595,91402192.18937458,104798810.7800107
111885037.58907893,125853335.15474595,131168254.08704083,123917514.11663541,114338782.00204913,101524382.26150799,91402068.96121813,104798793.04709424
111885135.23469462,125853163.09633137,131168152.97852804,123917453.28328837,114338897.23556495,101524361.68721274,91402076.28640299,104798839.06710356
111885021.62523161,125853173.84061277,131168145.32835701,123917349.43379791,114338835.50664392,101524362.37849963,91402071.1632433,104798856.10848273
111885052.59080291,125853136.4474685,131168190.99654044,123917436.44491594,114338815.13145085,101524369.29324307,91402070.09907806,104798818.05218165
111884983.60383424,125853291.97115017,131168253.29103462,123917471.59896117,114338770.28894143,101524420.27779868,91402144.7804851,104798872.91775957
111885068.82408932,125853159.61207074,131168229.99657865,123917406.79265384,114338775.64179887,101524429.9881265,91402092.05792366,104798835.27907303
111885073.30806538,125853112.3041621,131168233.73484747,123917464.7406694,114338816.27130297,101524367.39388505,91401995.68201722,104798917.27197842
111885051.33709447,125853231.20986147,131168131.9333605,123917584.20818174,114338804.81433858,101524448.00448613,91402013.46625982,104798799.44952622
111885055.71172945,125853153.43937454,131168216.15595435,123917455.07724774,114338772.79474248,101524385.77297127,91402047.25737907,104798834.99518816
111885070.84565301,125853224.26392104,131168182.22005014,123917441.39040263,114338724.95778063,101524415.5635408,91402036.18582833,104798823.20189622
111885109.36710772,125853234.40375514,131168307.77409457,123917534.03816381,114338796.74908866,101524383.66697453,91402094.13507006,104798802.58443709
111885135.9593595,125853242.1078676,131168169.64963889,123917491.99747722,114338839.16533037,101524352.89816682,91401981.48105413,104798797.93363635
111885113.79745933,125853269.36532402,131168275.49166916,123917442.12303254,114338847.84051377,101524400.68049556,91402037.41371432,104798763.38060893
111885106.82364422,125853238.43417063,131168278.91054331,123917554.89136036,114338755.50286324,101524367.38586918,91402037.49287184,104798887.20903979
111885028.38595147,125853220.45518973,131168170.32419288,123917469.30498804,114338782.82791261,101524338.36475669,91402074.1906332,104798781.75319687
111885178.10718083,125853206.30196568,131168183.71210083,123917492.92485867,114338788.59640425,101524435.01291971,91402006.77331875,104798858.58995813
111885079.06410798,125853136.7581259,131168241.51317836,123917481.06773628,114338755.98563632,101524448.72576642,91402065.45107687,104798794.11804467
111885065.48099104,125853256.90349424,131168301.6690578,123917497.20680699,114338755.45967308,101524449.77789837,91402176.617564,104798753.48734723
111885027.55096292,125853237.21915936,131168247.7572162,123917493.77754413,114338787.28049499,101524490.73375377,91402097.02767752,104798881.366011
111885110.69695427,125853118.14906165,131168228.91575256,123917447.81653377,114338829.4375593,101524438.57939307,91402055.26461542,104798892.41319926
111885030.69174553,125853235.72880635,131168234.52844685,123917518.58687305,114338764.89153959,101524339.6622256,91402031.86901084,104798862.15863912
111885163.14958534,125853268.87735072,131168189.76773268,123917453.52391745,114338826.51870292,101524566.85406987,91402154.3768445,104798950.29960626
111885045.31220385,125853222.41635382,131168153.93448222,123917498.56857012,114338907.4423524,101524453.52158885,91401894.31467062,104798918.73837519
111885130.23917723,125853076.01749477,131168130.2433434,123917519.21511398,114338826.96681446,101524434.17444561,91402061.63908279,104798956.00875473
111885040.08522432,125853313.1475016,131168201.15108106,123917428.52229477,114338826.16193934,101524373.17879552,91402011.08722273,104798783.09133215
111885074.76694186,125853202.8751994,131168337.56775086,123917434.4461781,114338810.66724546,101524429.00845736,91401994.32602727,104798842.83929965
111885067.98638108,125853218.58627537,131168279.92182793,123917471.95365545,114338681.59115517,101524355.91897719,91402160.28101023,104798895.86592901
111885207.06401677,125853205.41376986,131168268.24509954,123917403.86974964,114338790.92791581,101524408.25657901,91402060.55748533,104798874.97116911
111884996.69247487,125853159.05474646,131168285.11349751,123917409.06363486,114338856.00574346,101524348.53681213,91401986.2888082,104798831.61996299
111885132.32291959,125853281.75785273,131168129.18301328,123917469.89213248,114338813.62144744,101524369.16994877,91402070.81050918,104798916.49192594
111884973.19079496,125853284.67920583,131168293.74553439,123917416.72922093,114338749.13440596,101524391.41014789,91402084.64188302,104798882.8228296
111885035.81180614,125853270.35954973,131168254.81733446,123917446.76940463,114338856.8349316,101524367.37638447,91402034.06244259,104798905.78949752
111885061.69906487,125853248.72302558,131168307.80227154,123917491.37419918,114338798.06658457,101524307.03963357,91402065.21014738,104798955.33943744
111885092.91708915,125853227.4612427,131168217.95742859,123917477.23513952,114338835.38413364,101524414.13059278,91401946.59513709,104798789.25338045
111884945.6536506,125853216.53986765,131168320.5379313,123917480.7911118,114338859.08422594,101524355.1791373,91402083.5090555,104798832.29036975
111885043.70994191,125853231.79893094,131168202.88830279,123917444.8530689,114338792.30840595,101524391.27669245,91401953.68581189,104798783.22717084
111885045.2293581,125853176.9777786,131168238.8530729,123917474.09604794,114338773.44351582,101524392.52226438,91402088.78332748,104798818.72984219
111885116.66018003,125853286.97873375,131168234.59637466,123917496.31230842,114338751.42280358,101524457.973477,91402058.63094842,104798884.20802973
111885096.13575219,125853220.37700357,131168252.38536175,123917497.35139062,114338844.03575951,101524485.35379674,91402075.42112072,104798846.93619534
111885188.81655523,125853272.96787286,131168224.82960562,123917459.28497009,114338765.85540953,101524439.43933798,91401960.84196478,104798934.78442602
111885105.68125856,125853212.94505431,131168274.45414741,123917441.14677866,114338756.39105189,101524415.8836596,91402036.8466353,104798837.7022521
111885065.59866555,125853283.94832474,131168152.13807541,123917570.80413747,114338682.62701117,101524500.53459416,91402241.13791513,104798876.64006636
111885099.59905615,125853192.68481956,131168000.29566424,123917477.13394345,114338848.81305136,101524445.24847578,91402048.837936,104798790.7481486
111884965.36514659,125853224.56300662,131168229.22031546,123917458.93711542,114338834.49735066,101524523.26344503,91402006.67763707,104798919.49941969
111885017.07197891,125853275.20013942,131168235.63378648,123917526.50520636,114338834.79530312,101524415.70454317,91401964.14614987,104798866.72033802
111885076.7616592,125853256.7644968,131168158.3909409,123917410.0497625,114338761.42000099,101524330.31015618,91402020.8154328,104798862.72832654
111885030.00859904,125853188.1938083,131168190.83537033,123917445.0712877,114338939.41575179,101524479.17116468,91402042.06727841,104798801.04016566
111885082.12988399,125853183.7403805,131168247.95364074,123917619.65130731,114338866.10036631,101524329.6121767,91402100.97142972,104798741.82319057
111885064.33846377,125853218.00875328,131168266.8531796,123917446.73008725,114338820.78016424,101524440.48813392,91402052.83715323,104798787.96656215
111885013.3285435,125853236.7123869,131168222.13837802,123917549.68026607,114338814.23933734,101524406.37033504,91402139.48247741,104798875.28411455
111885113.90709828,125853353.7586571,131168116.71207659,123917411.60352221,114338852.7078065,101524423.95801309,91401954.22423476,104798798.75666435
111885043.64991163,125853204.46634232,131168081.33599727,123917410.53516741,114338809.23774193,101524460.53890187,91402049.003062,104798860.9493784
111885048.78025314,125853137.02367523,131168273.48107329,123917487.24010219,114338823.511965,101524380.97104089,91401944.83755903,104798815.86152804
111885081.66247328,125853307.42782207,131168144.56484811,123917443.82155381,114338776.10606425,101524338.58023027,91402062.2240679,104798924.21475826
111885021.03849667,125853308.02341968,131168138.90208317,123917509.56459276,114338687.71786663,101524255.50244248,91402044.04993409,104798970.30874857
111885011.73201725,125853206.78299014,131168242.20975374,123917493.4253212,114338776.7022244,101524279.19686373,91402011.51760827,104798901.38513534
111885017.34820563,125853311.43126553,131168172.20953295,123917508.3780457,114338819.6577994,101524380.5527769,91402117.54545283,104798844.6813415
111885055.28213818,125853254.33749676,131168178.59897552,123917457.35404822,114338774.42445931,101524478.60944177,91402119.36940914,104798776.79260132
111885000.11736855,125853193.82263105,131168193.59033307,123917518.95935042,114338818.01182659,101524403.3985668,91402072.94031106,104798876.15711124
111885165.45874964,125853214.66281815,131168214.79041374,123917509.09473842,114338855.59505507,101524396.00564632,91402018.19494827,104798920.29769018
111885033.59203558,125853124.64709212,131168171.55147973,123917537.13488069,114338860.86387336,101524423.38450027,91402172.33282408,104798936.96250358
111885052.17569283,125853144.80010493,131168177.10051107,123917428.71885122,114338888.77852692,101524426.08492246,91402050.8718566,104798799.949646
111885053.84655185,125853234.00704536,131168228.65117165,123917406.80638775,114338766.84790224,101524361.78111078,91402067.08911677,104798842.36303917
111885078.63245714,125853279.15205005,131168272.90705712,123917466.16448425,114338766.10500549,101524442.13845405,91401983.15051697,104798717.68186167
111885017.80097139,125853250.69986542,131168200.58182219,123917417.83623269,114338783.71356753,101524365.39368841,91402143.80258258,104798918.9896358
111885064.75053492,125853179.46116948,131168146.7891451,123917463.92471139,114338785.44053026,101524389.70979702,91401966.98456931,104798848.19268958
111885012.92900074,125853285.10800868,131168327.61228442,123917472.81223309,114338795.45307119,101524452.21864514,91402132.27435735,104798844.10655862
111884954.54698828,125853178.79311539,131168311.7522051,123917565.37492087,114338825.63111484,101524404.46153542,91402016.62848395,104798770.21795157
111885083.27149895,125853259.96118298,131168207.98714107,123917498.65234603,114338727.42976435,101524495.02952206,91402083.9781132,104798827.72891922
111885163.15391502,125853317.7553017,131168158.60251094,123917403.73203841,114338809.79815495,101524443.35219163,91401943.85031697,104798878.31313032
111885055.95597017,125853198.05631693,131168223.92594373,123917389.41777845,114338777.45271829,101524481.76284438,91402138.48027758,104798783.14883399
111885052.09262028,125853270.46326381,131168182.94871296,123917394.78088321,114338867.54330991,101524353.66163932,91402099.6942726,104798791.36955515
111885089.17842089,125853297.45720229,131168210.26984708,123917462.01899381,114338742.886254,101524407.21096195,91402008.86264603,104798915.5435161
111885068.60671233,125853299.22683692,131168233.4207214,123917495.07304409,114338820.73949514,101524485.5450636,91402056.50157888,104798886.88079378
111885143.66322647,125853251.26743554,131168273.84991305,123917389.57189384,114338767.60171013,101524324.84852156,91401988.66646536,104798796.86380969
111885042.28471129,125853195.1487548,131168208.36893062,123917386.59375231,114338780.4328865,101524458.86013708,91402046.12805043,104798824.26973145
111885098.4316514,125853196.92593043,131168256.50305694,123917459.20296176,114338750.9979752,101524371.75342685,91402040.99717696,104798801.68642654
111885111.95016886,125853220.68186235,131168172.80902143,123917415.48351416,114338801.17730054,101524458.10697214,91402069.65702888,104798908.14341143
111885108.70700942,125853229.08555222,131168148.13040043,123917425.9756462,114338808.30380066,101524399.87795651,91402039.94913942,104798781.15426825
111885062.51616423,125853222.37978274,131168171.3532975,123917476.45752794,114338747.59482859,101524446.66057077,91402056.26676632,104798860.4096254
111885019.12026311,125853256.78760351,131168294.27227654,123917499.79241462,114338800.46354465,101524421.69660282,91401993.22019328,104798873.15417674
111885069.96804234,125853181.1849648,131168228.93864234,123917462.26078074,114338823.11979687,101524393.17819221,91402117.89764135,104798878.94000489
111885032.72279078,125853219.40777814,131168256.26428488,123917525.13869262,114338791.51361369,101524394.4694086,91402071.30360904,104798824.20471802
111884990.69777077,125853181.27109772,131168230.68040115,123917467.29068927,114338816.58177793,101524421.0641429,91402075.03313808,104798866.74532172
111885045.104857,125853229.162106,131168199.40137523,123917476.6055921,114338754.14551783,101524322.46715407,91402066.63490057,104798916.3757767
111885020.98211303,125853241.96280085,131168343.04692167,123917421.59211501,114338849.46345764,101524360.85542475,91402011.03120999,104798897.2081688
111885066.92901917,125853208.57271956,131168208.10896236,123917565.66756329,114338777.75548705,101524403.28173901,91402128.37445235,104798882.20857595
111885040.63909931,125853230.79634261,131168231.37372945,123917557.16951418,114338680.08197714,101524391.00699429,91402023.02092025,104798925.12175791
111885080.66015965,125853239.63461576,131168210.90319806,123917383.91819485,114338807.08434457,101524339.9932341,91402069.49940585,104798816.02806091
