pseudorange_1,pseudorange_2,pseudorange_3,pseudorange_4,pseudorange_5,pseudorange_6,pseudorange_7,pseudorange_8
20200015.179324564,22321346.59907473,23200015.775858134,22321343.853912786,20200009.579364493,18078692.505497485,17199999.369929314,18078691.974125154
20200019.519761175,22321325.71273902,23200002.77505692,22321330.132358823,20200021.280961566,18078681.24179124,17200000.199604515,18078693.139155738
20200010.362706207,22321324.134736057,23200022.774215404,22321319.52004569,20200005.24554417,18078679.562197145,17199994.86740589,18078699.71184716
20200017.274632826,22321333.827461027,23200014.143538434,22321313.381390058,20200012.126007915,18078690.893988144,17200017.556513645,18078708.105065852
20199997.704395387,22321335.886023533,23199988.980930842,22321310.943001702,20199993.197505884,18078682.1281083,17200000.93352963,18078688.39037676
20199990.49067075,22321332.971403435,23200004.50020595,22321330.063685205,20200006.65618182,18078703.40595863,17200027.40492535,18078677.738644276
20200002.307524312,22321323.076956928,23200031.925165758,22321305.495734274,20200014.834462762,18078684.417039055,17200024.907041654,18078657.118925683
20199995.74304448,22321329.535079747,23200009.328959644,22321328.371056654,20200021.95075533,18078677.591479734,17199985.68088744,18078701.210214477
20200011.98116387,22321325.85061297,23200005.565443292,22321340.66012294,20200012.517319664,18078700.964017957,17200005.63730001,18078673.527706966
20200009.309455097,22321307.335908055,23199997.58965259,22321321.314674694,20200017.107393403,18078699.361238997,17200004.315499872,18078670.424862567
20199984.77711115,22321324.005399935,23199993.65397242,22321331.976840474,20200002.836100228,18078672.684327256,17200018.671978764,18078687.371416423
20199987.866296936,22321331.442306757,23199993.992534988,22321319.15813725,20199993.01827481,18078677.073466904,17200009.99875249,18078692.44870031
20200002.11101979,22321325.36173298,23200018.51050117,22321318.37416818,20199990.210668378,18078685.94120529,17200015.049700998,18078697.006995857
20200004.24595215,22321332.261537164,23200011.98616162,22321345.4936152,20200014.12115748,18078680.277973574,17200009.024541568,18078679.113285318
20199992.00196162,22321326.288795494,23200026.724040076,22321313.364845507,20200022.845071547,18078686.448965576,17200001.42358795,18078683.29536253
20200022.056880996,22321329.71674659,23200013.205214567,22321331.61735086,20199997.13162515,18078689.657238614,17200008.426225077,18078667.846314926
20200012.23914195,22321342.812551513,23200019.386816435,22321338.194804534,20200006.726878013,18078666.224873234,17200016.63471416,18078666.064382806
20200015.878957026,22321326.48279135,23199998.026609868,22321340.009266626,20199983.087823104,18078690.66413268,17200005.410185374,18078685.20009397
20200012.58281438,22321335.01429775,23200000.214221384,22321347.08884347,20200021.211518068,18078700.39597348,17200005.391174223,18078678.854597226
20200006.366567582,22321326.315249454,23200021.43123713,22321324.80427661,20199986.633370057,18078688.00856462,17200010.323873978,18078695.563061383
20200016.3483576,22321341.742657524,23200006.547784794,22321338.086956263,20199985.25837226,18078689.459054854,17200004.606816735,18078686.771505143
20200002.092320953,22321327.16364445,23200007.588810068,22321344.187077638,20199998.49795275,18078677.98538326,17199996.334180757,18078686.688684788
20200003.015769474,22321347.885008503,23200014.30901993,22321322.192347422,20200019.341516636,18078698.761585914,17200024.901907925,18078701.394753467
20199996.99137199,22321324.44236897,23200024.601068508,22321330.357964266,20200010.531779967,18078692.27828045,17199998.057034906,18078686.742567614
20200012.556557503,22321324.43512709,23200026.88783533,22321344.33942047,20200006.280609783,18078681.274140067,17200007.450188253,18078684.32262857
20200012.12353884,22321321.257181052,23199997.51982412,22321331.29164894,20199993.186613094,18078698.47192864,17200001.919203233,18078693.537199173
20200010.586446058,22321328.97662297,23200026.35472647,22321326.219569203,20200002.324832298,18078691.49425502,17199999.41058271,18078683.60274145
20199999.23802423,22321334.0151241,23200017.835535824,22321324.80223525,20199996.08067693,18078688.892955344,17200001.32932947,18078671.345432222
20200008.52795332,22321328.307963725,23200023.954052284,22321333.083806593,20199994.05965772,18078688.227525696,17200001.63443902,18078690.78441714
20200014.168057732,22321364.468980353,23200015.62138257,22321328.115276463,20200030.202614963,18078667.714347564,17200004.629402354,18078683.48821272
20200006.537410084,22321327.84081568,23199998.915833272,22321316.563681614,20200016.480796676,18078697.63494373,17200007.565159198,18078694.54465771
20200004.776086234,22321329.31555497,23200026.301750693,22321317.367152467,20200005.73770112,18078690.387951132,17200004.091863863,18078687.289095428
20200013.528692722,22321326.785337284,23200003.1204017,22321332.169592254,20200027.024250224,18078689.04747897,17200008.65533083,18078701.829855293
20199996.72968519,22321329.313684106,23200016.979550943,22321314.89370734,20199999.62003926,18078688.31932183,17199999.917274136,18078677.54323539
20200005.188392192,22321345.25698821,23200005.93105836,22321304.814592246,20200001.453806356,18078700.786150295,17200011.173660897,18078697.99709412
20200001.751056995,22321327.816648908,23200012.58373617,22321318.537156958,20200014.361673445,18078668.861582693,17200008.61882939,18078684.404289205
20199982.53068832,22321349.81107898,23199983.554347005,22321319.82161163,20199991.209931094,18078689.96574359,17199996.39192497,18078693.16723842
20200002.623371154,22321327.024811786,23200006.965576302,22321323.070631277,20199997.22687997,18078701.350369472,17200013.865892854,18078673.43649009
20200004.386043392,22321330.242364317,23200010.09933514,22321314.895659514,20199993.07606644,18078683.783958156,17200008.10490309,18078687.3912048
20199989.854347974,22321323.828784212,23200006.098764375,22321333.831587967,20200017.291828644,18078693.488188874,17199998.69188523,18078708.012120046
20199999.919599503,22321342.55576984,23200026.38993036,22321319.57345947,20200015.23617552,18078685.573630363,17200004.412385236,18078687.927198254
20199998.973405298,22321333.475706603,23200004.22003232,22321337.78050424,20200006.689646054,18078675.746702712,17199993.693887625,18078677.74944406
20199994.862442113,22321340.415186726,23200015.657173276,22321330.10546223,20200032.554226026,18078684.319257874,17200005.016728286,18078683.559622854
20199996.453860264,22321324.116882954,23200004.828781456,22321339.31416121,20200011.845172998,18078698.46686221,17199998.67109357,18078699.61911679
20200001.007447857,22321333.095440436,23200003.20770795,22321339.11271558,20200010.713917024,18078690.92892547,17200001.48349547,18078678.901285917
20200008.33707136,22321330.920456205,23200010.934825312,22321332.75234297,20200005.756891277,18078677.888395116,17199994.814124428,18078688.104636643
20200013.105950486,22321336.400797684,23200009.7482185,22321326.62864283,20200017.49979996,18078695.35048247,17200015.280179195,18078698.08943047
20200021.808441017,22321328.644913793,23200014.314069297,22321326.09351798,20200013.583539106,18078694.89064398,17200013.14017924,18078666.420607958
20200008.164498303,22321325.941272262,23199990.208125502,22321327.017973796,20199988.664600648,18078688.283730697,17200010.94201849,18078670.74853265
20199993.358126465,22321337.49960332,23200011.615365982,22321330.74418811,20200008.539075524,18078685.465426467,17200024.407827467,18078684.798498318
20199994.76066276,22321324.31573271,23199983.96402465,22321325.96292856,20200017.838534646,18078674.741995808,17200010.694235057,18078671.249278154
20200025.047419645,22321333.302085955,23199996.647738624,22321310.86282987,20199998.429435134,18078693.639714807,17200003.427813753,18078682.30627267
20200005.81092895,22321343.985567063,23199991.238179214,22321304.79002396,20200019.816292007,18078693.317377828,17200012.65866382,18078667.978623156
20200004.939445205,22321311.98524406,23200008.335763417,22321335.39879222,20199992.939604335,18078689.048820578,17200028.62841037,18078706.828674708
20200012.704223853,22321332.570185475,23200008.75139512,22321331.343256634,20199991.81820675,18078675.55557461,17199990.72699458,18078693.525356352
20200006.136097357,22321321.731723674,23199997.808713503,22321329.57066805,20199996.761220064,18078712.39293371,17200009.94400514,18078696.45982122
20200013.833679806,22321335.8982844,23200013.93393154,22321340.653545216,20200009.528927077,18078697.456990983,17199993.03997876,18078694.148792513
20200015.42643048,22321320.14599835,23200021.004256174,22321320.04582393,20200015.88979258,18078698.315297995,17200009.856275305,18078698.414235428
20200006.99108858,22321343.784602966,23200020.994391777,22321328.06412326,20200005.359972414,18078677.302294515,17200016.560781386,18078679.051866572
20200015.545217715,22321315.494981684,23199990.94702831,22321322.218736768,20200017.981298044,18078685.491365775,17200016.93729615,18078668.57033416
20200011.74811263,22321335.1307639,23200006.074257992,22321329.21099645,20200019.87284048,18078680.452658746,17200010.16671111,18078668.002736975
20199986.46917053,22321309.547529172,23200000.044129927,22321316.438932143,20199996.741507072,18078694.974676393,17200021.623982415,18078689.597484283
20200020.64887161,22321315.87330614,23199987.33868791,22321307.060859,20200002.61493476,18078685.47198373,17199994.62716724,18078682.78941512
20199994.363125995,22321344.27020588,23200001.155179605,22321328.317313652,20200012.46645397,18078703.40498913,17200003.216602337,18078675.21135676
20200010.737420328,22321323.461331476,23200038.31034474,22321333.7495039,20200014.581092145,18078702.043482285,17200016.86415317,18078679.63306346
20200006.513564978,22321324.93724569,23200015.942670096,22321329.60129117,20200016.213247173,18078697.03969369,17200015.42202127,18078685.975893587
20200003.606536552,22321322.819562383,23199997.151070282,22321306.190867983,20199999.393455103,18078677.52321016,17200016.84778635,18078695.561393138
20199991.50529402,22321324.88759977,23199988.76367023,22321332.976990376,20199987.618921973,18078687.67262109,17200014.824401725,18078673.223021533
20200024.20367294,22321325.187669564,23200000.08437415,22321336.25990323,20200009.328876324,18078703.368870676,17200010.000129502,18078650.27212967
20200028.18419086,22321331.60204982,23199992.55108264,22321324.000823878,20199999.288318243,18078690.53348126,17200009.925234035,18078709.466099635
20200012.025602344,22321326.866555072,23199994.23547676,22321322.21499127,20199998.942678772,18078700.335739344,17200016.041540492,18078693.673929732
20199993.38119349,22321341.09700055,23200003.695396665,22321333.601555068,20199997.075823992,18078669.09216354,17199997.504021544,18078679.126557283
20200006.08683529,22321310.4154879,23200001.327458173,22321309.817168254,20199993.5123753,18078691.897606034,17200008.39426353,18078674.219610468
20200015.959994916,22321330.946207374,23199993.423835874,22321333.85838441,20200015.026345447,18078705.18532404,17199998.75252904,18078686.90539723
20199982.769918293,22321321.789902404,23199996.841664452,22321318.547650523,20200012.212412007,18078682.715025544,17199996.34379839,18078699.226764504
20200016.00599534,22321324.87914,23200020.121296387,22321323.58130449,20199994.277067438,18078688.364746023,17200005.468618184,18078675.432501625
20200002.27443834,22321321.317001298,23200019.419288177,22321343.705623195,20199998.621659063,18078684.108352695,17200021.406674366,18078675.134023115
20200013.18835833,22321326.033134963,23199997.546029665,22321340.460623495,20200018.247613505,18078702.692133985,17199997.536503315,18078696.266833108
20200003.44534074,22321318.245168198,23200003.64197622,22321334.29031462,20199998.985164594,18078676.22489762,17199995.515173174,18078694.066358246
20199995.549760852,22321343.493121568,23200004.040937383,22321294.809787355,20200010.525976162,18078704.28055182,17200005.73555197,18078681.92503822
20200006.020195745,22321330.853313394,23200016.091101814,22321328.566500362,20200006.437698424,18078682.090307698,17200028.20590399,18078694.448329665
20200026.116864946,22321336.022910856,23200002.08829914,22321328.123959262,20200006.673084367,18078670.008872997,17200019.567186754,18078701.143841494
20200014.299359113,22321325.79654998,23199995.52711997,22321322.022564143,20200013.637525994,18078684.611801364,17199994.200929366,18078700.618302256
20199993.585030075,22321322.010577306,23199994.80050963,22321310.11912966,20200000.918095212,18078686.959316175,17200012.80582158,18078689.02948583
20200015.770154066,22321320.582033455,23200016.547276326,22321320.199873734,20200010.23531943,18078664.41699745,17199999.352254312,18078673.951104067
20200015.06578204,22321340.79163091,23199996.999116536,22321329.636593275,20200012.1572113,18078677.560166195,17200019.713886507,18078668.142367974
20200003.295905184,22321312.33731327,23200002.15529882,22321329.856302477,20200006.305842325,18078674.252422694,17200003.893364113,18078684.32194164
20200022.862645473,22321332.91633009,23200027.361110557,22321332.64244995,20200013.212512925,18078687.23211264,17199990.719306532,18078698.57058881
20200014.638548497,22321330.685836002,23200013.23841875,22321339.942239836,20200028.262808785,18078690.235338442,17200023.65684925,18078685.38785708
20200005.782533195,22321327.997573543,23200007.14657658,22321307.65953965,20200001.310242612,18078686.945412885,17199976.263804194,18078676.85705829
20200025.59820517,22321337.6459007,23200011.401140742,22321330.859781325,20200014.119866937,18078676.479780585,17200012.228673916,18078698.24512932
20200022.021106116,22321320.295386303,23199999.001244415,22321318.393493194,20199997.27745542,18078686.046880372,17200020.201379355,18078697.58939112
20199999.867201824,22321336.8065954,23200011.770229217,22321328.67646088,20199993.24924565,18078688.835882984,17200010.186629742,18078690.582767226
20200000.967821155,22321318.441022288,23200002.16832062,22321310.075318526,20200018.04300009,18078693.76343523,17200007.05435081,18078705.927014835
20200007.977337077,22321317.260160957,23199997.436007332,22321314.3021781,20199997.127965894,18078685.17378167,17200022.884789567,18078690.00862742
20199999.985789414,22321325.766485445,23200002.53134966,22321343.073909856,20200002.458319906,18078676.303826883,17200005.44026553,18078689.84073781
20200002.96920349,22321325.281408597,23200002.246798884,22321328.096886747,20200003.69304716,18078684.888512492,17199995.933046702,18078684.06878643
20199985.50989949,22321321.935329113,23200000.13368488,22321333.043042883,20200033.934402056,18078693.69954858,17200007.971750032,18078698.9309128
20200003.181110233,22321322.50924952,23200007.856641512,22321320.857549544,20199998.831973094,18078696.659610715,17200015.754149754,18078707.82218672
20199987.910956133,22321312.85382303,23200006.424134273,22321324.404720724,20200012.612579636,18078684.87268501,17200012.59607432,18078686.95981583
20200019.18599478,22321317.561624628,23200028.842234038,22321318.94348843,20199998.020190068,18078690.61578173,17200009.22984782,18078685.797502745
20199987.870717425,22321334.453598566,23199997.706753165,22321324.497325856,20200022.355510194,18078683.23484046,17199994.492219854,18078684.535933744
20200027.251971386,22321332.525389586,23200003.19067502,22321344.901343036,20200015.173356608,18078683.904466413,17200005.18440941,18078682.74386778
20200013.362148687,22321325.945932686,23200003.218446605,22321336.20724987,20200017.352698483,18078689.483414102,17200012.07400414,18078689.619206246
20200020.765640907,22321332.075288173,23199994.172529053,22321328.94693673,20199995.53398206,18078673.5336933,17200009.111245424,18078684.43315985
20200004.135741737,22321319.17323713,23200012.80236152,22321340.7241796,20200013.96344161,18078693.114293784,17199999.08419116,18078686.792164747
20200006.982129082,22321326.96698253,23200001.08801079,22321322.908879153,20199999.20655748,18078655.575422097,17200003.55631446,18078686.37403747
20199995.354004852,22321322.817837328,23200008.147945102,22321328.383833777,20200002.82822235,18078686.892728396,17200011.41979558,18078699.486226875
20200007.67505048,22321329.87529921,23199992.526288964,22321312.175282884,20200028.814929675,18078671.332978114,17200014.00920069,18078683.151283707
20200003.26706926,22321328.081354912,23200007.128727734,22321318.496472158,20200001.405124724,18078679.46042757,17200010.693223942,18078664.131145455
20200009.80041333,22321333.201261103,23200002.122388057,22321330.256313358,20200002.970348112,18078702.135313444,17200025.169974823,18078673.83607765
20199998.40529373,22321331.039548576,23200016.969109233,22321310.168507423,20200015.612120174,18078690.46685923,17199996.734530885,18078695.45583109
20200012.918380905,22321348.144078176,23200013.77454913,22321339.28035648,20199997.237774458,18078680.260333512,17200017.2126665,18078698.380573686
20200000.81507312,22321326.652270414,23200012.213983256,22321318.73985916,20199997.10916339,18078683.45322881,17199999.192852773,18078691.29014496
20200023.81260621,22321340.68049339,23200024.251259983,22321333.826336194,20200017.151949465,18078667.828229856,17200024.80867665,18078691.692985814
20200016.061732378,22321328.317980826,23200010.177456673,22321344.24994265,20200017.874989152,18078681.375286963,17200034.944456648,18078695.691114355
20200020.527193543,22321325.14568252,23199999.97259377,22321303.58602745,20200004.735320743,18078674.763375796,17200019.11952696,18078674.87980356
20200016.29075689,22321308.11796984,23199996.64223352,22321322.58820595,20200001.091278125,18078683.984837376,17200001.77329905,18078696.141167503
20199995.83115972,22321352.69439571,23199997.553709883,22321343.30082501,20199996.21582095,18078671.573286634,17200024.737705752,18078683.630399887
20199999.197734945,22321324.75898027,23200011.585037608,22321325.351634517,20200007.6011217,18078691.267266948,17200000.3758645,18078685.26545048
20200031.384981416,22321341.17222419,23200007.571302142,22321328.65590583,20200012.0226874,18078684.746158715,17200018.390069865,18078687.91901428
20200005.59286647,22321330.896408934,23200024.27489674,22321335.967264134,20200000.55564277,18078680.146755137,17200008.110139895,18078682.92281492
20200000.28843707,22321336.495683923,23199998.299179416,22321319.819852825,20199985.612603404,18078688.502833493,17200002.95118052,18078704.11311818
20200000.09624869,22321324.206184737,23200015.22184183,22321334.649447747,20199999.92108604,18078674.263389252,17199995.483664524,18078688.94785599
20200012.46927315,22321318.44457082,23200007.514583133,22321322.621920247,20200020.206491925,18078685.644176386,17200008.570223577,18078693.625517298
20200012.22484477,22321329.094291203,23200014.331965666,22321310.814087946,20200010.073834818,18078686.35750688,17200026.022593334,18078678.78668761
20199996.749490216,22321331.86407227,23200006.418643415,22321313.284388814,20200000.54738348,18078694.442287605,17199998.066086296,18078693.252259266
20200017.852737818,22321330.75985408,23200021.238044105,22321346.61960361,20199999.53393565,18078695.098589692,17200001.165901937,18078678.795421306
20200016.744721536,22321323.05792628,23200013.14901825,22321324.354969453,20199990.018273957,18078683.433412418,17200016.178141627,18078693.812790733
20200008.30957398,22321339.757535864,23199996.068771515,22321325.10498471,20200005.96856536,18078671.307510324,17200016.189597387,18078703.127139598
20200016.46579731,22321335.704134643,23200004.232063446,22321326.459444698,20200006.524391685,18078683.930288013,17199996.86150376,18078686.132060304
20200001.229468245,22321329.023287393,23200028.369379405,22321333.83763626,20199998.643338572,18078696.66383239,17200014.862298954,18078692.98286904
20200011.80309443,22321329.262048114,23200011.41460726,22321322.371922966,20200041.562470477,18078675.9674741,17200023.855802406,18078671.72720981
20200016.552541144,22321316.05783342,23200017.612867765,22321319.79873695,20199993.83330342,18078691.998836465,17199993.353801675,18078671.86800211
20199993.88031258,22321345.30186306,23200013.842708454,22321320.090445373,20200006.73520008,18078687.692359056,17200002.683937702,18078678.1231447
20200014.96236741,22321322.647619657,23199995.99102749,22321303.46582908,20200006.370021284,18078686.15739927,17199981.74516401,18078666.679993115
20199984.18878954,22321320.584304765,23200003.520132948,22321329.964947168,20199982.30563456,18078684.586508144,17200009.345239535,18078683.277769685
20199995.037215784,22321315.239259847,23200002.17395229,22321318.671513177,20200024.46043334,18078688.974421818,17200016.25967955,18078694.18140251
20200003.071589854,22321340.712143075,23200018.737709258,22321333.97455993,20200023.458438754,18078688.452030156,17200013.42770937,18078692.74482963
20200002.63586721,22321324.85843777,23200011.229275726,22321327.036973055,20200017.01276858,18078696.409435805,17199998.02672852,18078687.35048172
20200013.861743107,22321330.778765585,23200008.267385185,22321320.893101294,20200022.892093036,18078682.69264697,17200002.0517259,18078676.523007713
20200017.171768166,22321328.5562771,23199987.09847163,22321325.369874287,20200015.476373713,18078666.90543341,17200005.735549893,18078689.93805827
20199996.340259794,22321346.371860914,23200009.330743693,22321319.959590793,20200005.026530534,18078686.84056285,17199998.103307426,18078673.511786267
20199993.653994106,22321313.83400683,23200003.078602873,22321326.103426166,20199999.22182551,18078701.962115794,17200012.96504402,18078695.485151973
20199986.20921076,22321328.650657307,23199995.401415363,22321327.392670844,20200009.44320494,18078687.96618848,17200016.883996915,18078692.937161636
20199990.319511347,22321336.759841885,23200019.127901226,22321325.303223856,20200011.20362104,18078697.506411687,17200028.986940295,18078685.792166844
20200008.485007636,22321310.1499859,23200030.58926788,22321323.379246067,20200004.326308,18078684.307126094,17200015.2691532,18078707.216708258
20200028.326390382,22321324.70255305,23200000.98209524,22321317.756468087,20199998.387805756,18078694.078951303,17199991.840188436,18078691.431445707
20200004.51262757,22321331.216289204,23200004.77120914,22321345.219019312,20200023.54072997,18078673.882804006,17200017.883161847,18078699.15500399
20199998.552383155,22321324.145185787,23200005.468946293,22321334.06591319,20200006.244369097,18078682.51193957,17199994.54692402,18078680.11329336
