pseudorange_1,pseudorange_2,pseudorange_3,pseudorange_4,pseudorange_5,pseudorange_6,pseudorange_7,pseudorange_8
20200005.816812843,22321342.844312217,23199991.58447686,22321324.89201216,20200012.95820716,18078687.285402734,17200009.788412284,18078668.778909083
20200020.377472054,22321331.95987,23200025.794944916,22321307.337548908,20200018.770617817,18078682.060031272,17200005.22693399,18078677.68883031
20200004.655081417,22321323.572539277,23200003.38301663,22321326.25860667,20200012.590643544,18078692.06468694,17200013.714742858,18078696.34091091
20200021.88835613,22321318.295151953,23199984.13363113,22321331.229722682,20200007.11965929,18078672.64848616,17200030.253484286,18078686.56945054
20199989.109707743,22321324.355295513,23200013.816380844,22321323.30609029,20200003.780358072,18078680.572370827,17200015.64921979,18078684.85225348
20200003.699864727,22321325.079393163,23200000.265263844,22321315.311430313,20200002.125011392,18078678.007259116,17200011.566873897,18078663.84327344
20200008.53117726,22321309.658616804,23200012.242377855,22321326.434179503,20199991.47595378,18078686.436351668,17199983.7926918,18078677.013429377
20200004.544241942,22321336.192165285,23200020.000073973,22321329.290607262,20200017.100995753,18078685.973150514,17199995.66728384,18078697.78369884
20200006.833417755,22321315.46845695,23200001.21519356,22321319.50952498,20200014.84129992,18078673.77093967,17200008.538451836,18078683.28787199
20200005.489568915,22321330.996776443,23200007.37937103,22321343.938764956,20200002.925692525,18078696.78322999,17200022.020272598,18078693.491172004
20200001.310041256,22321349.605131727,23200020.2110178,22321322.288093768,20200011.03789379,18078683.00228541,17200010.44506199,18078703.001445606
20200012.244599704,22321331.245668173,23200004.891013093,22321314.0916409,20199994.500293836,18078686.55693147,17200006.944657367,18078682.54877339
20200011.27357751,22321314.8369425,23199999.454317015,22321335.741180133,20200008.235949837,18078682.58017063,17199995.919653498,18078693.698858555
20200003.69660624,22321342.782221537,23200009.101663865,22321307.14614024,20200010.542293128,18078682.973931197,17200006.4462776,18078669.922867868
20200005.881653987,22321318.62106007,23200003.689777568,22321315.108120617,20199990.715736493,18078691.1343858,17200009.343588527,18078684.193940487
20200010.416977778,22321308.02529616,23200016.69810205,22321325.441244442,20199995.409203183,18078667.33177361,17200018.20774086,18078691.90958556
20200010.037682343,22321305.981617942,23199999.315686706,22321338.96584699,20200009.175641473,18078689.8776707,17200004.19339722,18078700.859468173
20200011.63304634,22321326.361633435,23200001.006788183,22321314.284883786,20200030.909239527,18078689.55983577,17200019.519942008,18078672.31728793
20200003.713903215,22321325.722634338,23200017.845654067,22321331.031926837,20200023.517986044,18078683.907118622,17200005.63522674,18078688.90756741
20199999.69092521,22321326.935868755,23200013.826154906,22321330.91755456,20200009.626283985,18078676.898820076,17200010.01870899,18078679.351259056
20199997.141353447,22321328.81767425,23200014.160020653,22321328.04720401,20200000.500110824,18078687.21357916,17200003.925789293,18078689.068360887
20200006.31479572,22321321.66058111,23200000.02162574,22321334.78473286,20200028.313231014,18078687.745093662,17199991.10638232,18078699.30947078
20200001.546033885,22321325.647782665,23199999.42047505,22321340.787335157,20199998.27581952,18078680.345807757,17200013.206075244,18078700.70777389
20199988.88684083,22321326.880645245,23199989.31821018,22321325.85239264,20199998.708746932,18078693.812112883,17200001.068576146,18078694.286784396
20199995.30588523,22321331.80579943,23200002.30930283,22321338.938811086,20200004.691392783,18078675.603530236,17200011.370158564,18078691.552561697
20199990.773547094,22321310.894996654,23199999.97173731,22321336.104680095,20200005.09247509,18078687.23698252,17200006.06044069,18078674.26926687
20200011.070997432,22321343.500208326,23200006.218658328,22321345.398054134,20199998.400285583,18078686.162070263,17200015.266825326,18078682.71907117
20200010.35304868,22321313.258334886,23200012.539524682,22321325.210143197,20200013.632443696,18078669.14452493,17199998.75858129,18078687.204325546
20200011.362497646,22321338.09035843,23200010.533561755,22321339.479898665,20200006.230890613,18078685.47036014,17200020.048210762,18078680.47715289
20199995.173391264,22321326.332540825,23200004.41410105,22321323.522435516,20200008.88941718,18078691.68599675,17200028.155024845,18078685.063702345
20199994.700874593,22321333.08681199,23200008.309908308,22321326.416429054,20200009.35348917,18078675.690288685,17200016.274942283,18078671.460531127
20200004.174476217,22321340.87295954,23200000.74915013,22321326.59063202,20200008.342856795,18078676.295768414,17200000.98796442,18078689.65998239
20200023.878319897,22321328.98851233,23200008.043021284,22321330.221559133,20200003.981226034,18078673.239053667,17200005.150052518,18078712.94387612
20200016.437582485,22321334.633907158,23200008.63563144,22321328.04037786,20199997.74135569,18078678.606118526,17200006.177440714,18078687.22428843
20199979.043963168,22321332.914714385,23199992.089988716,22321335.204497512,20200006.78490411,18078691.821803465,17200002.361654308,18078689.328581575
20200009.13219877,22321314.306432992,23200003.883618966,22321326.18727025,20200018.441743996,18078689.947356798,17200005.596482858,18078694.858232044
20200001.2093724,22321325.971799053,23200013.962559294,22321336.59804467,20200010.86008427,18078673.240475744,17200002.472041648,18078672.194738068
20199986.027855124,22321316.00459673,23200007.314188723,22321319.30343985,20200006.252386443,18078674.963718995,17200002.852559857,18078680.076177664
20200015.65966837,22321326.23568506,23200008.8023187,22321332.98101576,20199990.4812053,18078697.661949024,17200001.40639284,18078686.240514886
20200003.506585162,22321342.355480727,23200012.104435522,22321325.83809618,20200024.13512379,18078692.313774336,17200013.040603302,18078701.027604047
20200004.62721603,22321321.936035916,23200028.65374359,22321338.854323976,20200013.677520607,18078679.953414664,17199993.079154335,18078672.26932566
20200006.257238794,22321326.36902822,23199998.420610946,22321323.674074132,20200007.189805564,18078702.675279886,17199997.43056347,18078695.50799143
20200019.088332735,22321325.295160655,23200013.87010441,22321334.94716496,20200013.088486627,18078708.244289145,17199992.858272094,18078682.16111162
20200020.620934427,22321327.235634837,23200014.08101656,22321325.54219941,20200008.386305872,18078699.548636265,17200005.77106904,18078699.226169024
20199992.506189767,22321324.351882808,23200031.3598956,22321332.849400178,20199993.597878493,18078673.807736885,17200012.409367856,18078686.87127535
20200004.900209974,22321326.422415484,23200008.530102175,22321325.405965157,20200012.63156931,18078691.23163834,17200009.13221474,18078687.77600225
20200030.197164856,22321325.444373783,23200017.549099926,22321324.22351769,20199989.945061777,18078692.521680344,17200015.788431693,18078688.75373923
20200010.471848156,22321308.88386128,23200006.0062658,22321325.1425978,20199989.607151438,18078689.440713495,17200000.700732857,18078668.558795378
20199999.01978026,22321319.714866966,23200015.54859091,22321332.40075857,20200013.462069202,18078683.80080815,17199992.047839183,18078674.00838064
20200015.302943226,22321316.255316347,23200006.677474096,22321314.455694377,20200010.19446761,18078692.966555405,17199994.551844988,18078696.224161264
20199997.903863482,22321344.16374477,23199993.055029035,22321324.02220606,20200000.20427115,18078703.58466577,17200002.544349078,18078688.821487278
20200002.46451831,22321329.445967566,23200007.87590354,22321327.59924442,20200010.859646022,18078692.07509875,17200035.401901133,18078677.818737946
20200006.118551362,22321310.174298245,23200002.377232254,22321322.492253184,20200019.737657294,18078694.827128008,17200014.695722986,18078694.060557637
20199997.73170947,22321301.938723017,23200007.124440443,22321318.96708172,20200001.69722996,18078691.77959765,17200014.679014117,18078682.971761215
20200001.331072938,22321322.273377053,23200015.44955497,22321315.768647913,20200013.66880522,18078680.233430997,17199995.426628225,18078684.393936425
20200014.394717053,22321338.106359202,23199989.883200157,22321312.334555425,20200003.76448261,18078692.58448195,17200003.065129183,18078685.747622903
20199996.537104942,22321322.305776004,23200001.37521335,22321323.45841474,20199995.906018708,18078697.51420063,17200010.719532285,18078682.301470548
20200008.007786486,22321320.62554603,23200011.240846243,22321316.09691997,20200005.306096744,18078670.055206485,17200024.070197094,18078667.092273295
20199991.689648367,22321326.50133832,23200011.376562566,22321331.72245771,20200020.15441149,18078709.33844825,17200019.89815287,18078692.866778
20200025.347630396,22321326.021718185,23200016.2481837,22321348.58755638,20199998.25615382,18078697.297498997,17199993.80382317,18078677.93655961
20199992.842053022,22321316.90801497,23200008.654579144,22321334.81286884,20200008.732451666,18078698.185097415,17200007.505470317,18078687.50362601
20200015.562543467,22321330.275458965,23199989.207632992,22321337.460418694,20199992.98868343,18078675.580725316,17200007.021564417,18078692.253295638
20200000.610695343,22321328.67062948,23200005.618004445,22321330.499803517,20200022.51112197,18078683.219499234,17200009.753208864,18078687.69504753
20199998.93838505,22321336.93879948,23200012.36328589,22321329.022573024,20200016.230425853,18078687.1020572,17199995.599635858,18078694.328166112
20200011.88033278,22321316.17508849,23200001.773535408,22321335.493469335,20200004.908582043,18078706.536769263,17200020.49313145,18078665.53751934
20200008.047763318,22321315.90505918,23200025.47764829,22321323.896561768,20200013.024474822,18078675.59147575,17200009.99786197,18078688.037927754
20200013.25501626,22321315.73469061,23200016.710739445,22321330.53277525,20199994.039551385,18078668.23114368,17199980.29794367,18078671.930156857
20200004.86771891,22321338.685193688,23200011.629773162,22321327.585000947,20200010.41193817,18078683.998281155,17199993.184984904,18078667.194977555
20199987.10431374,22321343.42032509,23200013.573836222,22321318.32312743,20200009.15092602,18078697.463039167,17200008.585240543,18078684.6216757
20200019.74029425,22321323.795339253,23200002.1720467,22321310.652810756,20200003.7816907,18078675.95692556,17199987.315365773,18078705.942032214
20200008.43840563,22321328.63087199,23200005.1894406,22321308.870254643,20200007.078670472,18078698.11963937,17199999.427701302,18078665.869384073
20199981.665264115,22321331.185518317,23200005.385869462,22321334.514944926,20200015.7186859,18078691.37746364,17200002.797578823,18078679.074734155
20200011.400806468,22321315.639964357,23199999.82452255,22321336.059544567,20200000.55019517,18078677.75946449,17200010.654507015,18078682.636786032
20199999.881254263,22321324.97159125,23200008.487644404,22321326.295918576,20200009.682094324,18078699.38375457,17200000.524444897,18078686.56670351
20199983.279881716,22321327.243152604,23199994.827929858,22321314.058929015,20200019.133550223,18078680.792892177,17200005.127105698,18078677.884691186
20199998.223108187,22321329.933667358,23200000.495380834,22321335.84090288,20200001.626746744,18078677.433766644,17200012.653167468,18078718.84751803
20200002.155731585,22321328.56487737,23199994.645861685,22321323.376261525,20199998.39575056,18078700.159165177,17200020.218210496,18078673.450441074
20200010.982110895,22321319.397656284,23199993.10464687,22321308.38305769,20200002.397348385,18078683.234098878,17199999.888241015,18078683.282190543
20200003.279522374,22321314.31882856,23200012.95105231,22321336.25510483,20199994.78653197,18078682.742218155,17200007.968114283,18078673.28813505
20200014.055455443,22321330.90201897,23200009.740582794,22321319.361298192,20200002.91065811,18078664.095816027,17200014.15791067,18078690.979445174
20200032.5711504,22321325.983712938,23200004.492115196,22321326.08433791,20200020.82727899,18078676.033642065,17200005.757135663,18078702.802783195
20199981.595669005,22321323.105796125,23200015.497607943,22321309.41828082,20200012.99258007,18078674.335215684,17200028.95126679,18078696.609666914
20200013.467934586,22321330.61955112,23200014.86832178,22321325.001705457,20200003.486651998,18078678.58350908,17199997.54205148,18078685.83129497
20200002.42702933,22321329.86677774,23200020.58040658,22321333.347668707,20200004.385938063,18078679.01590259,17199987.21063927,18078698.348213114
20200006.73478131,22321318.415720537,23200027.63937,22321328.959775724,20199989.453811426,18078683.604909934,17200011.996614497,18078673.86407475
20200002.583405495,22321323.189250566,23200014.87799595,22321313.91671218,20200003.71414117,18078691.68634218,17199996.796588637,18078683.16985704
20200026.8908941,22321339.04623941,23199983.193784487,22321321.95529589,20200007.94455174,18078681.215084404,17200010.384802718,18078680.428253677
20200007.317055188,22321336.42388169,23199995.90348247,22321328.600100733,20200002.78226366,18078670.759220917,17200012.597380873,18078679.99473816
20199990.32860394,22321329.556498993,23199982.345547173,22321319.87021859,20200011.51089038,18078667.09014382,17200013.37559732,18078680.115198556
20199995.676372357,22321321.80445428,23200005.903385617,22321334.917194054,20200001.104952287,18078701.605605543,17200001.64377873,18078691.70281881
20200019.815281857,22321338.25560939,23199996.106119595,22321313.54497043,20200028.681275047,18078686.760894,17200001.00192343,18078691.25140348
20200005.174195196,22321334.734108094,23199991.343858633,22321329.025088765,20200000.815679144,18078680.40311418,17200024.77307725,18078700.024477728
20200022.95431748,22321327.16171072,23200029.37402424,22321313.72736819,20200018.45590336,18078695.71766893,17200018.165969227,18078698.854954727
20200015.4971144,22321322.623163633,23200007.925741456,22321306.804406524,20200003.673584856,18078675.950854518,17199990.74883665,18078706.551697385
20199999.483506255,22321324.119475186,23199982.641929694,22321341.370189015,20200002.509220466,18078707.19782632,17200023.292193417,18078685.35855308
20200000.35322701,22321314.90932973,23200008.684502456,22321332.954648018,20199999.958816875,18078681.644882474,17200005.630724523,18078670.055688165
20199990.842433855,22321314.75914004,23199996.767180488,22321310.601034455,20200006.311196174,18078688.1798936,17199998.12938306,18078669.09848809
20200019.192808606,22321333.585228,23199984.837158088,22321306.742677614,20199999.94288841,18078687.508860063,17200018.9358587,18078700.918312106
20200011.944656715,22321322.115099173,23200011.01149249,22321336.319833796,20200010.470327932,18078701.14859747,17200009.43476676,18078678.220504873
20199996.091001526,22321340.840309396,23199983.941762846,22321321.176085487,20200015.626501597,18078675.581443083,17199997.20037695,18078695.945282612
20200015.45526502,22321338.20582522,23200014.726366546,22321321.334135365,20200013.92815629,18078688.82492714,17199997.718132813,18078681.490161005
20199993.064113628,22321322.642575063,23200001.16363171,22321329.476649627,20200019.174207527,18078688.990382977,17199997.482046697,18078670.948753055
20200008.544857807,22321326.266627762,23200012.424441207,22321325.26492687,20200019.779162914,18078684.97338059,17200019.33944744,18078685.432281446
20199997.6758256,22321313.06836451,23199995.38316438,22321332.946467232,20200007.499107532,18078686.85881621,17200014.08598763,18078700.23903092
20200014.076873608,22321336.576718435,23200021.510258365,22321322.813304633,20200013.090754755,18078677.75707479,17199990.657627676,18078668.35138369
20200010.31951523,22321314.07499678,23200000.108680684,22321346.802609578,20199995.41468738,18078690.05733898,17200009.875617087,18078685.438408684
20200000.192321938,22321333.664488807,23200009.80507081,22321339.891034503,20200008.87478042,18078706.325958036,17200000.961390655,18078697.87816503
20199993.25884562,22321335.170362234,23200012.38738953,22321310.615986496,20199995.66366437,18078665.32105852,17199994.270222384,18078693.786671594
20199987.081658624,22321345.014065214,23199992.9954346,22321316.42578856,20200016.956328914,18078683.563342396,17200002.645150926,18078677.68190773
20200011.932510294,22321335.568020035,23200017.289770577,22321330.227460794,20199991.170635737,18078687.34627495,17200014.341858972,18078687.561634876
20199985.85883685,22321320.044341695,23200008.02480289,22321340.550207663,20200005.43695925,18078662.800933763,17200002.419724576,18078673.150130536
20200006.367826767,22321321.59695929,23200000.756196782,22321316.207409143,20200012.720633585,18078699.827056896,17200007.763594892,18078698.37168482
20200009.907342177,22321330.40630442,23200002.730834696,22321337.650818236,20199995.702018645,18078694.82824505,17200000.04820926,18078688.1635353
20200014.883834977,22321325.265162267,23199997.719436247,22321311.97428105,20200007.85172838,18078686.384339888,17199995.509651035,18078682.20875913
20200021.811984923,22321319.175763987,23199993.28001084,22321331.35471005,20200006.461696018,18078683.505266767,17200018.897904556,18078690.836773865
20200009.336285062,22321322.577570885,23200000.92502497,22321340.72759689,20199985.377262052,18078685.721853785,17200006.047965426,18078687.36838944
20200019.006014716,22321324.657926105,23200012.03023118,22321336.185770355,20199997.304642603,18078684.29738903,17199998.14113202,18078690.523564637
20200035.52276298,22321337.61816562,23200004.646144617,22321318.82931253,20199993.83657878,18078675.33743224,17200024.249394923,18078688.432720747
20200010.52534923,22321340.456995737,23200012.719167344,22321320.067862686,20200000.462692186,18078690.695327148,17200002.383374847,18078688.13052683
20199980.506504264,22321319.80100385,23200006.84647652,22321332.4518194,20200013.78997828,18078680.77689887,17200005.39075768,18078689.496462032
20200003.016729683,22321344.464282632,23200011.067106847,22321319.74263379,20199994.68001188,18078671.233229075,17200004.59519219,18078671.958269086
20200014.077707704,22321329.558566194,23199997.35660808,22321316.870342202,20199998.533745892,18078692.005433854,17199996.960542448,18078684.4909162
20200023.569054097,22321322.194020703,23200014.042579312,22321326.048512176,20200018.924431313,18078679.04117457,17200006.073831093,18078677.96565259
20200017.26243065,22321321.88855203,23199988.29937513,22321313.037619203,20200020.871709105,18078670.008700013,17200005.74009846,18078716.546449218
20200003.31422368,22321318.423156187,23200009.972640943,22321344.139520623,20200004.9018405,18078675.16762527,17200010.623097256,18078688.24105945
20200016.212662265,22321332.24046639,23199985.834142722,22321339.383030523,20200008.10275518,18078694.170240104,17199990.870852504,18078682.336661063
20200020.229400646,22321339.15741773,23200016.328445792,22321325.26516628,20200016.01117841,18078684.25183539,17200024.005465534,18078676.4052431
20200012.547430255,22321339.099133622,23200013.81955303,22321315.306405943,20199998.76372846,18078664.73591704,17200016.59641146,18078663.720191706
20199992.844005905,22321309.596182786,23200024.76501665,22321340.372911446,20200007.51684273,18078685.770251688,17200014.619969755,18078691.574497085
20200003.952531412,22321304.533272285,23200017.03030439,22321325.592621077,20200002.765922744,18078688.826723427,17200020.18577997,18078685.332415238
20200005.23536133,22321320.3487654,23199980.743653852,22321314.541422885,20200013.47596264,18078676.908137638,17200002.29774816,18078702.30355739
20199999.645932358,22321328.754844874,23199999.45997532,22321327.564191323,20200002.03252748,18078687.358460274,17199996.163187165,18078675.305183113
20200020.433517966,22321331.40747134,23200014.513581995,22321339.2822875,20199994.248711362,18078699.691125963,17200010.159956533,18078681.393444218
20200016.56322088,22321326.387268465,23199996.426360264,22321343.96997149,20199991.77548482,18078691.165512383,17200011.62709454,18078683.842847336
20200024.6482638,22321320.02935531,23199985.189095803,22321322.95464315,20199997.875701007,18078681.830968786,17200002.089978628,18078683.701907042
20200016.20054876,22321319.382827017,23200022.141995735,22321333.76967582,20200009.253839213,18078692.78263787,17200004.68112493,18078702.237830173
20199998.521471426,22321333.63608301,23200028.73949872,22321312.321263995,20200016.42084016,18078674.711426858,17200005.96103224,18078689.126471568
20200004.349996474,22321336.78133501,23200009.76320836,22321342.2731795,20199999.80554798,18078688.056777846,17200018.01762472,18078676.10664238
20200016.703325946,22321337.914559547,23199976.592023216,22321322.635530256,20200020.76387802,18078707.127690118,17200015.63212672,18078684.20334819
20199992.930526134,22321317.075555537,23200026.17691308,22321317.520605262,20200011.89534662,18078680.646901958,17200007.021197245,18078688.68969228
20200001.00190456,22321305.826559987,23199987.109906726,22321307.885162584,20200019.963230483,18078681.47973021,17200009.26434513,18078668.434580974
20200005.83399654,22321310.97658233,23200002.28081606,22321335.564562824,20199996.85177282,18078692.061395716,17200006.455585342,18078684.972040243
20199999.234987,22321327.39001232,23200023.596262466,22321322.31739077,20200010.76517453,18078702.01219015,17200008.62667855,18078684.468397018
20200009.155236937,22321353.762921024,23200025.83520438,22321335.29686443,20200008.61094505,18078681.065995373,17200000.7536287,18078677.153029144
20200000.26127711,22321337.7961871,23200000.698074177,22321338.486950617,20200023.31355521,18078672.008320678,17199997.068381872,18078682.72612654
20200006.29979,22321339.395523574,23200005.73895936,22321339.895742577,20200005.786951113,18078693.765908785,17199991.90221447,18078688.346777078
20200025.953096732,22321316.972391196,23200019.6835323,22321331.232513595,20200008.804263186,18078688.567139987,17200013.106096227,18078696.20805957
20200013.58105989,22321316.937053148,23200004.78147583,22321338.79108257,20200017.96970276,18078688.61687477,17199980.210235834,18078718.678258583
20200017.615636315,22321351.488615237,23199998.47113522,22321329.946331773,20199997.967555944,18078679.94884046,17200008.196603615,18078680.722965904
20200015.71091324,22321329.063443735,23200012.387844507,22321326.59983567,20200005.762929026,18078685.73552665,17200020.65877053,18078695.111782204
20199993.864064977,22321330.39160364,23199999.06774176,22321327.740111295,20200002.494884226,18078666.414378986,17199998.972046968,18078693.00292226
20200007.69243951,22321320.298215434,23200005.637519438,22321332.137735505,20200012.811757434,18078678.436995946,17199998.465960525,18078673.34165747
20200010.546770252,22321332.509421267,23199997.708077952,22321329.575240936,20200006.89007261,18078675.00081186,17200014.36694643,18078679.845444337
20199985.838455275,22321329.15498943,23200012.077727564,22321337.47661946,20199990.427980047,18078699.67241386,17199990.76071843,18078692.842108168
20199999.33347913,22321331.839599557,23199979.222758118,22321328.447157238,20200013.589839205,18078695.90853918,17200023.121329855,18078685.510780107
20200004.030917592,22321340.510148086,23200012.85782168,22321344.174397476,20200014.90500708,18078660.82943834,17199999.73922434,18078687.64448172
20200005.65671514,22321342.030919857,23200020.551881637,22321319.111554746,20200013.818108115,18078663.780602086,17200000.950796995,18078699.680587053
20200011.51607131,22321349.891962748,23199998.190985277,22321343.983398043,20199998.5199147,18078688.5263574,17200017.048417963,18078694.55861895
20199989.271734286,22321324.842653904,23200004.30098009,22321332.155353647,20200010.128298603,18078682.50231841,17200021.694257505,18078688.8792379
20200014.36452346,22321318.79410645,23200016.182273697,22321319.059023585,20200000.25488594,18078682.75969499,17200011.28710417,18078692.688088696
20200019.851124745,22321317.409509115,23200001.092321493,22321325.961757526,20199982.015586395,18078702.4920811,17200014.12325413,18078697.004676327
20200014.21593781,22321326.24726701,23199996.198416885,22321352.519703586,20200001.792310435,18078692.522926945,17200012.960110012,18078677.941815652
20200005.606320314,22321310.10570735,23200007.072224952,22321331.629662808,20200023.993500687,18078682.96460625,17200006.156262938,18078678.335202545
20200016.079972472,22321313.153853856,23200027.340453394,22321330.03795515,20200018.737455003,18078704.47538034,17200007.769377198,18078694.650711324
20200005.613422044,22321335.655711856,23199983.705058645,22321308.843190577,20200014.41582809,18078697.136730693,17200013.83782885,18078691.570185017
20200017.790363953,22321340.70060365,23200003.787944064,22321314.234224208,20199999.66891534,18078684.64390653,17200013.87932183,18078679.539780997
20200004.401709784,22321315.5215959,23200025.47414716,22321332.651027735,20199988.782918308,18078699.262222398,17200007.006471567,18078669.184091337
20200011.41352523,22321309.08174682,23199990.685076013,22321327.711163986,20199996.42256373,18078673.759469066,17200018.299875215,18078700.740518764
20200020.650563847,22321324.850368313,23200006.22100636,22321325.376560844,20199997.114298,18078682.77645521,17200012.337568294,18078684.189085376
20200000.18108117,22321328.46954609,23199988.193073712,22321348.963299137,20200024.09823809,18078682.194116175,17200001.912094187,18078695.187228642
20199996.6398653,22321317.194649544,23200003.083597288,22321305.202089958,20199996.78862277,18078675.335921064,17200014.00317325,18078699.18351939
20200019.03838814,22321327.789156657,23200012.1138363,22321342.56567893,20200010.013148513,18078686.33817635,17200001.75367512,18078692.365617704
20200008.26238244,22321336.698250934,23200010.497490402,22321324.88252839,20199993.011968434,18078691.897525337,17200018.745916896,18078690.31682116
20200014.82596575,22321316.792085536,23200001.399571255,22321326.824003067,20200027.679225307,18078672.315683052,17200012.941864494,18078691.1274184
20200005.43266625,22321314.564698715,23200007.61048501,22321334.024057414,20200000.850424394,18078671.305311132,17200024.493969083,18078683.040656283
20200003.516720325,22321326.82067145,23200006.75000693,22321329.666417457,20200022.54001165,18078679.20268911,17200013.842683915,18078670.943026755
20199995.448897988,22321325.91135508,23200006.561619643,22321337.678988677,20200014.227738228,18078688.984234404,17200001.681696698,18078679.848686088
20200005.216058455,22321307.350061808,23200002.056900438,22321333.756945338,20200014.30860773,18078713.737154316,17200015.125365473,18078693.935390715
20199992.880271144,22321332.59015991,23200012.61909875,22321321.755333472,20200000.109594587,18078664.49804872,17200009.901840463,18078675.54755339
20200026.897929035,22321326.51062308,23200022.378836993,22321312.601655986,20200003.113359433,18078674.622991126,17200017.66977513,18078670.433258418
20200008.551392578,22321312.079253316,23200018.47310352,22321338.86425687,20200002.317159016,18078691.938985676,17200000.918139093,18078695.383333016
20200011.61971741,22321338.01930518,23200021.182769105,22321325.7195458,20199999.4491326,18078688.91800172,17200007.789826427,18078698.422603175
20200011.301801916,22321334.870890994,23200007.507119566,22321318.266530443,20200001.02802267,18078707.383898996,17199998.407040197,18078685.013875518
20200008.571362503,22321331.53760713,23200003.563234046,22321314.32379809,20200003.975565184,18078681.977069754,17199975.563679714,18078691.460636757
20199998.272125553,22321328.645062387,23200014.377691258,22321309.283302322,20199993.590741813,18078677.949703455,17200006.947214123,18078678.077491112
20200000.92172186,22321322.136288084,23200013.85484277,22321320.492750067,20200006.862750888,18078695.992960654,17199998.159996428,18078685.13529246
20199990.227451183,22321334.694732547,23200005.949138895,22321329.483391732,20200005.461452316,18078699.253326256,17200003.15118301,18078685.319157094
20200006.496173143,22321325.98734598,23200013.203607272,22321316.07190197,20199993.678513404,18078686.336152192,17200008.00221555,18078686.971805736
20200012.02414825,22321295.573093098,23199996.05114089,22321312.0034219,20200027.76790259,18078669.916135717,17200003.936401322,18078695.474814106
20200022.175759193,22321326.7411792,23200012.804221723,22321325.966645695,20199995.779373575,18078684.05109409,17200012.134988707,18078676.001672626
20200022.34236515,22321306.621540267,23200021.344074417,22321341.893754233,20200012.565577514,18078695.86467038,17200018.167137075,18078684.359180093
20200023.586188424,22321338.609024264,23200014.116599683,22321317.829356987,20200011.56238416,18078683.411308438,17200006.148870546,18078699.590988412
20200017.671241164,22321300.96076956,23200005.10851845,22321332.472018726,20200006.785921793,18078690.71018862,17200004.16535653,18078672.42916481
