carrier_phase_1,carrier_phase_2,carrier_phase_3,carrier_phase_4,carrier_phase_5,carrier_phase_6,carrier_phase_7,carrier_phase_8
107594255.39876805,123191666.44311137,126432571.09629627,124476834.8537809,111151565.96719481,104694889.04941525,94978194.39733323,102732505.48026936
107594432.28283408,123191663.91003413,126432596.69762562,124476923.48602149,111151450.90122183,104694825.76917952,94978057.27280517,102732427.0183902
107594261.44974144,123191616.01548083,126432556.79586402,124476851.09994286,111151505.95465451,104694830.43335249,94978129.26652022,102732477.32519992
107594380.84456702,123191686.25842144,126432454.59724341,124476865.01058522,111151423.21729605,104694711.63933665,94978126.72710349,102732502.27550825
107594302.29733926,123191677.84038377,126432540.84949537,124476828.45193097,111151578.36634368,104694751.78795317,94978141.0985069,102732478.32289219
107594293.47990781,123191721.27534765,126432576.28097863,124476820.67994809,111151545.35952951,104694772.19466926,94978066.70032625,102732513.18423142
107594361.50650038,123191612.16105193,126432520.63931789,124476854.70773761,111151485.87318023,104694874.31410484,94978197.5302684,102732361.88449991
107594341.36839363,123191610.74901654,126432645.19151571,124476793.7569778,111151528.50781184,104694711.71404883,94978142.36739762,102732480.12206863
107594368.72940297,123191609.84482428,126432599.11623426,124476828.59364086,111151428.73587483,104694673.02838838,94977986.2947433,102732395.46682805
107594324.63979042,123191730.47427985,126432572.42767935,124476813.11954868,111151514.77840038,104694755.90602016,94978054.01998462,102732370.59021822
107594231.30521542,123191755.33190149,126432582.64666522,124476764.45688537,111151508.1676387,104694826.64201164,94978134.94345225,102732462.16048703
107594402.80458777,123191652.21267307,126432522.72883475,124476724.15579905,111151479.93647924,104694713.62279359,94978023.17890938,102732574.18861939
107594343.42181037,123191677.63626681,126432538.59255815,124476714.77982146,111151497.27424149,104694830.08914682,94978086.82907863,102732363.60307537
107594202.71663943,123191691.06548254,126432539.6222842,124476849.5518959,111151542.68910252,104694794.66846177,94978104.54258661,102732433.02301575
107594358.99416675,123191609.35670514,126432510.38699596,124476857.68218875,111151462.9636698,104694723.10230945,94978145.82114016,102732451.71472575
107594298.46996519,123191658.41164722,126432555.90149203,124476806.34764051,111151510.96279627,104694836.73361537,94978092.59762457,102732472.37643214
107594211.20649943,123191670.33381496,126432484.14297344,124476742.04432778,111151560.60792854,104694739.03061005,94978116.7645657,102732426.76015349
107594289.74456513,123191684.45605099,126432513.90859582,124476856.52095841,111151468.61678086,104694721.39405786,94978156.32642315,102732642.01246968
107594310.40205827,123191677.27490138,126432483.15547645,124476791.02087413,111151451.65525569,104694840.79623567,94978196.0999848,102732403.47459087
107594356.78891625,123191629.10375944,126432475.08854812,124476712.23499131,111151472.66226815,104694751.8622725,94978089.23707996,102732455.13818243
107594316.30706765,123191602.42548119,126432579.35304043,124476858.67306286,111151432.68409133,104694749.28330012,94978131.7025969,102732402.60907635
107594372.91584688,123191689.55414188,126432562.49961331,124476769.91795148,111151475.35949993,104694651.3009862,94978164.23474094,102732495.55471472
107594470.21482335,123191663.71660677,126432534.91931394,124476805.2407549,111151569.51210819,104694714.02113967,94978120.08204487,102732557.70739423
107594202.37297848,123191648.6012723,126432592.7489982,124476717.68336257,111151528.37419698,104694705.09332846,94978241.97572094,102732525.16243535
107594369.84298012,123191688.07294372,126432589.43286031,124476799.54287149,111151478.4040463,104694727.43102981,94978076.92414986,102732468.50659865
107594311.83366837,123191684.13672881,126432619.47336458,124476843.38809675,111151483.1076122,104694729.69617431,94978022.65201041,102732534.29108328
107594334.47496374,123191623.96213505,126432656.5496323,124476820.35977367,111151404.64020488,104694753.80213204,94978152.86175168,102732405.61774932
107594312.65051481,123191649.0344612,126432589.49031197,124476741.30534482,111151479.57595481,104694796.3070844,94978072.99636118,102732454.52053061
107594440.38412957,123191732.35726978,126432422.99809055,124476783.54369849,111151501.80228733,104694741.26758273,94978144.41035682,102732440.12794517
107594337.5241069,123191718.57635528,126432489.77822524,124476818.45566885,111151474.688111,104694686.32578556,94978156.0478952,102732437.85216671
107594248.25288433,123191682.50979851,126432418.55280082,124476772.58979586,111151520.57644165,104694667.02247025,94978160.09471364,102732438.4839336
107594276.34838058,123191641.75192371,126432542.33765124,124476851.66078256,111151465.88492706,104694848.40367,94978098.473393,102732499.37650695
107594403.20015086,123191728.21839188,126432490.83854613,124476739.3270213,111151610.80001858,104694770.41315259,94978095.09441721,102732497.00875266
107594326.26075527,123191709.68645564,126432465.81501435,124476820.69294547,111151464.37675801,104694737.00890449,94978220.01662795,102732543.09243464
107594419.69281276,123191669.88726462,126432665.6562181,124476740.31675246,111151557.05935591,104694817.45648073,94978185.31006335,102732536.94984803
107594380.49876131,123191646.07171027,126432552.95654504,124476703.93882051,111151479.3797795,104694713.5887963,94978041.20723382,102732577.39807352
107594296.36300254,123191653.90157628,126432420.10361461,124476885.57059516,111151473.27937114,104694877.80511011,94978212.2264693,102732466.04387994
107594300.92561209,123191605.52955735,126432556.94699182,124476841.33999391,111151459.86090174,104694743.51438813,94978119.40122724,102732385.61059037
107594250.95396368,123191604.72117819,126432494.31297436,124476723.86495897,111151493.25140063,104694777.84630539,94978080.02677472,102732380.592797
107594399.93797268,123191703.6492553,126432431.63471033,124476703.60687846,111151459.77899681,104694774.33567141,94978189.34258108,102732547.78882335
107594361.85884294,123191643.37894006,126432569.17281282,124476859.02134773,111151515.08433436,104694845.99938686,94978139.38682479,102732428.52010179
107594278.54083724,123191741.77902621,126432426.94682397,124476779.4542548,111151542.17207463,104694711.64889362,94978075.12105395,102732521.65755935
107594380.30060743,123191727.95706272,126432588.69598687,124476780.26592638,111151533.26041655,104694781.24334049,94978077.84622616,102732445.6976197
107594262.61420958,123191646.15703101,126432517.43103972,124476823.06832841,111151560.83987506,104694782.11278296,94978076.60579027,102732390.31839862
107594343.97006214,123191665.20547603,126432576.59344651,124476800.951384,111151564.01015052,104694761.0093456,94978191.46385567,102732466.41649644
107594286.85549988,123191595.84563707,126432487.04218894,124476841.29122506,111151499.48956768,104694770.91804366,94978163.84196478,102732544.22008964
107594373.0425407,123191719.3646582,126432624.34652324,124476788.05740999,111151528.85997783,104694723.0801754,94978040.73687902,102732376.67649952
107594353.29913674,123191601.15136065,126432511.88635439,124476914.1083299,111151435.9865287,104694787.7270007,94978141.71371081,102732466.45178503
107594300.09014791,123191704.0910821,126432562.82787727,124476877.80060367,111151506.69141261,104694873.19444074,94978094.9018639,102732531.82873166
107594263.63633059,123191712.00449295,126432576.40946986,124476723.94710565,111151437.28961118,104694657.74157149,94978059.74297005,102732510.32202722
107594231.17824234,123191763.7092493,126432474.4978065,124476754.46789879,111151549.18069154,104694753.61161625,94978103.73013937,102732425.70740485
107594361.76558755,123191714.08303085,126432602.16612694,124476827.01753262,111151413.68503447,104694773.48228864,94978165.21478459,102732477.61442265
107594224.768186,123191632.50653994,126432553.48658873,124476881.24808203,111151488.65417832,104694644.49978921,94978102.55189633,102732401.88489166
107594332.53954421,123191640.65707338,126432515.2761475,124476753.35297464,111151526.92478026,104694839.06047286,94978130.6334146,102732534.42130797
107594351.14669982,123191686.95827799,126432525.66175346,124476866.03166531,111151437.49023193,104694812.7994697,94978090.097734,102732480.77345228
107594377.27777754,123191659.94727904,126432499.31746794,124476731.10559541,111151501.34369,104694768.42756659,94978066.22831519,102732449.48085721
107594413.68732357,123191627.93625914,126432475.99567519,124476832.9230812,111151494.0391196,104694753.3052515,94978189.1265127,102732494.8272974
107594348.12826799,123191645.84069723,126432516.1839384,124476882.1838053,111151383.22160271,104694764.94133621,94978121.6210013,102732476.56826189
107594398.95072691,123191656.73634665,126432574.53507245,124476858.31568418,111151445.89938597,104694757.47420433,94978080.07141545,102732493.16647522
107594485.73265897,123191724.8294115,126432535.7487179,124476767.10020469,111151427.68489505,104694710.37613387,94978217.24883197,102732482.1733313
107594354.3790814,123191739.77836867,126432578.14002241,124476773.63092336,111151462.48781513,104694791.07742807,94978102.3673858,102732480.60326591
107594196.64021324,123191631.22151922,126432547.2997529,124476838.70417051,111151532.5400121,104694738.96095647,94978118.16005853,102732487.778855
107594314.90796377,123191760.82785246,126432569.46788406,124476771.91512224,111151432.12493183,104694688.80206786,94978113.99874829,102732395.59957391
107594373.03749113,123191682.5156193,126432497.42604582,124476756.82425909,111151452.37315498,104694797.97405653,94978073.85721548,102732461.46179327
107594422.90278135,123191643.78615938,126432585.10267894,124476805.05534624,111151559.5092658,104694729.84192052,94978121.75723168,102732427.18552068
107594389.77604361,123191642.19351089,126432449.81664254,124476736.67836076,111151569.7517577,104694682.3828743,94978119.99198946,102732629.92259721
107594316.48555909,123191623.98892646,126432563.72604537,124476900.12511407,111151485.8160105,104694709.50107305,94978145.65157533,102732481.17785059
107594384.25933477,123191696.60035361,126432436.85050307,124476875.14064899,111151502.65032174,104694809.31444216,94978041.8828893,102732450.15136673
107594405.36740108,123191732.94067994,126432597.11807145,124476800.9355389,111151544.2214278,104694757.22829624,94978215.98123868,102732418.98419084
107594365.01462191,123191732.63438317,126432583.9151632,124476748.61438052,111151453.57801767,104694654.68304805,94978177.04640591,102732352.33038604
107594261.46123555,123191577.61096852,126432641.44412562,124476880.30402169,111151499.55908607,104694765.20131983,94978166.66243383,102732498.7098094
107594319.82777528,123191550.98796302,126432600.82133028,124476802.66035503,111151474.62713699,104694781.2523437,94978195.91670735,102732465.90361138
107594326.56788604,123191634.0996796,126432410.12867247,124476744.58456206,111151530.90692176,104694718.63419127,94978101.90673614,102732555.06509717
107594297.20694686,123191678.26560819,126432508.47281392,124476812.99703635,111151470.75216195,104694773.55097342,94978069.65850878,102732413.21440272
107594406.46121787,123191692.21947464,126432587.57214664,124476874.59619011,111151429.83842228,104694838.34317915,94978143.21820444,102732445.21039143
107594386.0980164,123191665.84282185,126432492.52879499,124476899.22450615,111151416.86211056,104694793.55288371,94978150.92594376,102732458.0946413
107594428.57728808,123191632.4129019,126432433.46330489,124476788.79249074,111151448.88551411,104694744.49803697,94978100.81455205,102732457.32172616
107594384.21265191,123191629.0136281,126432627.66810669,124476845.6325656,111151508.705073,104694802.04669368,94978114.44111794,102732554.74752642
107594291.29374182,123191703.9314865,126432662.33875309,124476732.93575624,111151546.35614885,104694707.08680071,94978121.15751156,102732485.83630249
107594321.93105306,123191720.45819488,126432562.62110358,124476890.30842231,111151459.07224524,104694777.21385194,94978184.50493063,102732417.41527532
107594386.8475713,123191726.4038336,126432388.30955365,124476787.11449301,111151569.17684184,104694877.4256518,94978171.9799478,102732459.97380155
107594261.90654361,123191616.89636907,126432648.8766117,124476760.255524,111151522.58715305,104694738.2571393,94978126.7386845,102732483.53236921
107594304.33495931,123191557.78558432,126432443.56150913,124476709.58617209,111151564.98299192,104694742.64088602,94978138.51215377,102732377.09775294
107594329.72630309,123191584.84681873,126432523.30352016,124476855.06174353,111151443.53831324,104694798.26768692,94978123.76682238,102732464.01472642
107594295.04279345,123191671.11588195,126432635.310102,124476785.43491146,111151516.63944702,104694850.55183503,94978135.16491692,102732461.34850113
107594347.18258622,123191809.70857377,126432647.0938572,124476853.66268358,111151505.31272863,104694740.46671303,94978093.7967532,102732422.89192663
107594300.44949743,123191725.78938636,126432514.95960242,124476870.42406106,111151582.59729837,104694692.87845057,94978074.42325872,102732452.18526892
107594332.18462804,123191734.175866,126432541.48418044,124476877.82699116,111151490.47960708,104694807.22923043,94978047.27339579,102732481.72471525
107594435.45186043,123191616.37087698,126432614.73822191,124476832.28055465,111151506.35036322,104694779.88795382,94978158.72022611,102732523.056208
107594370.43413895,123191616.18397371,126432536.43320216,124476872.00813521,111151554.49340788,104694780.13430138,94977985.83911926,102732641.10545382
107594391.63458364,123191797.73825479,126432503.2799844,124476825.53668974,111151449.40362144,104694734.58256033,94978132.89815685,102732441.68474261
107594381.62102291,123191679.8909758,126432576.40483378,124476807.95273532,111151490.34875695,104694765.03476496,94978198.38335562,102732517.29972981
107594266.82630512,123191686.87017903,126432506.40901692,124476813.94997054,111151473.18841544,104694663.47440834,94978084.43857329,102732506.20354813
107594339.49238622,123191633.8496423,126432540.9480888,124476837.05253519,111151527.38946839,104694726.66688964,94978081.77444237,102732402.88958073
107594354.4915626,123191698.00813112,126432499.26446958,124476823.58701386,111151496.25843315,104694708.61588116,94978165.3350033,102732437.06007817
107594224.64413005,123191680.36901115,126432574.77662575,124476865.11220317,111151409.77529445,104694838.26768537,94978041.29334962,102732505.3611165
107594295.58862124,123191694.47333907,126432402.14060782,124476817.65336762,111151531.4830398,104694818.48282646,94978211.32904011,102732466.85104628
107594320.24218689,123191740.04875693,126432578.86658205,124476900.31149922,111151538.41288811,104694634.14028013,94978088.46200493,102732478.05417454
107594328.79027085,123191748.04006739,126432619.31195089,124476768.59725215,111151532.68856372,104694649.63977015,94978094.83605519,102732541.28837188
107594359.57538776,123191789.34003071,126432501.79264978,124476899.3073128,111151452.29001662,104694779.68998595,94978179.41549769,102732514.38366911
107594242.67823045,123191657.72318107,126432533.91794024,124476837.15174,111151513.28998184,104694748.03363982,94978203.82952732,102732484.53140356
107594374.55537167,123191625.94149175,126432596.34069303,124476768.3372862,111151461.40330686,104694749.37435576,94978149.15499584,102732504.52862254
107594403.37677464,123191618.65952843,126432517.03639671,124476804.60878177,111151365.56008211,104694853.05861266,94978164.04070407,102732527.22876072
107594373.77221663,123191665.10544632,126432491.35190614,124476944.1620401,111151469.48242474,104694800.6930263,94978157.93161991,102732427.0677673
107594328.54310061,123191580.26674142,126432548.48119293,124476834.39175348,111151586.15712667,104694750.45131353,94978122.18686363,102732429.12084074
107594383.57821988,123191596.29964925,126432654.9761403,124476826.00780016,111151558.53491071,104694863.4650178,94978130.65675405,102732514.8599786
107594328.56864895,123191714.5442841,126432425.68544874,124476714.62993652,111151535.81645808,104694824.91306643,94978162.53948332,102732498.6671418
107594392.56304033,123191741.04557686,126432531.20181847,124476742.97533305,111151458.33946975,104694759.27763692,94978162.77002056,102732435.4764897
107594322.1951864,123191608.73709047,126432645.17339893,124476839.75947626,111151401.13729048,104694836.08779931,94978126.65852971,102732381.0340055
107594359.04947338,123191574.89938629,126432462.36114834,124476813.8006167,111151441.26988277,104694702.08353655,94978185.97801507,102732546.85918082
107594407.60077815,123191657.7608401,126432544.01181275,124476801.52013001,111151444.91353679,104694749.47069365,94978154.66966124,102732459.89086175
107594300.00914726,123191676.77476746,126432449.2880592,124476925.44700152,111151586.70223188,104694746.39103088,94978099.87058091,102732517.67996761
107594281.42753197,123191617.53563951,126432527.52398007,124476695.52478684,111151443.19490784,104694710.36504962,94978163.41927966,102732538.68511133
107594399.11514913,123191673.20731178,126432574.97684065,124476891.85275716,111151512.69865723,104694768.19446307,94978099.04302517,102732502.87046021
107594342.4935423,123191720.014963,126432566.47211087,124476798.92076328,111151423.33767761,104694797.39579293,94978188.33512782,102732492.08121774
107594376.97535546,123191615.41497503,126432518.6715348,124476809.1317873,111151605.50573227,104694694.4950834,94978157.83781797,102732496.33615077
107594327.63370852,123191603.70468843,126432551.30430318,124476846.96787064,111151464.55578685,104694689.17145458,94978218.54426919,102732453.82714488
107594317.55044356,123191668.0981385,126432546.76692998,124476824.06368956,111151578.5032845,104694730.68806612,94978162.60744525,102732390.27568677
107594275.15304539,123191663.31694295,126432545.79196902,124476866.18348311,111151534.86055265,104694782.06809616,94978098.65454903,102732437.07346559
107594326.49526352,123191565.79845686,126432522.11397558,124476845.56951682,111151535.26996838,104694912.15639095,94978169.3020244,102732511.1191264
107594261.66666357,123191698.44402735,126432577.6190332,124476782.49735197,111151460.6444186,104694653.4126749,94978141.88392693,102732414.48089619
107594440.41951343,123191666.47944908,126432628.90721852,124476734.4040084,111151476.44602682,104694706.62156272,94978182.68006319,102732387.60630548
107594344.01145315,123191590.66021366,126432608.3846425,124476872.40454333,111151472.23559496,104694797.61657842,94978094.66598848,102732518.71770225
107594360.14500189,123191726.97232872,126432622.61359999,124476803.33075427,111151457.16711164,104694781.73522536,94978130.76197912,102732534.68684131
107594358.45888063,123191710.43140592,126432550.77647305,124476764.16422606,111151465.46819873,104694878.77467129,94978081.48403046,102732464.19567113
107594344.1209508,123191692.89117385,126432530.03032154,124476743.44851427,111151480.96863157,104694745.27683906,94977961.43122016,102732498.08858211
107594289.98633647,123191677.71138087,126432586.84659132,124476716.94023608,111151426.40532446,104694724.112551,94978126.3499146,102732427.7698813
107594303.90796721,123191643.49563116,126432584.10366003,124476775.87336382,111151496.13041349,104694818.90623288,94978080.14607161,102732464.87239932
107594247.71256946,123191709.48923056,126432542.571994,124476823.09169102,111151488.78423002,104694836.05876498,94978106.39232677,102732465.82775041
107594333.2172183,123191663.73063879,126432580.69204855,124476752.63328607,111151426.83837742,104694768.16961825,94978131.88529399,102732474.51372395
107594362.26848827,123191503.90175104,126432490.55544971,124476731.24742872,111151605.99930687,104694681.8870307,94978110.52160843,102732519.18462121
107594415.58622588,123191667.70009309,126432578.5964026,124476804.62953044,111151437.88458256,104694756.1597158,94978153.60555428,102732416.86334778
107594416.47307613,123191561.95852137,126432623.46186095,124476888.30753799,111151526.08691648,104694818.23826903,94978185.2909327,102732460.78639214
107594422.99952191,123191730.04874738,126432585.50089546,124476761.87419508,111151520.84036812,104694752.80372381,94978122.16049363,102732540.80770083
107594391.92002515,123191532.234603,126432538.14740722,124476838.81005849,111151495.74324962,104694791.14538209,94978111.7305252,102732398.08958763
107594252.7494028,123191608.13360278,126432607.17624427,124476842.43615843,111151530.39588389,104694679.52572948,94978096.29788512,102732413.43285665
