pseudorange_1,pseudorange_2,pseudorange_3,pseudorange_4,pseudorange_5,pseudorange_6,pseudorange_7,pseudorange_8
20199991.147763345,22321335.703707743,23200017.18660996,22321323.370393552,20200008.829183027,18078699.389037624,17200016.435029466,18078672.26489981
20200014.67421261,22321335.50357831,23200012.43592514,22321337.2311121,20199990.93107622,18078696.847488053,17199991.03025324,18078679.375174023
20199995.59329599,22321330.17705983,23200013.86168006,22321321.639024045,20200020.708181478,18078685.724344723,17200003.278230157,18078669.525556557
20200004.050726727,22321307.405182052,23200000.168959264,22321311.10911568,20200004.30491016,18078680.01470832,17200008.911197584,18078681.0769817
20200004.478613727,22321334.578665305,23200019.86899825,22321343.333073024,20200012.976266865,18078678.027593724,17200011.86758408,18078686.932069723
20200013.764063627,22321327.452018403,23200013.36630343,22321323.9007835,20200013.088364754,18078697.032250088,17200021.997018393,18078670.61737001
20200001.375223584,22321339.600423984,23199997.784591034,22321325.066052686,20200012.050305925,18078700.650925513,17199997.04817721,18078687.729998957
20200014.59339505,22321335.105652124,23200005.196558133,22321327.964030378,20200010.35283339,18078668.190788407,17199994.208426837,18078679.01611794
20199999.454042815,22321299.07140294,23200000.1784558,22321333.609403715,20199997.49147512,18078682.74040304,17200009.78117288,18078677.185982466
20200007.895573374,22321335.84347321,23200009.47258335,22321316.070824217,20199995.043267947,18078669.322870824,17199996.964420862,18078691.156510077
20200013.70971855,22321329.275854312,23199991.425333455,22321329.420770448,20200008.837106194,18078697.92212941,17200008.789539278,18078691.079037625
20200013.47473169,22321324.775413804,23200014.16778391,22321313.13437843,20200005.97165271,18078684.15261577,17200000.19128555,18078683.0894935
20199994.701211337,22321310.46743045,23200011.53995256,22321348.233042024,20200010.664205164,18078693.52475631,17199998.880238224,18078679.86704708
20200001.41214926,22321329.57397151,23199985.721133113,22321353.867878873,20200019.34736779,18078688.627802785,17200001.484001245,18078710.482567012
20200001.063169945,22321317.33064324,23200008.517200112,22321315.36670875,20200002.182943627,18078674.1668179,17200001.976353724,18078684.42436418
20200012.78381811,22321317.1904303,23200004.171162736,22321307.43144538,20200019.861456525,18078682.662044235,17200008.562587705,18078676.237505287
20200004.004424684,22321313.709460866,23200007.0424517,22321318.9137919,20200019.273245424,18078687.841284636,17199998.337604567,18078694.833977707
20199992.543719787,22321304.475687012,23200018.181060165,22321335.95310517,20200011.796834175,18078664.765322924,17199999.920711964,18078678.963784147
20199994.989533287,22321321.62315775,23200001.346136644,22321329.77329347,20200008.521843836,18078691.947274342,17200000.03642242,18078671.15117035
20199985.205206532,22321328.554833554,23200014.539569717,22321320.894755267,20199991.42738501,18078710.152293753,17200019.847506464,18078696.486425545
20199998.097591814,22321334.41372412,23199998.186228566,22321323.984074045,20200000.567582168,18078691.697348095,17199993.06717891,18078682.043152053
20200000.453506224,22321333.978600413,23200011.865335185,22321334.541653883,20200014.92320877,18078692.625173718,17199993.441411205,18078689.847532988
20200003.03305773,22321328.5390507,23200013.33598616,22321347.309288524,20200030.197139807,18078680.317681782,17200021.928446986,18078671.235530287
20200010.384746492,22321369.190484602,23200019.98147669,22321343.60147543,20200013.45838268,18078692.271313917,17200002.52037959,18078683.886245262
20200035.28955981,22321325.733252417,23200014.825747058,22321329.616552997,20200002.113706995,18078673.587081715,17200020.27390697,18078675.923700415
20200010.14912032,22321336.247241177,23200008.621816073,22321320.003383834,20200018.24424306,18078697.285613045,17200018.3713529,18078676.895607408
20199996.009485792,22321334.454322413,23200018.38964882,22321316.508330755,20200022.533284325,18078701.66692539,17199993.482771643,18078671.37443143
20200007.072447423,22321321.03241664,23199995.238068324,22321322.577392127,20200031.983484127,18078690.499832008,17200002.508873112,18078684.427462082
20200000.432931926,22321315.527325507,23200012.231342517,22321341.219639376,20200010.743801024,18078679.767187674,17200013.476594705,18078682.5801082
20200031.775622923,22321315.843938395,23199986.124179885,22321305.92284157,20199989.014518492,18078690.458303474,17200009.72250955,18078663.978506856
20200008.649660382,22321336.155284274,23200016.13757519,22321337.325455744,20199999.113527987,18078701.893002655,17200000.67785352,18078685.40442036
20200018.0078208,22321319.730485454,23200014.51435221,22321333.737360556,20200008.580936898,18078691.688165724,17200016.154490218,18078688.056731135
20200007.850523736,22321331.389224596,23200012.755898297,22321312.53060231,20200000.188134175,18078689.559294663,17200023.576055616,18078700.704190835
20200021.97416524,22321325.45119046,23200017.133066062,22321320.775877398,20200008.073210463,18078674.06298807,17199998.198375694,18078678.790206537
20199995.777180474,22321344.442939218,23200018.025224295,22321331.02591725,20200025.752194583,18078681.71363111,17200011.54745396,18078679.59126891
