carrier_phase_1,carrier_phase_2,carrier_phase_3,carrier_phase_4,carrier_phase_5,carrier_phase_6,carrier_phase_7,carrier_phase_8
114209078.61948432,121804791.17434064,122928796.20780736,125591023.26203844,111627286.15014042,104679356.86625509,96409592.58152585,97713444.51584163
114209145.55261242,121804747.22279337,122928847.44888072,125591166.14647107,111627418.65300497,104679372.42415212,96409518.24468188,97713448.0367137
114209124.74945699,121804722.49752931,122928784.87082839,125591170.92097588,111627312.43888216,104679477.8782913,96409573.8415587,97713437.69207817
114209003.84929864,121804744.91158001,122928826.21200156,125591164.73969732,111627352.08139932,104679392.02885658,96409610.23570342,97713499.19550611
114209093.37326291,121804844.78369515,122928719.25693566,125591130.7177441,111627444.91747402,104679361.74849813,96409477.30822092,97713396.78918356
114209069.92452736,121804779.10190059,122928733.96204478,125591098.8399865,111627293.05542248,104679407.41145276,96409474.5316937,97713407.41481303
114209116.57605188,121804753.57100166,122928744.5039034,125591126.7050722,111627313.47529346,104679269.47854997,96409568.5154339,97713387.43800297
114209037.00754124,121804782.64800826,122928663.65716597,125591134.60508548,111627412.51090634,104679312.77146631,96409509.31448872,97713357.4582658
114209075.27457725,121804727.10430464,122928781.15132914,125591192.2506045,111627396.52791478,104679442.6747019,96409507.47949249,97713436.64780107
114209105.1578755,121804699.10351324,122928796.77771215,125591189.49954283,111627296.55676535,104679360.9451655,96409523.41801603,97713450.828424
114209087.01631224,121804816.7621778,122928839.2959644,125591230.4629402,111627358.43835333,104679405.08558123,96409573.6886411,97713418.71333036
114209101.53277825,121804908.98138998,122928828.73490359,125591185.43197773,111627354.90891305,104679469.11631356,96409475.1668065,97713441.3290085
114209057.60136144,121804797.16695952,122928817.04934949,125591230.27302909,111627424.35757305,104679383.20430493,96409367.85660174,97713389.26583603
114209092.86886315,121804783.26551567,122928785.39220144,125591099.93607213,111627416.48768657,104679342.30530685,96409532.3906998,97713392.90578736
114209070.00642855,121804769.22955218,122928752.58609901,125591109.98490475,111627320.26270281,104679364.43536681,96409566.61322501,97713424.56592873
114209051.18921745,121804902.09064655,122928820.05472402,125591102.50751911,111627311.5971856,104679382.06087618,96409584.66582857,97713579.99918503
114209020.33854254,121804735.64765795,122928822.27641433,125591151.01805629,111627377.03802054,104679357.78178251,96409531.93140107,97713449.24696268
114209147.67543776,121804826.5496319,122928822.85029972,125591175.30309172,111627288.63742605,104679372.57514212,96409477.89894734,97713452.47982407
114209090.10361122,121804813.07677284,122928799.18270938,125591139.74233402,111627404.1705862,104679407.92522603,96409526.26293726,97713499.17181754
114209022.63517074,121804790.59823835,122928931.89598875,125591323.6153679,111627395.16721548,104679277.51761201,96409544.00617404,97713287.05808586
114209132.7539558,121804900.44452438,122928863.04592156,125591153.83169107,111627381.92290802,104679326.06229036,96409523.96374315,97713445.53457749
114209144.72503148,121804739.94753708,122928724.19498144,125591121.63191016,111627338.46982342,104679367.06059149,96409440.83154632,97713403.12679997
114209084.1527247,121804845.27087076,122928801.08605324,125591177.60429433,111627306.82853307,104679329.70286417,96409565.40897097,97713456.3929592
114209077.10204501,121804638.39421704,122928723.25213276,125591160.8876783,111627343.23030439,104679428.10540697,96409546.44547234,97713453.84983778
114209159.12168057,121804753.756555,122928890.48793273,125591128.69720595,111627283.3198559,104679439.52998531,96409548.25363266,97713371.73948653
114209178.38972808,121804772.12836844,122928808.03503135,125591231.06127721,111627323.84060904,104679343.32017505,96409585.16480573,97713384.45489222
114209127.60878341,121804675.56830922,122928858.82787324,125591099.8814473,111627317.76395294,104679254.05273883,96409602.52021235,97713493.47560601
114209043.0855849,121804734.51560172,122928748.0072863,125591185.38560785,111627406.7739754,104679481.36461625,96409526.6238277,97713460.82937595
114209122.22956192,121804757.59562072,122928852.21852724,125591069.29936938,111627329.91557893,104679450.15547056,96409426.63720758,97713468.92861995
114209045.9319484,121804821.51706782,122928772.73022029,125591163.53917503,111627418.89202587,104679411.08130345,96409716.42356376,97713391.08129
114209125.29864934,121804748.86307958,122928713.22635315,125591170.7519079,111627351.41832843,104679446.40002039,96409482.8951677,97713431.34996122
114209105.8604932,121804673.88258898,122928829.23646359,125591189.53007765,111627406.2256336,104679292.46027423,96409652.1337003,97713467.80394596
114209112.98331867,121804794.24784836,122928756.75046189,125591241.37762341,111627345.46604337,104679400.80161168,96409591.84946896,97713327.88996036
114209046.87454395,121804844.74449807,122928715.0273647,125591177.42074181,111627326.82708615,104679365.955941,96409526.34836398,97713416.75139692
114209047.04648957,121804858.79619786,122928780.06581953,125591153.71769154,111627347.0448697,104679330.69258882,96409570.68622701,97713396.85246605
114209044.11531949,121804823.8559673,122928825.42169015,125591211.81520772,111627252.49899328,104679353.8721503,96409532.59076276,97713429.68363701
114209124.93241301,121804805.15899864,122928815.07509047,125591060.30061737,111627332.24870673,104679396.729415,96409617.91190511,97713530.79261866
114209063.21759407,121804837.44932851,122928852.02280304,125591238.58667189,111627409.07406564,104679370.07736719,96409512.69164751,97713360.59934364
114209061.39691836,121804795.94419406,122928763.263747,125591233.12362595,111627409.43259917,104679354.96143161,96409528.4897186,97713416.95180115
114209146.2667104,121804715.19681142,122928666.58408783,125591135.76451348,111627351.13814129,104679384.85940763,96409719.8167271,97713449.87567812
114209012.77119926,121804883.10069007,122928875.12261508,125591247.21388428,111627405.49073003,104679376.52596033,96409486.41822946,97713399.45819475
114209120.78238776,121804806.85829648,122928881.17050096,125591155.48821333,111627333.75647767,104679345.7730783,96409508.4234594,97713426.8530188
114209044.6911471,121804779.97717798,122928807.82799184,125591156.5998164,111627381.28316385,104679401.5694154,96409546.79112938,97713438.5957497
114209009.90402688,121804853.70262517,122928753.47030665,125591080.0166754,111627363.39959353,104679390.60757717,96409432.45944494,97713369.1851168
114209003.57854617,121804825.7785174,122928855.6043803,125591135.98653275,111627368.46508475,104679434.7595561,96409590.19820191,97713342.23576756
114209127.17698921,121804824.74900587,122928830.66428575,125591208.79376517,111627274.4053648,104679421.40218973,96409456.70370765,97713379.58452024
114209026.91328916,121804796.7638691,122928838.14963178,125591126.88458519,111627430.90110677,104679362.95303124,96409521.04452395,97713327.81529304
114209071.35953566,121804677.09235008,122928766.20861544,125591071.55337307,111627344.71129346,104679332.9548567,96409550.66826947,97713388.5348939
114209073.62374553,121804819.88550405,122928869.71245576,125591240.8782769,111627390.27995767,104679322.51066506,96409566.20438348,97713419.29652259
114209122.39120135,121804782.42557815,122928835.54664409,125591138.7737928,111627390.86204949,104679422.38589261,96409619.41930163,97713333.56692857
114209057.29778399,121804846.26968125,122928753.66583017,125591144.88448311,111627385.39267989,104679441.37782781,96409488.31639098,97713423.4919129
114209126.74014547,121804822.64730245,122928792.6200704,125591160.11107366,111627376.48447245,104679270.82020804,96409473.40742695,97713377.72441344
114209047.21688545,121804633.29450583,122928766.2505171,125591189.76965617,111627308.8904582,104679347.26843196,96409555.239931,97713368.10343124
114209091.55352682,121804826.533636,122928815.0901007,125591097.62578882,111627296.01266798,104679276.7763802,96409487.87976153,97713441.5068094
114209122.11412212,121804791.9921697,122928720.26494634,125591167.76529503,111627368.51640706,104679427.06303386,96409550.02820048,97713441.09423818
114209120.87617053,121804768.35968705,122928839.74846554,125591082.17954563,111627353.45836578,104679354.70482169,96409504.81976311,97713399.12242396
114209022.21761209,121804693.17566133,122928825.96597002,125591266.63408849,111627378.11180116,104679403.94064204,96409497.95521328,97713382.18336461
114209057.50934775,121804793.59273435,122928690.26823936,125591296.24195729,111627423.74609844,104679378.20410116,96409511.62522694,97713543.05447377
114209055.66787495,121804729.2479517,122928810.06977777,125591093.90707813,111627333.52057524,104679302.2324475,96409514.20780845,97713406.12102881
114209117.24821013,121804728.496862,122928787.23261374,125591052.22299099,111627426.4348928,104679346.87005544,96409548.82348862,97713363.1067795
114209071.12525815,121804710.21485916,122928802.31309742,125591112.56363094,111627423.35303669,104679374.07473077,96409495.08003373,97713460.83130525
114209010.91749418,121804661.68118346,122928860.85260859,125591202.09793343,111627384.07613212,104679252.81618573,96409503.41476046,97713377.41812988
114209023.73406231,121804751.78998485,122928772.35067973,125591169.6134359,111627366.8787529,104679395.65902942,96409504.04055458,97713336.36505757
114208972.34037204,121804788.24484076,122928841.70179728,125591122.97550844,111627277.013491,104679491.30289675,96409608.13165495,97713469.49743678
114209040.06501295,121804819.01349735,122928755.7874583,125591139.2168186,111627325.06305614,104679394.34461461,96409467.4010959,97713393.60246673
114209052.45079505,121804816.71989949,122928827.64975455,125591194.69207558,111627400.51643527,104679399.22352849,96409469.36257698,97713434.61808056
114209066.01071286,121804788.14264151,122928835.37430312,125591261.78635031,111627480.75208984,104679334.55295649,96409619.06084572,97713336.82190976
114209104.64393532,121805001.75244299,122928870.3231503,125591242.3163426,111627392.78823054,104679397.3598484,96409517.06741318,97713403.28946011
114209235.52448958,121804773.40308006,122928843.22318152,125591168.80870861,111627333.18927765,104679299.18133856,96409610.34939761,97713361.45847772
114209103.40055914,121804828.66213833,122928810.60836974,125591118.27902259,111627417.94594057,104679423.71445987,96409600.3656784,97713366.55695832
114209029.12360105,121804819.23537473,122928861.9508999,125591099.91504188,111627440.46226765,104679446.74246134,96409469.59458889,97713337.54768516
114209087.2486791,121804748.70849645,122928740.26951599,125591131.82043229,111627490.13766679,104679388.04999976,96409517.01562873,97713406.13073608
114209052.35434611,121804719.74380681,122928829.573225,125591229.77563184,111627378.52900757,104679331.63852775,96409574.6402271,97713396.43458539
114209217.04963757,121804721.444864,122928692.3898857,125591044.29829149,111627264.32999088,104679387.82132514,96409554.92330264,97713298.67233403
114209095.53012078,121804828.15496083,122928850.11563185,125591209.31496148,111627317.41033155,104679447.91428544,96409507.38692857,97713411.28456363
114209144.7206748,121804741.84404004,122928841.57216494,125591190.45752582,111627367.17623636,104679394.28897122,96409588.7215525,97713425.20590925
114209091.3275871,121804803.10846102,122928832.33069143,125591079.01173641,111627323.07670581,104679383.0900253,96409627.70696121,97713491.6617662
114209165.56211427,121804771.91377369,122928855.3547628,125591122.35635823,111627364.48176293,104679301.66845483,96409494.36430441,97713376.50713536
114209027.90137222,121804871.7126062,122928860.02676643,125591176.22020204,111627457.39870696,104679341.86950052,96409564.49847277,97713380.73357515
